ID1_CITY,year,week,case_c
0101,2016,1,37
0101,2016,2,235
0101,2016,3,244
0101,2016,4,211
0101,2016,5,259
0101,2016,6,374
0101,2016,7,100
0101,2016,8,288
0101,2016,9,230
0101,2016,10,256
0101,2016,11,250
0101,2016,12,243
0101,2016,13,211
0101,2016,14,247
0101,2016,15,195
0101,2016,16,224
0101,2016,17,205
0101,2016,18,209
0101,2016,19,192
0101,2016,20,197
0101,2016,21,203
0101,2016,22,191
0101,2016,23,204
0101,2016,24,165
0101,2016,25,193
0101,2016,26,177
0101,2016,27,166
0101,2016,28,171
0101,2016,29,217
0101,2016,30,192
0101,2016,31,186
0101,2016,32,186
0101,2016,33,203
0101,2016,34,180
0101,2016,35,212
0101,2016,36,170
0101,2016,37,181
0101,2016,38,144
0101,2016,39,192
0101,2016,40,155
0101,2016,41,203
0101,2016,42,218
0101,2016,43,200
0101,2016,44,209
0101,2016,45,248
0101,2016,46,225
0101,2016,47,224
0101,2016,48,217
0101,2016,49,212
0101,2016,50,221
0101,2016,51,244
0101,2016,52,237
0101,2016,53,276
0101,2017,1,230
0101,2017,2,262
0101,2017,3,251
0101,2017,4,303
0101,2017,5,163
0101,2017,6,260
0101,2017,7,256
0101,2017,8,242
0101,2017,9,201
0101,2017,10,243
0101,2017,11,240
0101,2017,12,240
0101,2017,13,251
0101,2017,14,221
0101,2017,15,242
0101,2017,16,250
0101,2017,17,241
0101,2017,18,246
0101,2017,19,228
0101,2017,20,254
0101,2017,21,220
0101,2017,22,163
0101,2017,23,223
0101,2017,24,216
0101,2017,25,240
0101,2017,26,223
0101,2017,27,207
0101,2017,28,239
0101,2017,29,201
0101,2017,30,198
0101,2017,31,191
0101,2017,32,184
0101,2017,33,176
0101,2017,34,173
0101,2017,35,186
0101,2017,36,215
0101,2017,37,216
0101,2017,38,213
0101,2017,39,196
0101,2017,40,198
0101,2017,41,193
0101,2017,42,210
0101,2017,43,251
0101,2017,44,229
0101,2017,45,215
0101,2017,46,229
0101,2017,47,260
0101,2017,48,238
0101,2017,49,273
0101,2017,50,279
0101,2017,51,271
0101,2017,52,321
0101,2017,53,16
0101,2018,1,263
0101,2018,2,272
0101,2018,3,263
0101,2018,4,237
0101,2018,5,240
0101,2018,6,288
0101,2018,7,193
0101,2018,8,204
0101,2018,9,232
0101,2018,10,253
0101,2018,11,261
0101,2018,12,275
0101,2018,13,279
0101,2018,14,202
0101,2018,15,295
0101,2018,16,229
0101,2018,17,243
0101,2018,18,201
0101,2018,19,195
0101,2018,20,194
0101,2018,21,223
0101,2018,22,202
0101,2018,23,217
0101,2018,24,200
0101,2018,25,187
0101,2018,26,218
0101,2018,27,208
0101,2018,28,189
0101,2018,29,216
0101,2018,30,166
0101,2018,31,180
0101,2018,32,173
0101,2018,33,216
0101,2018,34,203
0101,2018,35,191
0101,2018,36,218
0101,2018,37,200
0101,2018,38,237
0101,2018,39,201
0101,2018,40,242
0101,2018,41,194
0101,2018,42,217
0101,2018,43,252
0101,2018,44,213
0101,2018,45,222
0101,2018,46,224
0101,2018,47,220
0101,2018,48,234
0101,2018,49,263
0101,2018,50,270
0101,2018,51,258
0101,2018,52,253
0101,2018,53,25
0101,2019,1,174
0101,2019,2,283
0101,2019,3,250
0101,2019,4,277
0101,2019,5,385
0101,2019,6,87
0101,2019,7,312
0101,2019,8,262
0101,2019,9,233
0101,2019,10,232
0101,2019,11,268
0101,2019,12,265
0101,2019,13,270
0101,2019,14,234
0101,2019,15,267
0101,2019,16,257
0101,2019,17,260
0101,2019,18,225
0101,2019,19,258
0101,2019,20,225
0101,2019,21,226
0101,2019,22,205
0101,2019,23,220
0101,2019,24,249
0101,2019,25,201
0101,2019,26,237
0101,2019,27,203
0101,2019,28,214
0101,2019,29,197
0101,2019,30,222
0101,2019,31,241
0101,2019,32,191
0101,2019,33,230
0101,2019,34,193
0101,2019,35,214
0101,2019,36,211
0101,2019,37,200
0101,2019,38,218
0101,2019,39,229
0101,2019,40,231
0101,2019,41,201
0101,2019,42,237
0101,2019,43,235
0101,2019,44,241
0101,2019,45,261
0101,2019,46,251
0101,2019,47,256
0101,2019,48,251
0101,2019,49,260
0101,2019,50,317
0101,2019,51,266
0101,2019,52,276
0101,2019,53,105
0102,2016,1,43
0102,2016,2,280
0102,2016,3,274
0102,2016,4,271
0102,2016,5,308
0102,2016,6,431
0102,2016,7,112
0102,2016,8,314
0102,2016,9,282
0102,2016,10,299
0102,2016,11,296
0102,2016,12,254
0102,2016,13,232
0102,2016,14,319
0102,2016,15,233
0102,2016,16,282
0102,2016,17,254
0102,2016,18,251
0102,2016,19,247
0102,2016,20,246
0102,2016,21,242
0102,2016,22,254
0102,2016,23,233
0102,2016,24,166
0102,2016,25,238
0102,2016,26,214
0102,2016,27,215
0102,2016,28,203
0102,2016,29,237
0102,2016,30,249
0102,2016,31,234
0102,2016,32,236
0102,2016,33,225
0102,2016,34,241
0102,2016,35,209
0102,2016,36,223
0102,2016,37,216
0102,2016,38,168
0102,2016,39,259
0102,2016,40,176
0102,2016,41,244
0102,2016,42,237
0102,2016,43,237
0102,2016,44,208
0102,2016,45,249
0102,2016,46,250
0102,2016,47,242
0102,2016,48,239
0102,2016,49,266
0102,2016,50,271
0102,2016,51,266
0102,2016,52,258
0102,2016,53,305
0102,2017,1,236
0102,2017,2,263
0102,2017,3,274
0102,2017,4,272
0102,2017,5,207
