ID1_CITY,year,week,case_c
0101,2016,1,9
0101,2016,2,31
0101,2016,3,43
0101,2016,4,70
0101,2016,5,80
0101,2016,6,105
0101,2016,7,99
0101,2016,8,131
0101,2016,9,122
0101,2016,10,134
0101,2016,11,138
0101,2016,12,102
0101,2016,13,90
0101,2016,14,84
0101,2016,15,58
0101,2016,16,53
0101,2016,17,48
0101,2016,18,47
0101,2016,19,28
0101,2016,20,21
0101,2016,21,24
0101,2016,22,24
0101,2016,23,12
0101,2016,24,16
0101,2016,25,9
0101,2016,26,11
0101,2016,27,16
0101,2016,28,10
0101,2016,29,12
0101,2016,30,11
0101,2016,31,14
0101,2016,32,9
0101,2016,33,18
0101,2016,34,14
0101,2016,35,22
0101,2016,36,8
0101,2016,37,22
0101,2016,38,13
0101,2016,39,17
0101,2016,40,18
0101,2016,41,21
0101,2016,42,21
0101,2016,43,34
0101,2016,44,27
0101,2016,45,32
0101,2016,46,27
0101,2016,47,35
0101,2016,48,30
0101,2016,49,30
0101,2016,50,28
0101,2016,51,30
0101,2016,52,30
0101,2016,53,34
0101,2017,1,43
0101,2017,2,32
0101,2017,3,35
0101,2017,4,36
0101,2017,5,26
0101,2017,6,26
0101,2017,7,27
0101,2017,8,33
0101,2017,9,31
0101,2017,10,24
0101,2017,11,21
0101,2017,12,37
0101,2017,13,23
0101,2017,14,21
0101,2017,15,34
0101,2017,16,25
0101,2017,17,24
0101,2017,18,33
0101,2017,19,48
0101,2017,20,45
0101,2017,21,49
0101,2017,22,37
0101,2017,23,53
0101,2017,24,84
0101,2017,25,102
0101,2017,26,136
0101,2017,27,106
0101,2017,28,112
0101,2017,29,107
0101,2017,30,74
0101,2017,31,51
0101,2017,32,43
0101,2017,33,40
0101,2017,34,33
0101,2017,35,26
0101,2017,36,26
0101,2017,37,32
0101,2017,38,30
0101,2017,39,18
0101,2017,40,23
0101,2017,41,17
0101,2017,42,22
0101,2017,43,19
0101,2017,44,32
0101,2017,45,20
0101,2017,46,19
0101,2017,47,27
0101,2017,48,18
0101,2017,49,27
0101,2017,50,35
0101,2017,51,59
0101,2017,52,69
0101,2017,53,7
0101,2018,1,48
0101,2018,2,75
0101,2018,3,82
0101,2018,4,100
0101,2018,5,100
0101,2018,6,97
0101,2018,7,81
0101,2018,8,107
0101,2018,9,92
0101,2018,10,65
0101,2018,11,70
0101,2018,12,51
0101,2018,13,39
0101,2018,14,29
0101,2018,15,28
0101,2018,16,28
0101,2018,17,19
0101,2018,18,22
0101,2018,19,24
0101,2018,20,14
0101,2018,21,15
0101,2018,22,16
0101,2018,23,9
0101,2018,24,13
0101,2018,25,16
