ID1_CITY,year,month,case_c
0101,2016,1,1232
0101,2016,2,1680
0101,2016,3,1421
0101,2016,4,1083
0101,2016,5,968
0101,2016,6,710
0101,2016,7,714
0101,2016,8,764
0101,2016,9,736
0101,2016,10,790
0101,2016,11,985
0101,2016,12,1075
0101,2017,1,1158
0101,2017,2,1113
0101,2017,3,1143
0101,2017,4,1042
0101,2017,5,1036
0101,2017,6,978
0101,2017,7,947
0101,2017,8,709
0101,2017,9,733
0101,2017,10,831
0101,2017,11,991
0101,2017,12,1278
0101,2018,1,1437
0101,2018,2,1332
0101,2018,3,1427
0101,2018,4,1133
0101,2018,5,942
0101,2018,6,801
0101,2018,7,756
0101,2018,8,807
0101,2018,9,892
0101,2018,10,1035
0101,2018,11,986
0101,2018,12,1176
0101,2019,1,1469
0101,2019,2,1276
0101,2019,3,1245
0101,2019,4,1140
0101,2019,5,1107
0101,2019,6,930
0101,2019,7,878
0101,2019,8,840
0101,2019,9,901
0101,2019,10,1071
0101,2019,11,1101
0101,2019,12,1293
0102,2016,1,1287
0102,2016,2,1719
0102,2016,3,1576
0102,2016,4,1201
0102,2016,5,984
0102,2016,6,820
0102,2016,7,760
0102,2016,8,802
0102,2016,9,775
0102,2016,10,830
0102,2016,11,993
0102,2016,12,1099
0102,2017,1,1145
0102,2017,2,1088
0102,2017,3,1194
0102,2017,4,1061
0102,2017,5,1048
0102,2017,6,910
0102,2017,7,891
0102,2017,8,713
0102,2017,9,740
0102,2017,10,886
0102,2017,11,973
0102,2017,12,1292
0102,2018,1,1507
0102,2018,2,1495
0102,2018,3,1467
0102,2018,4,1239
0102,2018,5,991
0102,2018,6,840
0102,2018,7,795
0102,2018,8,876
0102,2018,9,909
0102,2018,10,1025
0102,2018,11,1021
0102,2018,12,1261
0102,2019,1,1563
0102,2019,2,1461
0102,2019,3,1333
0102,2019,4,1266
0102,2019,5,1155
0102,2019,6,949
0102,2019,7,935
0102,2019,8,841
0102,2019,9,913
0102,2019,10,1063
0102,2019,11,1196
0102,2019,12,1398
0109,2016,1,531
0109,2016,2,695
0109,2016,3,670
0109,2016,4,514
0109,2016,5,406
0109,2016,6,330
0109,2016,7,324
0109,2016,8,328
0109,2016,9,318
0109,2016,10,350
0109,2016,11,460
0109,2016,12,511
0109,2017,1,488
0109,2017,2,445
0109,2017,3,490
0109,2017,4,466
0109,2017,5,423
0109,2017,6,403
0109,2017,7,399
0109,2017,8,318
0109,2017,9,340
0109,2017,10,383
0109,2017,11,452
0109,2017,12,540
0109,2018,1,589
0109,2018,2,578
0109,2018,3,622
0109,2018,4,511
0109,2018,5,439
0109,2018,6,344
0109,2018,7,321
0109,2018,8,352
0109,2018,9,386
0109,2018,10,490
0109,2018,11,456
0109,2018,12,535
0109,2019,1,639
0109,2019,2,556
0109,2019,3,529
0109,2019,4,498
0109,2019,5,482
0109,2019,6,407
0109,2019,7,385
0109,2019,8,352
0109,2019,9,386
0109,2019,10,449
0109,2019,11,493
0109,2019,12,570
0110,2016,1,1913
0110,2016,2,2518
0110,2016,3,2295
0110,2016,4,1776
0110,2016,5,1468
0110,2016,6,1138
0110,2016,7,1103
0110,2016,8,1237
0110,2016,9,1245
0110,2016,10,1277
0110,2016,11,1529
0110,2016,12,1711
0110,2017,1,1717
0110,2017,2,1688
0110,2017,3,1733
0110,2017,4,1632
0110,2017,5,1581
0110,2017,6,1415
0110,2017,7,1391
0110,2017,8,1137
0110,2017,9,1157
0110,2017,10,1352
0110,2017,11,1514
0110,2017,12,1918
0110,2018,1,2110
0110,2018,2,2087
0110,2018,3,2210
0110,2018,4,1785
0110,2018,5,1476
0110,2018,6,1246
0110,2018,7,1193
0110,2018,8,1296
0110,2018,9,1308
0110,2018,10,1524
0110,2018,11,1540
0110,2018,12,1867
0110,2019,1,2252
0110,2019,2,1941
0110,2019,3,1969
0110,2019,4,1858
0110,2019,5,1721
0110,2019,6,1546
0110,2019,7,1357
0110,2019,8,1321
0110,2019,9,1467
0110,2019,10,1632
0110,2019,11,1830
0110,2019,12,2077
0111,2016,1,1416
0111,2016,2,1828
0111,2016,3,1599
0111,2016,4,1267
0111,2016,5,1046
0111,2016,6,852
0111,2016,7,814
0111,2016,8,890
0111,2016,9,830
0111,2016,10,909
0111,2016,11,1054
0111,2016,12,1248
0111,2017,1,1264
0111,2017,2,1281
0111,2017,3,1339
0111,2017,4,1220
0111,2017,5,1210
0111,2017,6,1054
0111,2017,7,994
0111,2017,8,796
0111,2017,9,865
0111,2017,10,925
0111,2017,11,1208
0111,2017,12,1415
0111,2018,1,1671
0111,2018,2,1606
0111,2018,3,1682
0111,2018,4,1358
0111,2018,5,1147
0111,2018,6,991
0111,2018,7,960
0111,2018,8,984
0111,2018,9,1000
0111,2018,10,1185
0111,2018,11,1250
0111,2018,12,1506
0111,2019,1,1693
0111,2019,2,1466
0111,2019,3,1500
0111,2019,4,1340
0111,2019,5,1279
0111,2019,6,1109
0111,2019,7,1030
0111,2019,8,978
0111,2019,9,1063
0111,2019,10,1222
0111,2019,11,1214
0111,2019,12,1546
0112,2016,1,570
0112,2016,2,723
0112,2016,3,647
0112,2016,4,504
0112,2016,5,410
0112,2016,6,341
0112,2016,7,293
0112,2016,8,355
0112,2016,9,372
0112,2016,10,381
0112,2016,11,446
0112,2016,12,488
0112,2017,1,525
0112,2017,2,492
0112,2017,3,571
0112,2017,4,440
0112,2017,5,511
0112,2017,6,455
0112,2017,7,477
0112,2017,8,366
0112,2017,9,385
0112,2017,10,405
0112,2017,11,500
0112,2017,12,632
0112,2018,1,663
0112,2018,2,616
0112,2018,3,630
0112,2018,4,519
0112,2018,5,406
0112,2018,6,351
0112,2018,7,388
0112,2018,8,382
0112,2018,9,384
0112,2018,10,457
0112,2018,11,467
0112,2018,12,539
0112,2019,1,678
0112,2019,2,611
0112,2019,3,611
0112,2019,4,568
0112,2019,5,496
0112,2019,6,447
0112,2019,7,433
0112,2019,8,418
0112,2019,9,426
0112,2019,10,522
0112,2019,11,531
0112,2019,12,666
0115,2016,1,502
0115,2016,2,658
0115,2016,3,613
