ID1_CITY,year,month,case_c
0101,2016,1,1359
0101,2016,2,1605
0101,2016,3,1550
0101,2016,4,1137
0101,2016,5,1016
0101,2016,6,846
0101,2016,7,767
0101,2016,8,904
0101,2016,9,864
0101,2016,10,878
0101,2016,11,1137
0101,2016,12,1271
0101,2017,1,1318
0101,2017,2,1276
0101,2017,3,1311
0101,2017,4,1148
0101,2017,5,1152
0101,2017,6,1028
0101,2017,7,986
0101,2017,8,838
0101,2017,9,882
0101,2017,10,975
0101,2017,11,1178
0101,2017,12,1500
0101,2018,1,1551
0101,2018,2,1385
0101,2018,3,1496
0101,2018,4,1266
0101,2018,5,1036
0101,2018,6,893
0101,2018,7,893
0101,2018,8,970
0101,2018,9,1013
0101,2018,10,1205
0101,2018,11,1149
0101,2018,12,1348
0101,2019,1,1642
0101,2019,2,1383
0101,2019,3,1428
0101,2019,4,1294
0101,2019,5,1220
0101,2019,6,1016
0101,2019,7,975
0101,2019,8,973
0101,2019,9,1005
0101,2019,10,1260
0101,2019,11,1331
0101,2019,12,1521
0102,2016,1,1427
0102,2016,2,1707
0102,2016,3,1499
0102,2016,4,1168
0102,2016,5,1078
0102,2016,6,874
0102,2016,7,869
0102,2016,8,861
0102,2016,9,822
0102,2016,10,915
0102,2016,11,1173
0102,2016,12,1296
0102,2017,1,1312
0102,2017,2,1306
0102,2017,3,1382
0102,2017,4,1139
0102,2017,5,1148
0102,2017,6,968
0102,2017,7,951
0102,2017,8,801
0102,2017,9,830
0102,2017,10,1027
0102,2017,11,1172
0102,2017,12,1558
0102,2018,1,1647
0102,2018,2,1477
0102,2018,3,1542
0102,2018,4,1352
0102,2018,5,1047
0102,2018,6,905
0102,2018,7,918
0102,2018,8,1021
0102,2018,9,1021
0102,2018,10,1199
0102,2018,11,1265
0102,2018,12,1443
0102,2019,1,1737
0102,2019,2,1486
0102,2019,3,1528
0102,2019,4,1351
0102,2019,5,1257
0102,2019,6,1091
0102,2019,7,1061
0102,2019,8,956
0102,2019,9,1043
0102,2019,10,1280
0102,2019,11,1398
0102,2019,12,1590
0109,2016,1,639
0109,2016,2,728
0109,2016,3,672
0109,2016,4,519
0109,2016,5,446
0109,2016,6,372
0109,2016,7,358
0109,2016,8,394
0109,2016,9,378
0109,2016,10,404
0109,2016,11,507
0109,2016,12,569
0109,2017,1,557
0109,2017,2,578
0109,2017,3,610
0109,2017,4,522
0109,2017,5,451
0109,2017,6,418
0109,2017,7,437
0109,2017,8,360
0109,2017,9,362
0109,2017,10,414
0109,2017,11,558
0109,2017,12,629
0109,2018,1,681
0109,2018,2,639
0109,2018,3,684
0109,2018,4,560
0109,2018,5,475
0109,2018,6,394
0109,2018,7,390
0109,2018,8,401
0109,2018,9,422
0109,2018,10,523
0109,2018,11,506
0109,2018,12,620
0109,2019,1,692
0109,2019,2,588
0109,2019,3,617
0109,2019,4,554
0109,2019,5,527
0109,2019,6,487
0109,2019,7,433
0109,2019,8,441
