ID1_CITY,year,month,case_c
0101,2016,1,135
0101,2016,2,167
0101,2016,3,175
0101,2016,4,140
0101,2016,5,128
0101,2016,6,112
0101,2016,7,109
0101,2016,8,116
0101,2016,9,98
0101,2016,10,119
0101,2016,11,128
0101,2016,12,120
0101,2017,1,149
0101,2017,2,140
0101,2017,3,152
0101,2017,4,147
0101,2017,5,159
0101,2017,6,141
0101,2017,7,137
0101,2017,8,135
0101,2017,9,128
0101,2017,10,106
0101,2017,11,124
0101,2017,12,149
0101,2018,1,155
0101,2018,2,159
0101,2018,3,200
0101,2018,4,169
0101,2018,5,135
0101,2018,6,130
0101,2018,7,122
0101,2018,8,114
0101,2018,9,144
0101,2018,10,101
0101,2018,11,131
0101,2018,12,138
0101,2019,1,183
0101,2019,2,148
0101,2019,3,157
0101,2019,4,163
0101,2019,5,161
0101,2019,6,143
0101,2019,7,140
0101,2019,8,144
0101,2019,9,141
0101,2019,10,163
0101,2019,11,132
0101,2019,12,147
0102,2016,1,141
0102,2016,2,223
0102,2016,3,204
0102,2016,4,175
0102,2016,5,172
0102,2016,6,143
0102,2016,7,144
0102,2016,8,154
0102,2016,9,143
0102,2016,10,140
0102,2016,11,165
0102,2016,12,162
0102,2017,1,155
0102,2017,2,157
0102,2017,3,154
0102,2017,4,143
0102,2017,5,155
0102,2017,6,171
0102,2017,7,184
0102,2017,8,139
0102,2017,9,123
0102,2017,10,133
0102,2017,11,147
0102,2017,12,179
0102,2018,1,169
0102,2018,2,192
0102,2018,3,203
0102,2018,4,190
0102,2018,5,180
0102,2018,6,149
0102,2018,7,144
0102,2018,8,143
0102,2018,9,136
0102,2018,10,148
0102,2018,11,139
0102,2018,12,158
0102,2019,1,189
0102,2019,2,166
0102,2019,3,187
0102,2019,4,179
0102,2019,5,191
0102,2019,6,188
0102,2019,7,165
0102,2019,8,166
0102,2019,9,166
0102,2019,10,184
0102,2019,11,185
0102,2019,12,203
0109,2016,1,58
0109,2016,2,94
0109,2016,3,85
0109,2016,4,88
0109,2016,5,73
0109,2016,6,59
0109,2016,7,50
0109,2016,8,65
0109,2016,9,50
0109,2016,10,60
0109,2016,11,63
0109,2016,12,78
0109,2017,1,71
0109,2017,2,68
0109,2017,3,77
0109,2017,4,61
0109,2017,5,69
0109,2017,6,88
0109,2017,7,72
0109,2017,8,63
0109,2017,9,66
0109,2017,10,46
0109,2017,11,69
0109,2017,12,76
0109,2018,1,80
0109,2018,2,89
0109,2018,3,94
0109,2018,4,66
0109,2018,5,72
0109,2018,6,65
0109,2018,7,70
0109,2018,8,70
0109,2018,9,68
0109,2018,10,92
0109,2018,11,80
0109,2018,12,72
0109,2019,1,99
0109,2019,2,87
0109,2019,3,109
0109,2019,4,110
0109,2019,5,95
0109,2019,6,87
0109,2019,7,83
0109,2019,8,73
0109,2019,9,79
0109,2019,10,73
0109,2019,11,69
0109,2019,12,90
0110,2016,1,186
0110,2016,2,251
0110,2016,3,266
0110,2016,4,247
0110,2016,5,207
0110,2016,6,178
0110,2016,7,145
0110,2016,8,162
0110,2016,9,149
0110,2016,10,142
0110,2016,11,176
0110,2016,12,218
0110,2017,1,172
0110,2017,2,210
0110,2017,3,219
0110,2017,4,201
0110,2017,5,193
0110,2017,6,181
0110,2017,7,194
0110,2017,8,166
0110,2017,9,133
0110,2017,10,161
0110,2017,11,175
0110,2017,12,187
0110,2018,1,220
0110,2018,2,230
0110,2018,3,243
0110,2018,4,220
0110,2018,5,184
0110,2018,6,181
0110,2018,7,167
0110,2018,8,192
0110,2018,9,146
0110,2018,10,182
0110,2018,11,187
0110,2018,12,191
0110,2019,1,242
0110,2019,2,208
0110,2019,3,194
0110,2019,4,223
