ID1_CITY,year,month,case_c
0101,2016,1,222
0101,2016,2,443
0101,2016,3,441
0101,2016,4,203
0101,2016,5,87
0101,2016,6,45
0101,2016,7,48
0101,2016,8,59
0101,2016,9,66
0101,2016,10,98
0101,2016,11,115
0101,2016,12,124
0101,2017,1,132
0101,2017,2,107
0101,2017,3,109
0101,2017,4,100
0101,2017,5,177
0101,2017,6,340
0101,2017,7,386
0101,2017,8,166
0101,2017,9,98
0101,2017,10,88
0101,2017,11,82
0101,2017,12,177
0101,2018,1,333
0101,2018,2,329
0101,2018,3,242
0101,2018,4,99
0101,2018,5,70
0101,2018,6,69
0101,2018,7,86
0101,2018,8,75
0101,2018,9,80
0101,2018,10,90
0101,2018,11,104
0101,2018,12,149
0101,2019,1,322
0101,2019,2,251
0101,2019,3,214
0101,2019,4,140
0101,2019,5,128
0101,2019,6,144
0101,2019,7,156
0101,2019,8,160
0101,2019,9,156
0101,2019,10,154
0101,2019,11,148
0101,2019,12,239
0102,2016,1,196
0102,2016,2,474
0102,2016,3,440
0102,2016,4,214
0102,2016,5,104
0102,2016,6,67
0102,2016,7,52
0102,2016,8,64
0102,2016,9,66
0102,2016,10,113
0102,2016,11,165
0102,2016,12,180
0102,2017,1,139
0102,2017,2,117
0102,2017,3,130
0102,2017,4,113
0102,2017,5,149
0102,2017,6,394
0102,2017,7,388
0102,2017,8,147
0102,2017,9,98
0102,2017,10,94
0102,2017,11,116
0102,2017,12,193
0102,2018,1,405
0102,2018,2,380
0102,2018,3,246
0102,2018,4,111
0102,2018,5,82
0102,2018,6,83
0102,2018,7,84
0102,2018,8,94
0102,2018,9,92
0102,2018,10,112
0102,2018,11,109
0102,2018,12,181
0102,2019,1,363
0102,2019,2,315
0102,2019,3,230
0102,2019,4,165
0102,2019,5,164
0102,2019,6,159
0102,2019,7,181
0102,2019,8,159
0102,2019,9,153
0102,2019,10,143
0102,2019,11,158
0102,2019,12,279
0109,2016,1,91
0109,2016,2,212
0109,2016,3,176
0109,2016,4,108
0109,2016,5,56
0109,2016,6,37
0109,2016,7,32
0109,2016,8,41
0109,2016,9,43
0109,2016,10,57
0109,2016,11,71
0109,2016,12,67
0109,2017,1,66
0109,2017,2,45
0109,2017,3,58
0109,2017,4,44
0109,2017,5,81
0109,2017,6,179
0109,2017,7,170
0109,2017,8,61
0109,2017,9,47
0109,2017,10,41
0109,2017,11,59
0109,2017,12,89
0109,2018,1,186
0109,2018,2,166
0109,2018,3,114
0109,2018,4,50
0109,2018,5,46
0109,2018,6,44
0109,2018,7,46
0109,2018,8,35
0109,2018,9,39
0109,2018,10,49
0109,2018,11,58
0109,2018,12,93
0109,2019,1,153
0109,2019,2,105
0109,2019,3,84
0109,2019,4,61
0109,2019,5,53
0109,2019,6,63
0109,2019,7,55
0109,2019,8,66
0109,2019,9,62
0109,2019,10,57
0109,2019,11,65
0109,2019,12,93
0110,2016,1,365
0110,2016,2,709
0110,2016,3,672
0110,2016,4,335
0110,2016,5,164
0110,2016,6,113
0110,2016,7,113
0110,2016,8,114
0110,2016,9,110
0110,2016,10,176
0110,2016,11,239
0110,2016,12,256
0110,2017,1,213
0110,2017,2,181
0110,2017,3,203
0110,2017,4,158
0110,2017,5,247
0110,2017,6,524
0110,2017,7,561
0110,2017,8,222
0110,2017,9,143
0110,2017,10,138
0110,2017,11,173
0110,2017,12,254
0110,2018,1,556
0110,2018,2,504
0110,2018,3,400
0110,2018,4,165
0110,2018,5,132
0110,2018,6,128
0110,2018,7,143
0110,2018,8,125
0110,2018,9,140
0110,2018,10,152
0110,2018,11,167
0110,2018,12,255
0110,2019,1,532
0110,2019,2,380
0110,2019,3,293
0110,2019,4,188
0110,2019,5,247
0110,2019,6,241
0110,2019,7,269
0110,2019,8,239
0110,2019,9,238
0110,2019,10,224
0110,2019,11,236
0110,2019,12,452
0111,2016,1,227
0111,2016,2,481
0111,2016,3,401
0111,2016,4,216
0111,2016,5,92
0111,2016,6,70
0111,2016,7,61
0111,2016,8,57
0111,2016,9,69
0111,2016,10,99
0111,2016,11,158
0111,2016,12,145
0111,2017,1,141
0111,2017,2,125
0111,2017,3,111
0111,2017,4,99
0111,2017,5,142
0111,2017,6,303
0111,2017,7,367
0111,2017,8,167
0111,2017,9,81
0111,2017,10,59
0111,2017,11,97
0111,2017,12,187
0111,2018,1,418
0111,2018,2,395
0111,2018,3,264
0111,2018,4,99
0111,2018,5,71
0111,2018,6,70
0111,2018,7,109
0111,2018,8,85
0111,2018,9,123
0111,2018,10,107
0111,2018,11,119
0111,2018,12,205
0111,2019,1,369
0111,2019,2,293
0111,2019,3,202
0111,2019,4,126
0111,2019,5,127
0111,2019,6,155
0111,2019,7,174
0111,2019,8,138
0111,2019,9,140
0111,2019,10,142
0111,2019,11,153
0111,2019,12,281
0112,2016,1,91
0112,2016,2,200
0112,2016,3,157
0112,2016,4,96
0112,2016,5,45
0112,2016,6,24
0112,2016,7,24
0112,2016,8,36
0112,2016,9,27
0112,2016,10,33
0112,2016,11,65
0112,2016,12,54
0112,2017,1,42
0112,2017,2,54
0112,2017,3,50
0112,2017,4,44
0112,2017,5,64
0112,2017,6,149
0112,2017,7,144
0112,2017,8,56
0112,2017,9,29
0112,2017,10,37
0112,2017,11,40
0112,2017,12,84
0112,2018,1,159
0112,2018,2,141
0112,2018,3,127
0112,2018,4,36
0112,2018,5,24
0112,2018,6,17
0112,2018,7,38
0112,2018,8,38
0112,2018,9,34
0112,2018,10,54
0112,2018,11,51
0112,2018,12,68
0112,2019,1,159
0112,2019,2,119
0112,2019,3,90
0112,2019,4,52
0112,2019,5,63
0112,2019,6,82
0112,2019,7,73
0112,2019,8,79
0112,2019,9,80
0112,2019,10,80
0112,2019,11,59
0112,2019,12,143
0115,2016,1,82
0115,2016,2,168
0115,2016,3,148
0115,2016,4,63
0115,2016,5,39
0115,2016,6,7
0115,2016,7,18
0115,2016,8,17
0115,2016,9,28
0115,2016,10,32
0115,2016,11,56
0115,2016,12,61
0115,2017,1,49
0115,2017,2,44
0115,2017,3,38
0115,2017,4,40
0115,2017,5,51
0115,2017,6,113
0115,2017,7,158
0115,2017,8,49
0115,2017,9,29
0115,2017,10,30
0115,2017,11,29
0115,2017,12,69
0115,2018,1,152
0115,2018,2,117
0115,2018,3,92
0115,2018,4,48
0115,2018,5,31
0115,2018,6,32
0115,2018,7,16
0115,2018,8,24
0115,2018,9,37
0115,2018,10,32
0115,2018,11,39
0115,2018,12,57
0115,2019,1,134
0115,2019,2,92
0115,2019,3,76
0115,2019,4,47
0115,2019,5,50
0115,2019,6,50
0115,2019,7,61
0115,2019,8,51
0115,2019,9,58
0115,2019,10,47
0115,2019,11,55
0115,2019,12,101
0116,2016,1,67
0116,2016,2,143
0116,2016,3,129
0116,2016,4,64
0116,2016,5,30
0116,2016,6,27
0116,2016,7,17
0116,2016,8,15
0116,2016,9,23
0116,2016,10,30
0116,2016,11,50
0116,2016,12,59
0116,2017,1,34
0116,2017,2,50
0116,2017,3,36
0116,2017,4,27
0116,2017,5,41
0116,2017,6,116
0116,2017,7,139
0116,2017,8,41
0116,2017,9,26
0116,2017,10,32
0116,2017,11,32
0116,2017,12,63
0116,2018,1,115
0116,2018,2,106
0116,2018,3,98
0116,2018,4,26
0116,2018,5,8
0116,2018,6,29
0116,2018,7,23
0116,2018,8,30
0116,2018,9,39
0116,2018,10,35
0116,2018,11,28
0116,2018,12,55
0116,2019,1,109
0116,2019,2,82
0116,2019,3,59
0116,2019,4,42
0116,2019,5,45
0116,2019,6,48
0116,2019,7,42
0116,2019,8,46
0116,2019,9,47
0116,2019,10,44
0116,2019,11,52
0116,2019,12,65
0117,2016,1,168
0117,2016,2,435
0117,2016,3,367
0117,2016,4,168
0117,2016,5,91
0117,2016,6,49
0117,2016,7,52
0117,2016,8,54
0117,2016,9,54
0117,2016,10,70
0117,2016,11,124
0117,2016,12,143
0117,2017,1,113
0117,2017,2,86
0117,2017,3,98
0117,2017,4,81
0117,2017,5,120
0117,2017,6,263
0117,2017,7,292
0117,2017,8,120
0117,2017,9,58
0117,2017,10,66
0117,2017,11,87
0117,2017,12,151
0117,2018,1,306
0117,2018,2,304
0117,2018,3,240
0117,2018,4,93
0117,2018,5,73
0117,2018,6,56
0117,2018,7,72
0117,2018,8,67
0117,2018,9,85
0117,2018,10,81
0117,2018,11,93
0117,2018,12,156
0117,2019,1,303
0117,2019,2,233
0117,2019,3,168
0117,2019,4,112
0117,2019,5,120
0117,2019,6,135
0117,2019,7,140
0117,2019,8,127
0117,2019,9,122
0117,2019,10,112
0117,2019,11,135
0117,2019,12,248
0118,2016,1,245
0118,2016,2,504
0118,2016,3,438
0118,2016,4,235
0118,2016,5,116
0118,2016,6,64
0118,2016,7,65
0118,2016,8,67
0118,2016,9,66
0118,2016,10,116
0118,2016,11,141
0118,2016,12,155
0118,2017,1,124
0118,2017,2,115
0118,2017,3,119
0118,2017,4,103
0118,2017,5,159
0118,2017,6,346
0118,2017,7,383
0118,2017,8,158
0118,2017,9,97
0118,2017,10,96
0118,2017,11,94
0118,2017,12,192
0118,2018,1,350
0118,2018,2,392
0118,2018,3,285
0118,2018,4,110
0118,2018,5,78
0118,2018,6,86
0118,2018,7,93
0118,2018,8,112
0118,2018,9,102
0118,2018,10,122
0118,2018,11,119
0118,2018,12,175
0118,2019,1,381
0118,2019,2,277
0118,2019,3,184
0118,2019,4,141
0118,2019,5,145
0118,2019,6,141
0118,2019,7,182
0118,2019,8,150
0118,2019,9,169
0118,2019,10,163
0118,2019,11,160
0118,2019,12,254
0119,2016,1,104
0119,2016,2,206
0119,2016,3,211
0119,2016,4,84
0119,2016,5,49
0119,2016,6,37
0119,2016,7,27
0119,2016,8,43
0119,2016,9,39
0119,2016,10,60
0119,2016,11,84
0119,2016,12,73
0119,2017,1,57
0119,2017,2,52
0119,2017,3,72
0119,2017,4,44
0119,2017,5,60
0119,2017,6,146
0119,2017,7,174
0119,2017,8,56
0119,2017,9,26
0119,2017,10,37
0119,2017,11,47
0119,2017,12,84
0119,2018,1,169
0119,2018,2,151
0119,2018,3,132
0119,2018,4,47
