ID1_CITY,year,week,case_c,case_per_capita(‰)
0101,2016,1,3,0.08
0101,2016,2,46,1.226
0101,2016,3,53,1.413
0101,2016,4,53,1.413
0101,2016,5,60,1.599
0101,2016,6,83,2.212
0101,2016,7,22,0.586
0101,2016,8,67,1.786
0101,2016,9,57,1.519
0101,2016,10,71,1.892
0101,2016,11,62,1.652
0101,2016,12,61,1.626
0101,2016,13,41,1.093
0101,2016,14,69,1.839
0101,2016,15,28,0.746
0101,2016,16,47,1.253
0101,2016,17,45,1.199
0101,2016,18,55,1.466
0101,2016,19,46,1.226
0101,2016,20,68,1.812
0101,2016,21,59,1.572
0101,2016,22,54,1.439
0101,2016,23,41,1.093
0101,2016,24,46,1.226
0101,2016,25,43,1.146
0101,2016,26,53,1.413
0101,2016,27,35,0.933
0101,2016,28,46,1.226
0101,2016,29,50,1.333
0101,2016,30,60,1.599
0101,2016,31,47,1.253
0101,2016,32,48,1.279
0101,2016,33,32,0.853
0101,2016,34,40,1.066
0101,2016,35,39,1.039
0101,2016,36,37,0.986
0101,2016,37,37,0.986
0101,2016,38,39,1.039
0101,2016,39,53,1.413
0101,2016,40,24,0.64
0101,2016,41,49,1.306
0101,2016,42,43,1.146
0101,2016,43,47,1.253
0101,2016,44,34,0.906
0101,2016,45,50,1.333
0101,2016,46,52,1.386
0101,2016,47,52,1.386
0101,2016,48,58,1.546
0101,2016,49,47,1.253
0101,2016,50,52,1.386
0101,2016,51,51,1.359
0101,2016,52,46,1.226
0101,2016,53,61,1.626
0101,2018,1,44,1.077
0101,2018,2,57,1.396
0101,2018,3,65,1.591
0101,2018,4,58,1.42
0101,2018,5,57,1.396
0101,2018,6,72,1.763
0101,2018,7,45,1.102
0101,2018,8,54,1.322
0101,2018,9,56,1.371
0101,2018,10,56,1.371
0101,2018,11,58,1.42
0101,2018,12,51,1.249
0101,2018,13,70,1.714
0101,2018,14,43,1.053
0101,2018,15,71,1.738
0101,2018,16,64,1.567
0101,2018,17,73,1.787
0101,2018,18,44,1.077
0101,2018,19,52,1.273
0101,2018,20,54,1.322
0101,2018,21,52,1.273
0101,2018,22,48,1.175
0101,2018,23,55,1.347
0101,2018,24,55,1.347
0101,2018,25,41,1.004
0101,2018,26,57,1.396
0101,2018,27,62,1.518
0101,2018,28,36,0.881
0101,2018,29,47,1.151
0101,2018,30,44,1.077
0101,2018,31,47,1.151
0101,2018,32,44,1.077
0101,2018,33,45,1.102
0101,2018,34,45,1.102
0101,2018,35,38,0.93
0101,2018,36,42,1.028
0101,2018,37,36,0.881
0101,2018,38,41,1.004
0101,2018,39,47,1.151
0101,2018,40,46,1.126
0101,2018,41,39,0.955
0101,2018,42,49,1.2
0101,2018,43,37,0.906
0101,2018,44,49,1.2
0101,2018,45,43,1.053
0101,2018,46,41,1.004
0101,2018,47,47,1.151
0101,2018,48,41,1.004
0101,2018,49,62,1.518
0101,2018,50,55,1.347
0101,2018,51,52,1.273
0101,2018,52,49,1.2
0101,2018,53,9,0.22
0101,2019,1,38,0.926
0101,2019,2,59,1.438
0101,2019,3,38,0.926
0101,2019,4,46,1.121
0101,2019,5,83,2.024
0101,2019,6,15,0.366
0101,2019,7,59,1.438
0101,2019,8,62,1.512
0101,2019,9,50,1.219
0101,2019,10,49,1.195
0101,2019,11,57,1.39
0101,2019,12,58,1.414
0101,2019,13,66,1.609
0101,2019,14,43,1.048
0101,2019,15,61,1.487
0101,2019,16,56,1.365
0101,2019,17,55,1.341
0101,2019,18,49,1.195
0101,2019,19,52,1.268
0101,2019,20,59,1.438
0101,2019,21,38,0.926
0101,2019,22,55,1.341
0101,2019,23,41,1.0
0101,2019,24,67,1.633
0101,2019,25,53,1.292
0101,2019,26,56,1.365
0101,2019,27,38,0.926
0101,2019,28,45,1.097
0101,2019,29,41,1.0
0101,2019,30,43,1.048
0101,2019,31,36,0.878
0101,2019,32,42,1.024
0101,2019,33,33,0.805
0101,2019,34,54,1.316
0101,2019,35,39,0.951
0101,2019,36,43,1.048
0101,2019,37,33,0.805
0101,2019,38,41,1.0
0101,2019,39,46,1.121
0101,2019,40,48,1.17
0101,2019,41,36,0.878
0101,2019,42,46,1.121
0101,2019,43,54,1.316
0101,2019,44,60,1.463
0101,2019,45,50,1.219
0101,2019,46,45,1.097
0101,2019,47,41,1.0
0101,2019,48,51,1.243
0101,2019,49,65,1.585
0101,2019,50,57,1.39
0101,2019,51,49,1.195
0101,2019,52,46,1.121
0101,2019,53,23,0.561
0102,2016,1,11,0.25
0102,2016,2,78,1.776
0102,2016,3,66,1.503
0102,2016,4,72,1.64
0102,2016,5,68,1.548
0102,2016,6,114,2.596
0102,2016,7,36,0.82
0102,2016,8,85,1.936
0102,2016,9,88,2.004
0102,2016,10,91,2.072
0102,2016,11,79,1.799
0102,2016,12,69,1.571
0102,2016,13,65,1.48
0102,2016,14,81,1.845
0102,2016,15,57,1.298
0102,2016,16,81,1.845
0102,2016,17,80,1.822
0102,2016,18,83,1.89
0102,2016,19,65,1.48
0102,2016,20,67,1.526
0102,2016,21,69,1.571
0102,2016,22,55,1.252
0102,2016,23,71,1.617
0102,2016,24,45,1.025
0102,2016,25,46,1.048
0102,2016,26,60,1.366
0102,2016,27,49,1.116
0102,2016,28,43,0.979
0102,2016,29,69,1.571
0102,2016,30,62,1.412
0102,2016,31,56,1.275
0102,2016,32,51,1.161
0102,2016,33,55,1.252
