region,year,month,case_per_capita(‰),PM2.5
宜花東,2016,5,100.305,358.85
宜花東,2016,6,87.363,252.4
宜花東,2016,7,80.128,288.17
宜花東,2016,8,91.668,332.45
宜花東,2016,9,90.261,307.36
宜花東,2016,10,95.264,281.47
宜花東,2016,11,115.198,373.2
宜花東,2016,12,121.406,455.62
宜花東,2017,1,117.084,444.74
宜花東,2017,2,120.693,510.58
宜花東,2017,3,126.247,528.53
宜花東,2017,4,111.139,496.66
宜花東,2017,5,108.208,343.85
宜花東,2017,6,102.78,277.28
宜花東,2017,7,93.425,243.53
宜花東,2017,8,77.348,355.6
宜花東,2017,9,80.552,370.53
宜花東,2017,10,95.198,394.69
宜花東,2017,11,103.582,355.1
宜花東,2017,12,128.584,474.01
宜花東,2018,1,117.433,399.59
宜花東,2018,2,104.283,434.71
宜花東,2018,3,110.066,451.01
宜花東,2018,4,92.547,447.26
宜花東,2018,5,80.215,356.75
宜花東,2018,6,69.594,282.4
宜花東,2018,7,71.227,265.24
宜花東,2018,8,72.234,259.33
宜花東,2018,9,74.021,270.94
宜花東,2018,10,87.489,381.92
宜花東,2018,11,81.812,314.64
宜花東,2018,12,97.371,310.31
宜花東,2019,1,108.074,374.64
宜花東,2019,2,93.978,348.61
宜花東,2019,3,98.591,438.68
宜花東,2019,4,88.041,390.07
宜花東,2019,5,84.98,329.86
宜花東,2019,6,73.992,263.65
宜花東,2019,7,73.537,254.5
宜花東,2019,8,71.91,248.58
宜花東,2019,9,75.446,270.94
宜花東,2019,10,84.069,433.92
宜花東,2019,11,85.446,366.35
宜花東,2019,12,102.385,299.93
雲嘉南,2016,1,146.079,931.97
雲嘉南,2016,2,181.249,1054.06
雲嘉南,2016,3,179.069,1177.21
雲嘉南,2016,4,132.739,958.1
雲嘉南,2016,5,112.356,617.95
雲嘉南,2016,6,94.386,318.41
雲嘉南,2016,7,95.619,389.67
雲嘉南,2016,8,106.037,572.55
雲嘉南,2016,9,103.174,510.85
雲嘉南,2016,10,116.499,835.55
雲嘉南,2016,11,129.788,987.9
雲嘉南,2016,12,138.418,1070.63
雲嘉南,2017,1,137.946,1046.99
雲嘉南,2017,2,138.775,1090.35
雲嘉南,2017,3,137.482,1137.05
雲嘉南,2017,4,118.866,865.55
雲嘉南,2017,5,112.923,703.76
雲嘉南,2017,6,106.782,313.23
雲嘉南,2017,7,106.658,433.03
雲嘉南,2017,8,95.401,427.4
雲嘉南,2017,9,93.688,679.85
雲嘉南,2017,10,109.03,730.09
雲嘉南,2017,11,118.606,835.94
雲嘉南,2017,12,142.805,950.83
雲嘉南,2018,1,134.456,844.26
雲嘉南,2018,2,123.919,1050.85
雲嘉南,2018,3,132.664,1002.64
雲嘉南,2018,4,107.481,859.13
雲嘉南,2018,5,87.238,521.72
雲嘉南,2018,6,77.374,444.1
雲嘉南,2018,7,83.754,411.42
雲嘉南,2018,8,87.076,327.64
雲嘉南,2018,9,90.607,566.4
雲嘉南,2018,10,99.725,862.01
雲嘉南,2018,11,99.713,930.59
雲嘉南,2018,12,116.707,773.52
雲嘉南,2019,1,129.304,1018.89
雲嘉南,2019,2,108.677,887.62
雲嘉南,2019,3,112.782,851.59
雲嘉南,2019,4,101.967,698.91
雲嘉南,2019,5,96.874,596.07
雲嘉南,2019,6,84.342,275.63
雲嘉南,2019,7,86.698,306.55
雲嘉南,2019,8,84.117,372.31
雲嘉南,2019,9,90.811,573.14
雲嘉南,2019,10,95.923,793.03
雲嘉南,2019,11,105.297,735.0
雲嘉南,2019,12,119.5,649.52
高屏,2016,1,144.648,920.09
高屏,2016,2,177.924,1052.14
高屏,2016,3,173.221,996.92
高屏,2016,4,127.035,679.06
高屏,2016,5,108.878,471.88
高屏,2016,6,99.224,241.11
高屏,2016,7,100.297,321.54
高屏,2016,8,110.755,404.44
高屏,2016,9,104.014,445.64
高屏,2016,10,115.82,672.74
高屏,2016,11,128.841,969.74
高屏,2016,12,140.129,1102.31
高屏,2017,1,140.401,1104.87
高屏,2017,2,138.335,1066.41
高屏,2017,3,132.777,1021.03
高屏,2017,4,113.47,676.15
高屏,2017,5,110.643,578.21
高屏,2017,6,110.065,285.73
高屏,2017,7,112.326,388.21
高屏,2017,8,101.237,419.06
高屏,2017,9,98.708,590.94
高屏,2017,10,110.963,732.48
高屏,2017,11,123.651,989.4
高屏,2017,12,145.555,1024.1
高屏,2018,1,133.907,973.08
高屏,2018,2,124.89,965.38
高屏,2018,3,129.048,819.83
高屏,2018,4,103.211,659.74
高屏,2018,5,87.135,403.42
高屏,2018,6,78.831,330.51
高屏,2018,7,89.951,315.56
高屏,2018,8,93.015,264.36
高屏,2018,9,95.12,471.11
高屏,2018,10,102.87,818.55
高屏,2018,11,105.022,877.95
高屏,2018,12,122.294,861.45
高屏,2019,1,133.474,1012.14
高屏,2019,2,109.703,735.9
高屏,2019,3,109.862,733.68
高屏,2019,4,99.471,630.85
高屏,2019,5,95.879,486.24
高屏,2019,6,86.689,253.59
高屏,2019,7,92.727,284.1
高屏,2019,8,88.971,322.56
高屏,2019,9,94.314,546.32
高屏,2019,10,98.48,746.58
高屏,2019,11,110.576,773.16
高屏,2019,12,123.83,676.84
