region,year,month,case_per_capita(‰),PM2.5
北北基桃竹苗,2017,5,1.535,513.59
北北基桃竹苗,2017,6,1.41,370.13
北北基桃竹苗,2017,7,1.404,377.56
北北基桃竹苗,2017,8,1.402,439.94
北北基桃竹苗,2017,9,1.5,568.65
北北基桃竹苗,2017,10,1.472,473.27
北北基桃竹苗,2017,11,1.482,421.35
北北基桃竹苗,2017,12,1.629,544.1
北北基桃竹苗,2018,1,1.561,410.32
北北基桃竹苗,2018,2,1.322,677.44
北北基桃竹苗,2018,3,1.664,660.38
北北基桃竹苗,2018,4,1.549,743.08
北北基桃竹苗,2018,5,1.516,577.88
北北基桃竹苗,2018,6,1.388,394.68
北北基桃竹苗,2018,7,1.434,383.65
北北基桃竹苗,2018,8,1.483,394.29
北北基桃竹苗,2018,9,1.362,464.04
北北基桃竹苗,2018,10,1.507,445.26
北北基桃竹苗,2018,11,1.497,457.63
北北基桃竹苗,2018,12,1.535,420.32
北北基桃竹苗,2019,1,1.682,494.81
北北基桃竹苗,2019,2,1.311,505.45
北北基桃竹苗,2019,3,1.606,588.53
北北基桃竹苗,2019,4,1.555,566.41
北北基桃竹苗,2019,5,1.641,433.53
北北基桃竹苗,2019,6,1.352,316.47
北北基桃竹苗,2019,7,1.418,317.95
北北基桃竹苗,2019,8,1.403,334.62
北北基桃竹苗,2019,9,1.311,361.6
北北基桃竹苗,2019,10,1.473,513.53
北北基桃竹苗,2019,11,1.417,415.32
北北基桃竹苗,2019,12,1.525,384.42
宜花東,2016,1,1.313,408.25
宜花東,2016,2,1.637,513.03
宜花東,2016,3,2.112,528.68
宜花東,2016,4,1.644,559.18
宜花東,2016,5,1.193,358.85
宜花東,2016,6,1.086,252.4
宜花東,2016,7,1.317,288.17
宜花東,2016,8,1.343,332.45
宜花東,2016,9,1.152,307.36
宜花東,2016,10,1.713,281.47
宜花東,2016,11,1.23,373.2
宜花東,2016,12,1.346,455.62
宜花東,2017,1,1.278,444.74
宜花東,2017,2,1.528,510.58
宜花東,2017,3,1.473,528.53
宜花東,2017,4,0.973,496.66
宜花東,2017,5,1.787,343.85
宜花東,2017,6,1.396,277.28
宜花東,2017,7,1.111,243.53
宜花東,2017,8,1.515,355.6
宜花東,2017,9,1.228,370.53
宜花東,2017,10,1.395,394.69
宜花東,2017,11,1.44,355.1
宜花東,2017,12,1.815,474.01
宜花東,2018,1,1.744,399.59
宜花東,2018,2,1.488,434.71
宜花東,2018,3,1.571,451.01
宜花東,2018,4,1.168,447.26
宜花東,2018,5,1.254,356.75
宜花東,2018,6,1.699,282.4
宜花東,2018,7,0.99,265.24
宜花東,2018,8,1.496,259.33
宜花東,2018,9,1.207,270.94
宜花東,2018,10,1.487,381.92
宜花東,2018,11,1.778,314.64
宜花東,2018,12,1.745,310.31
宜花東,2019,1,2.359,374.64
宜花東,2019,2,2.019,348.61
宜花東,2019,3,2.019,438.68
宜花東,2019,4,1.797,390.07
宜花東,2019,5,1.941,329.86
宜花東,2019,6,1.501,263.65
宜花東,2019,7,1.498,254.5
宜花東,2019,8,1.555,248.58
宜花東,2019,9,1.372,270.94
宜花東,2019,10,1.836,433.92
宜花東,2019,11,1.88,366.35
宜花東,2019,12,2.166,299.93
雲嘉南,2016,1,1.638,931.97
雲嘉南,2016,2,1.613,1054.06
雲嘉南,2016,3,1.691,1177.21
雲嘉南,2016,4,1.537,958.1
雲嘉南,2016,5,1.38,617.95
雲嘉南,2016,6,1.397,318.41
雲嘉南,2016,7,1.299,389.67
雲嘉南,2016,8,1.209,572.55
雲嘉南,2016,9,1.312,510.85
雲嘉南,2016,10,1.232,835.55
雲嘉南,2016,11,1.262,987.9
雲嘉南,2016,12,1.398,1070.63
雲嘉南,2017,1,1.36,1046.99
雲嘉南,2017,2,1.495,1090.35
雲嘉南,2017,3,1.705,1137.05
雲嘉南,2017,4,1.603,865.55
雲嘉南,2017,5,1.422,703.76
雲嘉南,2017,6,1.558,313.23
雲嘉南,2017,7,1.479,433.03
雲嘉南,2017,8,1.576,427.4
雲嘉南,2017,9,1.681,679.85
雲嘉南,2017,10,1.588,730.09
雲嘉南,2017,11,1.562,835.94
雲嘉南,2017,12,1.543,950.83
雲嘉南,2018,1,1.556,844.26
雲嘉南,2018,2,1.497,1050.85
雲嘉南,2018,3,1.836,1002.64
雲嘉南,2018,4,1.606,859.13
雲嘉南,2018,5,1.475,521.72
雲嘉南,2018,6,1.326,444.1
雲嘉南,2018,7,1.409,411.42
雲嘉南,2018,8,1.355,327.64
雲嘉南,2018,9,1.165,566.4
雲嘉南,2018,10,1.305,862.01
雲嘉南,2018,11,1.23,930.59
雲嘉南,2018,12,1.404,773.52
雲嘉南,2019,1,1.546,1018.89
雲嘉南,2019,2,1.469,887.62
雲嘉南,2019,3,1.465,851.59
雲嘉南,2019,4,1.377,698.91
雲嘉南,2019,5,1.409,596.07
雲嘉南,2019,6,1.211,275.63
雲嘉南,2019,7,1.45,306.55
雲嘉南,2019,8,1.33,372.31
雲嘉南,2019,9,1.319,573.14
雲嘉南,2019,10,1.501,793.03
雲嘉南,2019,11,1.474,735.0
雲嘉南,2019,12,1.502,649.52
高屏,2016,1,1.208,920.09
高屏,2016,2,1.043,1052.14
高屏,2016,3,1.109,996.92
高屏,2016,4,1.058,679.06
高屏,2016,5,1.051,471.88
高屏,2016,6,1.117,241.11
高屏,2016,7,1.124,321.54
高屏,2016,8,1.093,404.44
高屏,2016,9,0.95,445.64
高屏,2016,10,0.944,672.74
高屏,2016,11,1.174,969.74
高屏,2016,12,1.199,1102.31
高屏,2017,1,1.099,1104.87
高屏,2017,2,1.097,1066.41
高屏,2017,3,1.104,1021.03
高屏,2017,4,1.041,676.15
高屏,2017,5,1.065,578.21
高屏,2017,6,0.96,285.73
高屏,2017,7,1.12,388.21
高屏,2017,8,1.016,419.06
高屏,2017,9,0.972,590.94
高屏,2017,10,1.051,732.48
高屏,2017,11,1.016,989.4
高屏,2017,12,1.14,1024.1
高屏,2018,1,1.117,973.08
高屏,2018,2,0.871,965.38
高屏,2018,3,1.043,819.83
高屏,2018,4,0.987,659.74
高屏,2018,5,1.097,403.42
高屏,2018,6,0.983,330.51
高屏,2018,7,0.958,315.56
高屏,2018,8,1.02,264.36
高屏,2018,9,0.991,471.11
高屏,2018,10,1.04,818.55
高屏,2018,11,1.075,877.95
高屏,2018,12,1.201,861.45
高屏,2019,1,1.283,1012.14
高屏,2019,2,0.979,735.9
高屏,2019,3,1.17,733.68
高屏,2019,4,1.024,630.85
高屏,2019,5,1.102,486.24
高屏,2019,6,1.042,253.59
高屏,2019,7,1.008,284.1
高屏,2019,8,0.957,322.56
高屏,2019,9,0.947,546.32
高屏,2019,10,1.034,746.58
高屏,2019,11,1.037,773.16
高屏,2019,12,1.087,676.84
