town,year,month,PM2.5
南投縣名間鄉,2016,8,675.0
南投縣國姓鄉,2016,8,612.5
南投縣埔里鎮,2016,8,600.0
南投縣水里鄉,2016,8,620.0
南投縣竹山鎮,2016,8,602.14
南投縣草屯鎮,2016,8,671.25
南投縣集集鎮,2016,8,640.0
南投縣魚池鄉,2016,8,608.57
南投縣鹿谷鄉,2016,8,609.0
嘉義市東區,2016,8,630.0
嘉義市西區,2016,8,630.0
嘉義縣中埔鄉,2016,8,612.0
嘉義縣六腳鄉,2016,8,610.0
嘉義縣大埔鄉,2016,8,556.0
嘉義縣大林鎮,2016,8,625.0
嘉義縣太保市,2016,8,612.86
嘉義縣布袋鎮,2016,8,590.0
嘉義縣新港鄉,2016,8,600.0
嘉義縣朴子市,2016,8,630.0
嘉義縣東石鄉,2016,8,612.86
嘉義縣梅山鄉,2016,8,600.0
嘉義縣民雄鄉,2016,8,621.43
嘉義縣水上鄉,2016,8,624.0
嘉義縣溪口鄉,2016,8,600.0
嘉義縣番路鄉,2016,8,607.5
嘉義縣竹崎鄉,2016,8,615.0
嘉義縣義竹鄉,2016,8,580.0
嘉義縣鹿草鄉,2016,8,600.0
基隆市七堵區,2016,8,340.0
基隆市仁愛區,2016,8,360.0
基隆市信義區,2016,8,360.0
基隆市安樂區,2016,8,315.0
基隆市暖暖區,2016,8,360.0
宜蘭縣三星鄉,2016,8,310.0
宜蘭縣五結鄉,2016,8,270.0
宜蘭縣冬山鄉,2016,8,255.0
宜蘭縣南澳鄉,2016,8,292.17
宜蘭縣員山鄉,2016,8,336.0
宜蘭縣壯圍鄉,2016,8,310.0
宜蘭縣大同鄉,2016,8,336.92
宜蘭縣宜蘭市,2016,8,330.0
宜蘭縣礁溪鄉,2016,8,330.0
宜蘭縣蘇澳鎮,2016,8,255.0
宜蘭縣頭城鎮,2016,8,355.71
屏東縣三地門鄉,2016,8,417.69
屏東縣九如鄉,2016,8,495.0
屏東縣佳冬鄉,2016,8,480.0
屏東縣來義鄉,2016,8,480.0
屏東縣內埔鄉,2016,8,491.25
屏東縣南州鄉,2016,8,480.0
屏東縣屏東市,2016,8,531.43
屏東縣崁頂鄉,2016,8,480.0
屏東縣恆春鎮,2016,8,180.0
屏東縣新園鄉,2016,8,510.0
屏東縣新埤鄉,2016,8,480.0
屏東縣春日鄉,2016,8,469.09
屏東縣東港鎮,2016,8,510.0
屏東縣枋寮鄉,2016,8,480.0
屏東縣枋山鄉,2016,8,427.5
屏東縣林邊鄉,2016,8,480.0
屏東縣泰武鄉,2016,8,480.0
屏東縣滿州鄉,2016,8,194.0
屏東縣潮州鎮,2016,8,480.0
屏東縣牡丹鄉,2016,8,268.12
屏東縣獅子鄉,2016,8,383.48
屏東縣琉球鄉,2016,8,480.0
屏東縣瑪家鄉,2016,8,462.0
屏東縣竹田鄉,2016,8,490.0
屏東縣萬丹鄉,2016,8,510.0
屏東縣萬巒鄉,2016,8,480.0
屏東縣車城鄉,2016,8,220.0
屏東縣里港鄉,2016,8,375.0
屏東縣長治鄉,2016,8,510.0
屏東縣霧臺鄉,2016,8,420.0
屏東縣高樹鄉,2016,8,368.57
屏東縣鹽埔鄉,2016,8,470.0
屏東縣麟洛鄉,2016,8,540.0
彰化縣二林鎮,2016,8,461.25
彰化縣二水鄉,2016,8,607.5
彰化縣伸港鄉,2016,8,600.0
彰化縣北斗鎮,2016,8,585.0
彰化縣和美鎮,2016,8,615.0
彰化縣員林市,2016,8,645.0
彰化縣埔心鄉,2016,8,600.0
彰化縣埔鹽鄉,2016,8,532.5
彰化縣埤頭鄉,2016,8,480.0
彰化縣大城鄉,2016,8,603.33
彰化縣大村鄉,2016,8,622.5
彰化縣彰化市,2016,8,630.0
彰化縣永靖鄉,2016,8,570.0
彰化縣溪州鄉,2016,8,600.0
彰化縣溪湖鎮,2016,8,502.5
彰化縣田中鎮,2016,8,645.0
彰化縣田尾鄉,2016,8,570.0
彰化縣社頭鄉,2016,8,645.0
彰化縣福興鄉,2016,8,566.25
彰化縣秀水鄉,2016,8,630.0
彰化縣竹塘鄉,2016,8,547.5
彰化縣線西鄉,2016,8,600.0
彰化縣芬園鄉,2016,8,648.0
彰化縣花壇鄉,2016,8,630.0
彰化縣芳苑鄉,2016,8,496.15
彰化縣鹿港鎮,2016,8,595.0
新北市三峽區,2016,8,405.0
新北市三芝區,2016,8,342.0
新北市三重區,2016,8,420.0
新北市中和區,2016,8,390.0
新北市五股區,2016,8,400.0
新北市八里區,2016,8,487.5
新北市土城區,2016,8,360.0
新北市坪林區,2016,8,366.0
新北市平溪區,2016,8,360.0
新北市新店區,2016,8,387.0
新北市新莊區,2016,8,360.0
新北市板橋區,2016,8,345.0
新北市林口區,2016,8,515.0
新北市樹林區,2016,8,380.0
新北市永和區,2016,8,390.0
新北市汐止區,2016,8,342.86
新北市淡水區,2016,8,430.0
新北市深坑區,2016,8,390.0
新北市烏來區,2016,8,383.33
新北市瑞芳區,2016,8,360.0
新北市石碇區,2016,8,376.15
新北市石門區,2016,8,366.0
新北市萬里區,2016,8,325.0
新北市蘆洲區,2016,8,420.0
新北市貢寮區,2016,8,360.0
新北市金山區,2016,8,360.0
新北市雙溪區,2016,8,360.0
新北市鶯歌區,2016,8,450.0
新竹市北區,2016,8,360.0
新竹市東區,2016,8,360.0
新竹市香山區,2016,8,390.0
新竹縣五峰鄉,2016,8,480.0
新竹縣北埔鄉,2016,8,502.5
新竹縣寶山鄉,2016,8,425.0
新竹縣尖石鄉,2016,8,480.0
新竹縣峨眉鄉,2016,8,468.0
新竹縣新埔鎮,2016,8,495.0
新竹縣新豐鄉,2016,8,492.0
新竹縣橫山鄉,2016,8,510.0
新竹縣湖口鄉,2016,8,510.0
新竹縣竹北市,2016,8,414.0
新竹縣竹東鎮,2016,8,495.0
新竹縣芎林鄉,2016,8,502.5
新竹縣關西鎮,2016,8,503.08
桃園市中壢區,2016,8,505.0
桃園市八德區,2016,8,480.0
桃園市大園區,2016,8,532.5
桃園市大溪區,2016,8,485.45
桃園市平鎮區,2016,8,498.0
桃園市復興區,2016,8,450.0
桃園市新屋區,2016,8,510.0
桃園市桃園區,2016,8,480.0
桃園市楊梅區,2016,8,500.0
桃園市蘆竹區,2016,8,510.0
桃園市觀音區,2016,8,525.0
桃園市龍潭區,2016,8,510.0
桃園市龜山區,2016,8,474.0
臺中市北屯區,2016,8,630.0
臺中市南屯區,2016,8,620.0
臺中市后里區,2016,8,575.0
臺中市外埔區,2016,8,534.0
臺中市大安區,2016,8,560.0
臺中市大甲區,2016,8,528.0
臺中市大肚區,2016,8,622.5
臺中市大里區,2016,8,630.0
臺中市大雅區,2016,8,622.5
臺中市太平區,2016,8,630.0
臺中市新社區,2016,8,630.0
臺中市東勢區,2016,8,595.71
臺中市東區,2016,8,630.0
臺中市梧棲區,2016,8,600.0
臺中市沙鹿區,2016,8,600.0
臺中市清水區,2016,8,600.0
臺中市潭子區,2016,8,630.0
臺中市烏日區,2016,8,630.0
臺中市石岡區,2016,8,630.0
臺中市神岡區,2016,8,630.0
臺中市西區,2016,8,600.0
臺中市西屯區,2016,8,630.0
臺中市豐原區,2016,8,660.0
臺中市霧峰區,2016,8,630.0
臺中市龍井區,2016,8,600.0
臺北市中山區,2016,8,420.0
臺北市中正區,2016,8,390.0
臺北市信義區,2016,8,390.0
臺北市內湖區,2016,8,390.0
臺北市北投區,2016,8,400.0
臺北市南港區,2016,8,375.0
臺北市士林區,2016,8,380.0
臺北市文山區,2016,8,390.0
臺北市松山區,2016,8,390.0
臺北市萬華區,2016,8,420.0
臺南市七股區,2016,8,540.0
臺南市下營區,2016,8,540.0
臺南市中西區,2016,8,540.0
臺南市仁德區,2016,8,530.0
臺南市佳里區,2016,8,540.0
臺南市六甲區,2016,8,540.0
臺南市北區,2016,8,540.0
臺南市北門區,2016,8,562.5
臺南市南化區,2016,8,474.0
臺南市南區,2016,8,540.0
臺南市善化區,2016,8,510.0
臺南市大內區,2016,8,510.0
臺南市學甲區,2016,8,550.0
臺南市安南區,2016,8,549.0
臺南市安定區,2016,8,530.0
臺南市官田區,2016,8,521.25
臺南市將軍區,2016,8,540.0
臺南市山上區,2016,8,510.0
臺南市左鎮區,2016,8,462.86
臺南市後壁區,2016,8,570.0
臺南市新化區,2016,8,517.5
臺南市新市區,2016,8,515.0
臺南市新營區,2016,8,540.0
臺南市東區,2016,8,540.0
臺南市東山區,2016,8,558.0
臺南市柳營區,2016,8,540.0
臺南市楠西區,2016,8,512.73
臺南市歸仁區,2016,8,510.0
臺南市永康區,2016,8,547.5
臺南市玉井區,2016,8,497.14
臺南市白河區,2016,8,595.38
臺南市西港區,2016,8,540.0
臺南市關廟區,2016,8,486.0
臺南市鹽水區,2016,8,558.0
臺南市麻豆區,2016,8,517.5
臺南市龍崎區,2016,8,470.0
臺東縣卑南鄉,2016,8,293.18
臺東縣大武鄉,2016,8,414.0
臺東縣太麻里鄉,2016,8,360.0
臺東縣延平鄉,2016,8,265.71
臺東縣成功鎮,2016,8,240.0
臺東縣東河鄉,2016,8,243.53
臺東縣池上鄉,2016,8,240.0
臺東縣海端鄉,2016,8,240.0
臺東縣綠島鄉,2016,8,270.0
臺東縣臺東市,2016,8,270.0
臺東縣蘭嶼鄉,2016,8,216.0
臺東縣達仁鄉,2016,8,411.0
臺東縣金峰鄉,2016,8,403.64
臺東縣長濱鄉,2016,8,305.0
臺東縣關山鎮,2016,8,240.0
臺東縣鹿野鄉,2016,8,245.0
花蓮縣光復鄉,2016,8,445.0
花蓮縣卓溪鄉,2016,8,320.77
花蓮縣吉安鄉,2016,8,390.0
花蓮縣壽豐鄉,2016,8,390.0
花蓮縣富里鄉,2016,8,252.5
花蓮縣新城鄉,2016,8,390.0
花蓮縣玉里鎮,2016,8,327.27
花蓮縣瑞穗鄉,2016,8,410.77
花蓮縣秀林鄉,2016,8,387.69
花蓮縣花蓮市,2016,8,390.0
花蓮縣萬榮鄉,2016,8,450.0
花蓮縣豐濱鄉,2016,8,397.06
花蓮縣鳳林鎮,2016,8,417.0
苗栗縣三灣鄉,2016,8,435.0
苗栗縣三義鄉,2016,8,405.0
苗栗縣公館鄉,2016,8,450.0
苗栗縣卓蘭鎮,2016,8,498.0
苗栗縣南庄鄉,2016,8,457.5
苗栗縣大湖鄉,2016,8,450.0
苗栗縣後龍鎮,2016,8,450.0
苗栗縣泰安鄉,2016,8,480.0
苗栗縣獅潭鄉,2016,8,450.0
苗栗縣竹南鎮,2016,8,420.0
苗栗縣苑裡鎮,2016,8,456.0
苗栗縣苗栗市,2016,8,450.0
苗栗縣西湖鄉,2016,8,450.0
苗栗縣通霄鎮,2016,8,450.0
苗栗縣造橋鄉,2016,8,450.0
苗栗縣銅鑼鄉,2016,8,431.25
苗栗縣頭份市,2016,8,420.0
苗栗縣頭屋鄉,2016,8,450.0
雲林縣二崙鄉,2016,8,666.0
雲林縣元長鄉,2016,8,624.0
雲林縣北港鎮,2016,8,600.0
雲林縣口湖鄉,2016,8,600.0
雲林縣古坑鄉,2016,8,600.0
雲林縣四湖鄉,2016,8,600.0
雲林縣土庫鎮,2016,8,672.0
雲林縣大埤鄉,2016,8,630.0
雲林縣崙背鄉,2016,8,690.0
雲林縣斗六市,2016,8,600.0
雲林縣斗南鎮,2016,8,624.0
雲林縣東勢鄉,2016,8,606.0
雲林縣林內鄉,2016,8,600.0
雲林縣水林鄉,2016,8,607.5
雲林縣臺西鄉,2016,8,600.0
雲林縣莿桐鄉,2016,8,600.0
雲林縣虎尾鎮,2016,8,655.71
雲林縣褒忠鄉,2016,8,670.0
雲林縣西螺鎮,2016,8,615.0
雲林縣麥寮鄉,2016,8,600.0
高雄市三民區,2016,8,480.0
高雄市仁武區,2016,8,480.0
高雄市內門區,2016,8,371.25
高雄市六龜區,2016,8,392.31
高雄市前金區,2016,8,510.0
高雄市前鎮區,2016,8,400.0
高雄市大寮區,2016,8,475.71
高雄市大樹區,2016,8,484.29
高雄市大社區,2016,8,465.0
高雄市小港區,2016,8,396.0
高雄市岡山區,2016,8,384.0
高雄市左營區,2016,8,480.0
高雄市彌陀區,2016,8,420.0
高雄市旗山區,2016,8,340.91
高雄市旗津區,2016,8,420.0
高雄市杉林區,2016,8,366.0
高雄市林園區,2016,8,500.0
高雄市桃源區,2016,8,450.0
高雄市梓官區,2016,8,390.0
高雄市楠梓區,2016,8,442.5
高雄市橋頭區,2016,8,330.0
高雄市永安區,2016,8,440.0
高雄市湖內區,2016,8,495.0
高雄市燕巢區,2016,8,428.57
高雄市田寮區,2016,8,420.0
高雄市甲仙區,2016,8,454.29
高雄市美濃區,2016,8,309.0
高雄市苓雅區,2016,8,450.0
高雄市茂林區,2016,8,390.0
高雄市茄萣區,2016,8,480.0
高雄市路竹區,2016,8,444.0
高雄市阿蓮區,2016,8,435.0
高雄市鳥松區,2016,8,460.0
高雄市鳳山區,2016,8,435.0
高雄市鼓山區,2016,8,480.0
南投縣中寮鄉,2016,9,562.5
南投縣仁愛鄉,2016,9,530.0
南投縣信義鄉,2016,9,510.0
南投縣南投市,2016,9,600.0
南投縣名間鄉,2016,9,562.5
南投縣國姓鄉,2016,9,512.5
南投縣埔里鎮,2016,9,540.0
南投縣水里鄉,2016,9,515.0
南投縣竹山鎮,2016,9,510.0
南投縣草屯鎮,2016,9,547.5
南投縣集集鎮,2016,9,540.0
南投縣魚池鄉,2016,9,531.43
南投縣鹿谷鄉,2016,9,513.0
嘉義市東區,2016,9,540.0
嘉義市西區,2016,9,540.0
嘉義縣中埔鄉,2016,9,534.0
嘉義縣六腳鄉,2016,9,530.0
嘉義縣大埔鄉,2016,9,506.0
嘉義縣大林鎮,2016,9,510.0
嘉義縣太保市,2016,9,527.14
嘉義縣布袋鎮,2016,9,525.0
嘉義縣新港鄉,2016,9,485.0
嘉義縣朴子市,2016,9,540.0
嘉義縣東石鄉,2016,9,540.0
嘉義縣梅山鄉,2016,9,510.0
嘉義縣民雄鄉,2016,9,518.57
嘉義縣水上鄉,2016,9,534.0
嘉義縣溪口鄉,2016,9,510.0
嘉義縣番路鄉,2016,9,517.5
嘉義縣竹崎鄉,2016,9,525.0
嘉義縣義竹鄉,2016,9,516.67
嘉義縣鹿草鄉,2016,9,535.0
基隆市七堵區,2016,9,355.0
基隆市仁愛區,2016,9,330.0
基隆市信義區,2016,9,330.0
基隆市安樂區,2016,9,330.0
基隆市暖暖區,2016,9,330.0
宜蘭縣三星鄉,2016,9,286.67
宜蘭縣五結鄉,2016,9,247.5
宜蘭縣冬山鄉,2016,9,240.0
宜蘭縣南澳鄉,2016,9,280.43
宜蘭縣員山鄉,2016,9,300.0
宜蘭縣壯圍鄉,2016,9,270.0
宜蘭縣大同鄉,2016,9,318.46
宜蘭縣宜蘭市,2016,9,270.0
宜蘭縣礁溪鄉,2016,9,292.5
宜蘭縣蘇澳鎮,2016,9,246.0
宜蘭縣頭城鎮,2016,9,347.14
屏東縣三地門鄉,2016,9,456.92
屏東縣九如鄉,2016,9,525.0
屏東縣佳冬鄉,2016,9,540.0
屏東縣來義鄉,2016,9,547.5
屏東縣內埔鄉,2016,9,532.5
屏東縣南州鄉,2016,9,540.0
屏東縣屏東市,2016,9,552.86
屏東縣崁頂鄉,2016,9,530.0
屏東縣恆春鎮,2016,9,190.0
屏東縣新園鄉,2016,9,500.0
屏東縣新埤鄉,2016,9,570.0
屏東縣春日鄉,2016,9,523.64
屏東縣東港鎮,2016,9,520.0
屏東縣枋寮鄉,2016,9,540.0
屏東縣枋山鄉,2016,9,472.5
屏東縣林邊鄉,2016,9,540.0
屏東縣泰武鄉,2016,9,552.0
屏東縣滿州鄉,2016,9,208.0
屏東縣潮州鎮,2016,9,570.0
屏東縣牡丹鄉,2016,9,292.5
屏東縣獅子鄉,2016,9,416.09
屏東縣琉球鄉,2016,9,510.0
屏東縣瑪家鄉,2016,9,516.0
屏東縣竹田鄉,2016,9,550.0
屏東縣萬丹鄉,2016,9,485.0
屏東縣萬巒鄉,2016,9,560.0
屏東縣車城鄉,2016,9,230.0
屏東縣里港鄉,2016,9,430.0
屏東縣長治鄉,2016,9,540.0
屏東縣霧臺鄉,2016,9,480.0
屏東縣高樹鄉,2016,9,428.57
屏東縣鹽埔鄉,2016,9,505.0
屏東縣麟洛鄉,2016,9,540.0
彰化縣二林鎮,2016,9,345.0
彰化縣二水鄉,2016,9,510.0
彰化縣伸港鄉,2016,9,547.5
彰化縣北斗鎮,2016,9,465.0
彰化縣和美鎮,2016,9,525.0
彰化縣員林市,2016,9,525.0
彰化縣埔心鄉,2016,9,480.0
彰化縣埔鹽鄉,2016,9,412.5
彰化縣埤頭鄉,2016,9,366.0
彰化縣大城鄉,2016,9,490.0
彰化縣大村鄉,2016,9,502.5
彰化縣彰化市,2016,9,502.5
彰化縣永靖鄉,2016,9,450.0
彰化縣溪州鄉,2016,9,484.29
彰化縣溪湖鎮,2016,9,382.5
彰化縣田中鎮,2016,9,525.0
彰化縣田尾鄉,2016,9,450.0
彰化縣社頭鄉,2016,9,525.0
彰化縣福興鄉,2016,9,468.75
彰化縣秀水鄉,2016,9,510.0
彰化縣竹塘鄉,2016,9,435.0
彰化縣線西鄉,2016,9,560.0
彰化縣芬園鄉,2016,9,528.0
彰化縣花壇鄉,2016,9,510.0
彰化縣芳苑鄉,2016,9,385.38
彰化縣鹿港鎮,2016,9,540.0
新北市三峽區,2016,9,398.57
新北市三芝區,2016,9,312.0
新北市三重區,2016,9,450.0
新北市中和區,2016,9,390.0
新北市五股區,2016,9,420.0
新北市八里區,2016,9,465.0
新北市土城區,2016,9,360.0
新北市坪林區,2016,9,366.0
新北市平溪區,2016,9,356.25
新北市新店區,2016,9,387.0
新北市新莊區,2016,9,400.0
新北市板橋區,2016,9,405.0
新北市林口區,2016,9,510.0
新北市樹林區,2016,9,400.0
新北市永和區,2016,9,390.0
新北市汐止區,2016,9,360.0
新北市淡水區,2016,9,410.0
新北市深坑區,2016,9,390.0
新北市烏來區,2016,9,383.33
新北市瑞芳區,2016,9,330.0
新北市石碇區,2016,9,387.69
新北市石門區,2016,9,354.0
新北市萬里區,2016,9,340.0
新北市蘆洲區,2016,9,420.0
新北市貢寮區,2016,9,360.0
新北市金山區,2016,9,345.0
新北市雙溪區,2016,9,357.69
新北市鶯歌區,2016,9,420.0
新竹市北區,2016,9,300.0
新竹市東區,2016,9,300.0
新竹市香山區,2016,9,330.0
新竹縣五峰鄉,2016,9,450.0
新竹縣北埔鄉,2016,9,472.5
新竹縣寶山鄉,2016,9,365.0
新竹縣尖石鄉,2016,9,438.0
新竹縣峨眉鄉,2016,9,420.0
新竹縣新埔鎮,2016,9,425.0
新竹縣新豐鄉,2016,9,414.0
新竹縣橫山鄉,2016,9,475.0
新竹縣湖口鄉,2016,9,420.0
新竹縣竹北市,2016,9,336.0
新竹縣竹東鎮,2016,9,460.0
新竹縣芎林鄉,2016,9,480.0
新竹縣關西鎮,2016,9,445.38
桃園市中壢區,2016,9,410.0
桃園市八德區,2016,9,420.0
桃園市大園區,2016,9,457.5
桃園市大溪區,2016,9,420.0
桃園市平鎮區,2016,9,408.0
桃園市復興區,2016,9,415.71
桃園市新屋區,2016,9,441.43
桃園市桃園區,2016,9,420.0
桃園市楊梅區,2016,9,413.33
桃園市蘆竹區,2016,9,462.86
桃園市觀音區,2016,9,459.0
桃園市龍潭區,2016,9,438.75
桃園市龜山區,2016,9,456.0
臺中市北屯區,2016,9,460.0
臺中市南屯區,2016,9,470.0
臺中市后里區,2016,9,390.0
臺中市外埔區,2016,9,366.0
臺中市大安區,2016,9,420.0
臺中市大甲區,2016,9,372.0
臺中市大肚區,2016,9,487.5
臺中市大里區,2016,9,480.0
臺中市大雅區,2016,9,480.0
臺中市太平區,2016,9,480.0
臺中市新社區,2016,9,456.0
臺中市東勢區,2016,9,420.0
臺中市東區,2016,9,480.0
臺中市梧棲區,2016,9,510.0
臺中市沙鹿區,2016,9,502.5
臺中市清水區,2016,9,483.33
臺中市潭子區,2016,9,450.0
臺中市烏日區,2016,9,480.0
臺中市石岡區,2016,9,450.0
臺中市神岡區,2016,9,450.0
臺中市西區,2016,9,450.0
臺中市西屯區,2016,9,472.5
臺中市豐原區,2016,9,450.0
臺中市霧峰區,2016,9,491.25
臺中市龍井區,2016,9,517.5
臺北市中山區,2016,9,390.0
臺北市中正區,2016,9,390.0
臺北市信義區,2016,9,390.0
臺北市內湖區,2016,9,390.0
臺北市北投區,2016,9,385.0
臺北市南港區,2016,9,390.0
臺北市士林區,2016,9,375.0
臺北市文山區,2016,9,390.0
臺北市松山區,2016,9,390.0
臺北市萬華區,2016,9,420.0
臺南市七股區,2016,9,510.0
臺南市下營區,2016,9,500.0
臺南市中西區,2016,9,540.0
臺南市仁德區,2016,9,535.0
臺南市佳里區,2016,9,510.0
臺南市六甲區,2016,9,504.0
臺南市北區,2016,9,540.0
臺南市北門區,2016,9,510.0
臺南市南化區,2016,9,472.0
臺南市南區,2016,9,540.0
臺南市善化區,2016,9,510.0
臺南市大內區,2016,9,510.0
臺南市學甲區,2016,9,510.0
臺南市安南區,2016,9,513.0
臺南市安定區,2016,9,510.0
臺南市官田區,2016,9,510.0
臺南市將軍區,2016,9,510.0
臺南市山上區,2016,9,510.0
臺南市左鎮區,2016,9,480.0
臺南市後壁區,2016,9,505.71
臺南市新化區,2016,9,510.0
臺南市新市區,2016,9,510.0
臺南市新營區,2016,9,480.0
臺南市東區,2016,9,540.0
臺南市東山區,2016,9,507.0
臺南市柳營區,2016,9,497.14
臺南市楠西區,2016,9,490.91
臺南市歸仁區,2016,9,528.0
臺南市永康區,2016,9,525.0
臺南市玉井區,2016,9,488.57
臺南市白河區,2016,9,523.85
臺南市西港區,2016,9,510.0
臺南市關廟區,2016,9,504.0
臺南市鹽水區,2016,9,498.0
臺南市麻豆區,2016,9,510.0
臺南市龍崎區,2016,9,485.0
臺東縣卑南鄉,2016,9,267.27
臺東縣大武鄉,2016,9,444.0
臺東縣太麻里鄉,2016,9,363.75
臺東縣延平鄉,2016,9,252.86
臺東縣成功鎮,2016,9,216.0
臺東縣東河鄉,2016,9,218.82
臺東縣池上鄉,2016,9,210.0
臺東縣海端鄉,2016,9,210.0
臺東縣綠島鄉,2016,9,240.0
臺東縣臺東市,2016,9,240.0
臺東縣蘭嶼鄉,2016,9,210.0
臺東縣達仁鄉,2016,9,447.0
臺東縣金峰鄉,2016,9,425.45
臺東縣長濱鄉,2016,9,277.5
臺東縣關山鎮,2016,9,210.0
臺東縣鹿野鄉,2016,9,220.0
花蓮縣光復鄉,2016,9,390.0
花蓮縣卓溪鄉,2016,9,290.77
花蓮縣吉安鄉,2016,9,330.0
花蓮縣壽豐鄉,2016,9,346.67
花蓮縣富里鄉,2016,9,232.5
花蓮縣新城鄉,2016,9,330.0
花蓮縣玉里鎮,2016,9,298.64
花蓮縣瑞穗鄉,2016,9,366.92
花蓮縣秀林鄉,2016,9,342.69
花蓮縣花蓮市,2016,9,330.0
花蓮縣萬榮鄉,2016,9,393.0
花蓮縣豐濱鄉,2016,9,360.0
花蓮縣鳳林鎮,2016,9,369.0
苗栗縣三灣鄉,2016,9,375.0
苗栗縣三義鄉,2016,9,220.0
苗栗縣公館鄉,2016,9,321.43
苗栗縣卓蘭鎮,2016,9,324.0
苗栗縣南庄鄉,2016,9,390.0
苗栗縣大湖鄉,2016,9,270.0
苗栗縣後龍鎮,2016,9,333.33
苗栗縣泰安鄉,2016,9,330.0
苗栗縣獅潭鄉,2016,9,338.57
苗栗縣竹南鎮,2016,9,360.0
苗栗縣苑裡鎮,2016,9,270.0
苗栗縣苗栗市,2016,9,330.0
苗栗縣西湖鄉,2016,9,322.5
苗栗縣通霄鎮,2016,9,300.0
苗栗縣造橋鄉,2016,9,348.0
苗栗縣銅鑼鄉,2016,9,266.25
苗栗縣頭份市,2016,9,360.0
苗栗縣頭屋鄉,2016,9,330.0
雲林縣二崙鄉,2016,9,546.0
雲林縣元長鄉,2016,9,516.0
雲林縣北港鎮,2016,9,500.0
雲林縣口湖鄉,2016,9,516.67
雲林縣古坑鄉,2016,9,493.85
雲林縣四湖鄉,2016,9,510.0
雲林縣土庫鎮,2016,9,552.0
雲林縣大埤鄉,2016,9,510.0
雲林縣崙背鄉,2016,9,580.0
雲林縣斗六市,2016,9,486.0
雲林縣斗南鎮,2016,9,504.0
雲林縣東勢鄉,2016,9,504.0
雲林縣林內鄉,2016,9,502.5
雲林縣水林鄉,2016,9,521.25
雲林縣臺西鄉,2016,9,505.0
雲林縣莿桐鄉,2016,9,480.0
雲林縣虎尾鎮,2016,9,527.14
雲林縣褒忠鄉,2016,9,550.0
雲林縣西螺鎮,2016,9,495.0
雲林縣麥寮鄉,2016,9,490.0
高雄市三民區,2016,9,540.0
高雄市仁武區,2016,9,530.0
高雄市內門區,2016,9,420.0
高雄市六龜區,2016,9,420.0
高雄市前金區,2016,9,570.0
高雄市前鎮區,2016,9,480.0
高雄市大寮區,2016,9,458.57
高雄市大樹區,2016,9,518.57
高雄市大社區,2016,9,510.0
高雄市小港區,2016,9,480.0
高雄市岡山區,2016,9,456.0
高雄市左營區,2016,9,585.0
高雄市彌陀區,2016,9,480.0
高雄市旗山區,2016,9,395.45
高雄市旗津區,2016,9,480.0
高雄市杉林區,2016,9,411.0
高雄市林園區,2016,9,520.0
高雄市桃源區,2016,9,450.0
高雄市梓官區,2016,9,450.0
高雄市楠梓區,2016,9,495.0
高雄市橋頭區,2016,9,420.0
高雄市永安區,2016,9,500.0
高雄市湖內區,2016,9,525.0
高雄市燕巢區,2016,9,488.57
高雄市田寮區,2016,9,472.5
高雄市甲仙區,2016,9,462.86
高雄市美濃區,2016,9,366.0
高雄市苓雅區,2016,9,510.0
高雄市茂林區,2016,9,420.0
高雄市茄萣區,2016,9,510.0
高雄市路竹區,2016,9,498.0
高雄市阿蓮區,2016,9,480.0
高雄市鳥松區,2016,9,510.0
高雄市鳳山區,2016,9,480.0
高雄市鼓山區,2016,9,570.0
南投縣中寮鄉,2016,10,905.0
南投縣仁愛鄉,2016,10,760.0
南投縣信義鄉,2016,10,840.0
南投縣南投市,2016,10,938.57
南投縣名間鄉,2016,10,915.0
南投縣國姓鄉,2016,10,812.5
南投縣埔里鎮,2016,10,756.43
南投縣水里鄉,2016,10,845.0
南投縣竹山鎮,2016,10,870.0
南投縣草屯鎮,2016,10,896.25
南投縣集集鎮,2016,10,890.0
南投縣魚池鄉,2016,10,801.43
南投縣鹿谷鄉,2016,10,870.0
嘉義市東區,2016,10,870.0
嘉義市西區,2016,10,870.0
嘉義縣中埔鄉,2016,10,864.0
嘉義縣六腳鄉,2016,10,785.0
嘉義縣大埔鄉,2016,10,818.0
嘉義縣大林鎮,2016,10,875.0
嘉義縣太保市,2016,10,831.43
嘉義縣布袋鎮,2016,10,795.0
嘉義縣新港鄉,2016,10,840.0
嘉義縣朴子市,2016,10,750.0
嘉義縣東石鄉,2016,10,767.14
嘉義縣梅山鄉,2016,10,875.0
嘉義縣民雄鄉,2016,10,861.43
嘉義縣水上鄉,2016,10,864.0
嘉義縣溪口鄉,2016,10,847.5
嘉義縣番路鄉,2016,10,858.75
嘉義縣竹崎鄉,2016,10,870.0
嘉義縣義竹鄉,2016,10,800.0
嘉義縣鹿草鄉,2016,10,800.0
基隆市七堵區,2016,10,305.0
基隆市仁愛區,2016,10,270.0
基隆市信義區,2016,10,270.0
基隆市安樂區,2016,10,300.0
基隆市暖暖區,2016,10,285.0
宜蘭縣三星鄉,2016,10,196.67
宜蘭縣五結鄉,2016,10,150.0
宜蘭縣冬山鄉,2016,10,157.5
宜蘭縣南澳鄉,2016,10,206.09
宜蘭縣員山鄉,2016,10,207.0
宜蘭縣壯圍鄉,2016,10,180.0
宜蘭縣大同鄉,2016,10,260.77
