town,year,month,PM2.5
新竹縣寶山鄉,2018,5,530.0
新竹縣尖石鄉,2018,5,600.0
新竹縣峨眉鄉,2018,5,564.0
新竹縣新埔鎮,2018,5,560.0
新竹縣新豐鄉,2018,5,540.0
新竹縣橫山鄉,2018,5,610.0
新竹縣湖口鄉,2018,5,540.0
新竹縣竹北市,2018,5,516.0
新竹縣竹東鎮,2018,5,600.0
新竹縣芎林鄉,2018,5,615.0
新竹縣關西鎮,2018,5,600.0
桃園市中壢區,2018,5,545.0
桃園市八德區,2018,5,600.0
桃園市大園區,2018,5,566.25
桃園市大溪區,2018,5,597.27
桃園市平鎮區,2018,5,558.0
桃園市復興區,2018,5,600.0
桃園市新屋區,2018,5,518.57
桃園市桃園區,2018,5,630.0
桃園市楊梅區,2018,5,560.0
桃園市蘆竹區,2018,5,595.71
桃園市觀音區,2018,5,492.0
桃園市龍潭區,2018,5,618.75
桃園市龜山區,2018,5,624.0
臺中市北屯區,2018,5,550.0
臺中市南屯區,2018,5,530.0
臺中市后里區,2018,5,565.0
臺中市外埔區,2018,5,552.0
臺中市大安區,2018,5,530.0
臺中市大甲區,2018,5,540.0
臺中市大肚區,2018,5,532.5
臺中市大里區,2018,5,456.0
臺中市大雅區,2018,5,532.5
臺中市太平區,2018,5,510.0
臺中市新社區,2018,5,552.0
臺中市東勢區,2018,5,561.43
臺中市東區,2018,5,510.0
臺中市梧棲區,2018,5,480.0
臺中市沙鹿區,2018,5,480.0
臺中市清水區,2018,5,496.67
臺中市潭子區,2018,5,540.0
臺中市烏日區,2018,5,510.0
臺中市石岡區,2018,5,570.0
臺中市神岡區,2018,5,550.0
臺中市西區,2018,5,540.0
臺中市西屯區,2018,5,532.5
臺中市豐原區,2018,5,570.0
臺中市霧峰區,2018,5,506.25
臺中市龍井區,2018,5,495.0
臺北市中山區,2018,5,660.0
臺北市中正區,2018,5,570.0
臺北市信義區,2018,5,600.0
臺北市內湖區,2018,5,615.0
臺北市北投區,2018,5,560.0
臺北市南港區,2018,5,630.0
臺北市士林區,2018,5,580.0
臺北市文山區,2018,5,622.5
臺北市松山區,2018,5,630.0
臺北市萬華區,2018,5,600.0
臺南市七股區,2018,5,465.0
臺南市下營區,2018,5,530.0
臺南市中西區,2018,5,450.0
臺南市仁德區,2018,5,450.0
臺南市佳里區,2018,5,480.0
臺南市六甲區,2018,5,516.0
臺南市北區,2018,5,450.0
臺南市北門區,2018,5,510.0
臺南市南化區,2018,5,458.0
臺南市南區,2018,5,450.0
臺南市善化區,2018,5,500.0
臺南市大內區,2018,5,485.0
臺南市學甲區,2018,5,515.0
臺南市安南區,2018,5,450.0
臺南市安定區,2018,5,470.0
臺南市官田區,2018,5,510.0
臺南市將軍區,2018,5,486.0
臺南市山上區,2018,5,480.0
臺南市左鎮區,2018,5,450.0
臺南市後壁區,2018,5,540.0
臺南市新化區,2018,5,480.0
臺南市新市區,2018,5,490.0
臺南市新營區,2018,5,540.0
臺南市東區,2018,5,450.0
臺南市東山區,2018,5,528.0
臺南市柳營區,2018,5,540.0
臺南市楠西區,2018,5,485.45
臺南市歸仁區,2018,5,444.0
臺南市永康區,2018,5,450.0
臺南市玉井區,2018,5,471.43
臺南市白河區,2018,5,540.0
臺南市西港區,2018,5,480.0
臺南市關廟區,2018,5,438.0
臺南市鹽水區,2018,5,540.0
臺南市麻豆區,2018,5,502.5
臺南市龍崎區,2018,5,435.0
臺東縣卑南鄉,2018,5,317.73
臺東縣大武鄉,2018,5,390.0
臺東縣太麻里鄉,2018,5,367.5
臺東縣延平鄉,2018,5,295.71
臺東縣成功鎮,2018,5,270.0
臺東縣東河鄉,2018,5,273.53
臺東縣池上鄉,2018,5,270.0
臺東縣海端鄉,2018,5,270.0
臺東縣綠島鄉,2018,5,300.0
臺東縣臺東市,2018,5,308.18
臺東縣蘭嶼鄉,2018,5,300.0
臺東縣達仁鄉,2018,5,399.0
臺東縣金峰鄉,2018,5,390.0
臺東縣長濱鄉,2018,5,307.5
臺東縣關山鎮,2018,5,270.0
臺東縣鹿野鄉,2018,5,275.0
花蓮縣光復鄉,2018,5,342.5
花蓮縣卓溪鄉,2018,5,327.69
花蓮縣吉安鄉,2018,5,210.0
花蓮縣壽豐鄉,2018,5,225.0
花蓮縣富里鄉,2018,5,280.0
花蓮縣新城鄉,2018,5,210.0
花蓮縣玉里鎮,2018,5,325.91
花蓮縣瑞穗鄉,2018,5,366.92
花蓮縣秀林鄉,2018,5,285.0
花蓮縣花蓮市,2018,5,210.0
花蓮縣萬榮鄉,2018,5,357.0
花蓮縣豐濱鄉,2018,5,308.82
花蓮縣鳳林鎮,2018,5,279.0
苗栗縣三灣鄉,2018,5,502.5
苗栗縣三義鄉,2018,5,570.0
苗栗縣公館鄉,2018,5,612.86
苗栗縣卓蘭鎮,2018,5,570.0
苗栗縣南庄鄉,2018,5,547.5
苗栗縣大湖鄉,2018,5,570.0
苗栗縣後龍鎮,2018,5,600.0
苗栗縣泰安鄉,2018,5,570.0
苗栗縣獅潭鄉,2018,5,591.43
苗栗縣竹南鎮,2018,5,457.5
苗栗縣苑裡鎮,2018,5,570.0
苗栗縣苗栗市,2018,5,630.0
苗栗縣西湖鄉,2018,5,622.5
苗栗縣通霄鎮,2018,5,580.91
苗栗縣造橋鄉,2018,5,558.0
苗栗縣銅鑼鄉,2018,5,581.25
苗栗縣頭份市,2018,5,475.71
苗栗縣頭屋鄉,2018,5,607.5
雲林縣二崙鄉,2018,5,570.0
雲林縣元長鄉,2018,5,564.0
雲林縣北港鎮,2018,5,570.0
雲林縣口湖鄉,2018,5,533.33
雲林縣古坑鄉,2018,5,570.0
雲林縣四湖鄉,2018,5,513.33
雲林縣土庫鎮,2018,5,570.0
雲林縣大埤鄉,2018,5,570.0
雲林縣崙背鄉,2018,5,570.0
雲林縣斗六市,2018,5,570.0
雲林縣斗南鎮,2018,5,570.0
雲林縣東勢鄉,2018,5,528.0
雲林縣林內鄉,2018,5,570.0
雲林縣水林鄉,2018,5,547.5
雲林縣臺西鄉,2018,5,500.0
雲林縣莿桐鄉,2018,5,570.0
雲林縣虎尾鎮,2018,5,570.0
雲林縣褒忠鄉,2018,5,560.0
雲林縣西螺鎮,2018,5,570.0
雲林縣麥寮鄉,2018,5,545.0
高雄市三民區,2018,5,420.0
高雄市仁武區,2018,5,420.0
高雄市內門區,2018,5,397.5
高雄市六龜區,2018,5,413.08
高雄市前金區,2018,5,390.0
高雄市前鎮區,2018,5,320.0
高雄市大寮區,2018,5,484.29
高雄市大樹區,2018,5,437.14
高雄市大社區,2018,5,390.0
高雄市小港區,2018,5,384.0
高雄市岡山區,2018,5,390.0
高雄市左營區,2018,5,390.0
高雄市彌陀區,2018,5,390.0
高雄市旗山區,2018,5,387.27
高雄市旗津區,2018,5,330.0
高雄市杉林區,2018,5,399.0
高雄市林園區,2018,5,440.0
高雄市桃源區,2018,5,435.0
高雄市梓官區,2018,5,390.0
高雄市楠梓區,2018,5,375.0
高雄市橋頭區,2018,5,360.0
高雄市永安區,2018,5,400.0
高雄市湖內區,2018,5,435.0
高雄市燕巢區,2018,5,394.29
高雄市田寮區,2018,5,397.5
高雄市甲仙區,2018,5,441.43
高雄市美濃區,2018,5,372.0
高雄市苓雅區,2018,5,360.0
高雄市茂林區,2018,5,390.0
高雄市茄萣區,2018,5,420.0
高雄市路竹區,2018,5,408.0
高雄市阿蓮區,2018,5,405.0
高雄市鳥松區,2018,5,420.0
高雄市鳳山區,2018,5,420.0
高雄市鼓山區,2018,5,390.0
南投縣中寮鄉,2018,6,430.0
南投縣仁愛鄉,2018,6,515.0
南投縣信義鄉,2018,6,450.0
南投縣南投市,2018,6,420.0
南投縣名間鄉,2018,6,420.0
南投縣國姓鄉,2018,6,467.5
南投縣埔里鎮,2018,6,522.86
南投縣水里鄉,2018,6,445.0
南投縣竹山鎮,2018,6,383.57
南投縣草屯鎮,2018,6,423.75
南投縣集集鎮,2018,6,420.0
南投縣魚池鄉,2018,6,484.29
南投縣鹿谷鄉,2018,6,402.0
嘉義市東區,2018,6,420.0
嘉義市西區,2018,6,420.0
嘉義縣中埔鄉,2018,6,420.0
嘉義縣六腳鄉,2018,6,475.0
嘉義縣大埔鄉,2018,6,420.0
嘉義縣大林鎮,2018,6,475.0
嘉義縣太保市,2018,6,454.29
嘉義縣布袋鎮,2018,6,450.0
嘉義縣新港鄉,2018,6,510.0
嘉義縣朴子市,2018,6,450.0
嘉義縣東石鄉,2018,6,450.0
嘉義縣梅山鄉,2018,6,450.0
嘉義縣民雄鄉,2018,6,454.29
嘉義縣水上鄉,2018,6,426.0
嘉義縣溪口鄉,2018,6,502.5
嘉義縣番路鄉,2018,6,435.0
嘉義縣竹崎鄉,2018,6,442.5
嘉義縣義竹鄉,2018,6,466.67
嘉義縣鹿草鄉,2018,6,455.0
基隆市七堵區,2018,6,325.0
基隆市仁愛區,2018,6,360.0
基隆市信義區,2018,6,360.0
基隆市安樂區,2018,6,375.0
基隆市暖暖區,2018,6,345.0
宜蘭縣三星鄉,2018,6,323.33
宜蘭縣五結鄉,2018,6,375.0
宜蘭縣冬山鄉,2018,6,412.5
宜蘭縣南澳鄉,2018,6,397.83
宜蘭縣員山鄉,2018,6,288.0
宜蘭縣壯圍鄉,2018,6,280.0
宜蘭縣大同鄉,2018,6,371.54
宜蘭縣宜蘭市,2018,6,240.0
宜蘭縣礁溪鄉,2018,6,270.0
宜蘭縣蘇澳鎮,2018,6,423.0
宜蘭縣頭城鎮,2018,6,342.86
屏東縣三地門鄉,2018,6,311.54
屏東縣九如鄉,2018,6,352.5
屏東縣佳冬鄉,2018,6,390.0
屏東縣來義鄉,2018,6,371.25
屏東縣內埔鄉,2018,6,360.0
屏東縣南州鄉,2018,6,390.0
屏東縣屏東市,2018,6,360.0
屏東縣崁頂鄉,2018,6,390.0
屏東縣恆春鎮,2018,6,240.0
屏東縣新園鄉,2018,6,420.0
屏東縣新埤鄉,2018,6,390.0
屏東縣春日鄉,2018,6,362.73
屏東縣東港鎮,2018,6,420.0
屏東縣枋寮鄉,2018,6,384.0
屏東縣枋山鄉,2018,6,352.5
屏東縣林邊鄉,2018,6,390.0
屏東縣泰武鄉,2018,6,366.0
屏東縣滿州鄉,2018,6,246.0
屏東縣潮州鎮,2018,6,390.0
屏東縣牡丹鄉,2018,6,279.38
屏東縣獅子鄉,2018,6,326.09
屏東縣琉球鄉,2018,6,390.0
屏東縣瑪家鄉,2018,6,360.0
屏東縣竹田鄉,2018,6,380.0
屏東縣萬丹鄉,2018,6,390.0
屏東縣萬巒鄉,2018,6,380.0
屏東縣車城鄉,2018,6,250.0
屏東縣里港鄉,2018,6,280.0
屏東縣長治鄉,2018,6,360.0
屏東縣霧臺鄉,2018,6,330.0
屏東縣高樹鄉,2018,6,274.29
屏東縣鹽埔鄉,2018,6,335.0
屏東縣麟洛鄉,2018,6,360.0
彰化縣二林鎮,2018,6,570.0
彰化縣二水鄉,2018,6,405.0
彰化縣伸港鄉,2018,6,367.5
彰化縣北斗鎮,2018,6,495.0
彰化縣和美鎮,2018,6,412.5
彰化縣員林市,2018,6,450.0
彰化縣埔心鄉,2018,6,480.0
彰化縣埔鹽鄉,2018,6,502.5
彰化縣埤頭鄉,2018,6,552.0
彰化縣大城鄉,2018,6,530.0
彰化縣大村鄉,2018,6,465.0
彰化縣彰化市,2018,6,457.5
彰化縣永靖鄉,2018,6,495.0
彰化縣溪州鄉,2018,6,471.43
彰化縣溪湖鎮,2018,6,532.5
彰化縣田中鎮,2018,6,450.0
彰化縣田尾鄉,2018,6,495.0
彰化縣社頭鄉,2018,6,450.0
彰化縣福興鄉,2018,6,453.75
彰化縣秀水鄉,2018,6,480.0
彰化縣竹塘鄉,2018,6,547.5
彰化縣線西鄉,2018,6,360.0
彰化縣芬園鄉,2018,6,426.0
彰化縣花壇鄉,2018,6,472.5
彰化縣芳苑鄉,2018,6,544.62
彰化縣鹿港鎮,2018,6,385.0
新北市三峽區,2018,6,390.0
新北市三芝區,2018,6,306.0
新北市三重區,2018,6,390.0
新北市中和區,2018,6,375.0
新北市五股區,2018,6,430.0
新北市八里區,2018,6,390.0
新北市土城區,2018,6,390.0
新北市坪林區,2018,6,354.0
新北市平溪區,2018,6,348.75
新北市新店區,2018,6,396.0
新北市新莊區,2018,6,380.0
新北市板橋區,2018,6,375.0
新北市林口區,2018,6,375.0
新北市樹林區,2018,6,390.0
新北市永和區,2018,6,330.0
新北市汐止區,2018,6,287.14
新北市淡水區,2018,6,355.0
新北市深坑區,2018,6,360.0
新北市烏來區,2018,6,376.67
新北市瑞芳區,2018,6,360.0
新北市石碇區,2018,6,360.0
新北市石門區,2018,6,354.0
新北市萬里區,2018,6,390.0
新北市蘆洲區,2018,6,420.0
新北市貢寮區,2018,6,360.0
新北市金山區,2018,6,345.0
新北市雙溪區,2018,6,357.69
新北市鶯歌區,2018,6,420.0
新竹市北區,2018,6,405.0
新竹市東區,2018,6,405.0
新竹市香山區,2018,6,384.0
新竹縣五峰鄉,2018,6,367.5
新竹縣北埔鄉,2018,6,360.0
新竹縣寶山鄉,2018,6,365.0
新竹縣尖石鄉,2018,6,390.0
新竹縣峨眉鄉,2018,6,360.0
新竹縣新埔鎮,2018,6,390.0
新竹縣新豐鄉,2018,6,402.0
新竹縣橫山鄉,2018,6,365.0
新竹縣湖口鄉,2018,6,390.0
新竹縣竹北市,2018,6,390.0
新竹縣竹東鎮,2018,6,365.0
新竹縣芎林鄉,2018,6,360.0
新竹縣關西鎮,2018,6,387.69
桃園市中壢區,2018,6,375.0
桃園市八德區,2018,6,405.0
桃園市大園區,2018,6,420.0
桃園市大溪區,2018,6,392.73
桃園市平鎮區,2018,6,378.0
桃園市復興區,2018,6,390.0
桃園市新屋區,2018,6,454.29
桃園市桃園區,2018,6,420.0
桃園市楊梅區,2018,6,396.67
桃園市蘆竹區,2018,6,394.29
桃園市觀音區,2018,6,477.0
桃園市龍潭區,2018,6,412.5
桃園市龜山區,2018,6,402.0
臺中市北屯區,2018,6,420.0
臺中市南屯區,2018,6,420.0
臺中市后里區,2018,6,420.0
臺中市外埔區,2018,6,420.0
臺中市大安區,2018,6,420.0
臺中市大甲區,2018,6,420.0
臺中市大肚區,2018,6,427.5
臺中市大里區,2018,6,366.0
臺中市大雅區,2018,6,420.0
臺中市太平區,2018,6,401.25
臺中市新社區,2018,6,420.0
臺中市東勢區,2018,6,420.0
臺中市東區,2018,6,390.0
臺中市梧棲區,2018,6,420.0
臺中市沙鹿區,2018,6,420.0
臺中市清水區,2018,6,420.0
臺中市潭子區,2018,6,420.0
臺中市烏日區,2018,6,410.0
臺中市石岡區,2018,6,420.0
臺中市神岡區,2018,6,420.0
臺中市西區,2018,6,420.0
臺中市西屯區,2018,6,420.0
臺中市豐原區,2018,6,420.0
臺中市霧峰區,2018,6,405.0
臺中市龍井區,2018,6,412.5
臺北市中山區,2018,6,360.0
臺北市中正區,2018,6,360.0
臺北市信義區,2018,6,390.0
臺北市內湖區,2018,6,375.0
臺北市北投區,2018,6,385.0
臺北市南港區,2018,6,345.0
臺北市士林區,2018,6,380.0
臺北市文山區,2018,6,390.0
臺北市松山區,2018,6,390.0
臺北市萬華區,2018,6,390.0
臺南市七股區,2018,6,400.71
臺南市下營區,2018,6,470.0
臺南市中西區,2018,6,390.0
臺南市仁德區,2018,6,390.0
臺南市佳里區,2018,6,405.0
臺南市六甲區,2018,6,450.0
臺南市北區,2018,6,390.0
臺南市北門區,2018,6,442.5
臺南市南化區,2018,6,366.0
臺南市南區,2018,6,390.0
臺南市善化區,2018,6,370.0
臺南市大內區,2018,6,390.0
臺南市學甲區,2018,6,440.0
臺南市安南區,2018,6,405.0
臺南市安定區,2018,6,400.0
臺南市官田區,2018,6,416.25
臺南市將軍區,2018,6,420.0
臺南市山上區,2018,6,375.0
臺南市左鎮區,2018,6,355.71
臺南市後壁區,2018,6,484.29
臺南市新化區,2018,6,390.0
臺南市新市區,2018,6,375.0
臺南市新營區,2018,6,510.0
臺南市東區,2018,6,390.0
臺南市東山區,2018,6,462.0
臺南市柳營區,2018,6,488.57
臺南市楠西區,2018,6,400.91
臺南市歸仁區,2018,6,390.0
臺南市永康區,2018,6,397.5
臺南市玉井區,2018,6,377.14
臺南市白河區,2018,6,443.08
臺南市西港區,2018,6,390.0
臺南市關廟區,2018,6,378.0
臺南市鹽水區,2018,6,486.0
臺南市麻豆區,2018,6,397.5
臺南市龍崎區,2018,6,360.0
臺東縣卑南鄉,2018,6,276.82
臺東縣大武鄉,2018,6,330.0
臺東縣太麻里鄉,2018,6,311.25
臺東縣延平鄉,2018,6,274.29
臺東縣成功鎮,2018,6,270.0
臺東縣東河鄉,2018,6,270.0
臺東縣池上鄉,2018,6,270.0
臺東縣海端鄉,2018,6,270.0
臺東縣綠島鄉,2018,6,270.0
臺東縣臺東市,2018,6,270.0
臺東縣蘭嶼鄉,2018,6,240.0
臺東縣達仁鄉,2018,6,337.5
臺東縣金峰鄉,2018,6,327.27
臺東縣長濱鄉,2018,6,270.0
臺東縣關山鎮,2018,6,270.0
臺東縣鹿野鄉,2018,6,270.0
花蓮縣光復鄉,2018,6,260.0
花蓮縣卓溪鄉,2018,6,293.08
花蓮縣吉安鄉,2018,6,150.0
花蓮縣壽豐鄉,2018,6,155.0
花蓮縣富里鄉,2018,6,270.0
花蓮縣新城鄉,2018,6,150.0
花蓮縣玉里鎮,2018,6,285.0
花蓮縣瑞穗鄉,2018,6,288.46
花蓮縣秀林鄉,2018,6,191.54
花蓮縣花蓮市,2018,6,150.0
花蓮縣萬榮鄉,2018,6,273.0
花蓮縣豐濱鄉,2018,6,232.94
花蓮縣鳳林鎮,2018,6,195.0
苗栗縣三灣鄉,2018,6,367.5
苗栗縣三義鄉,2018,6,420.0
苗栗縣公館鄉,2018,6,522.86
苗栗縣卓蘭鎮,2018,6,420.0
苗栗縣南庄鄉,2018,6,390.0
苗栗縣大湖鄉,2018,6,430.0
苗栗縣後龍鎮,2018,6,503.33
苗栗縣泰安鄉,2018,6,450.0
苗栗縣獅潭鄉,2018,6,471.43
苗栗縣竹南鎮,2018,6,322.5
苗栗縣苑裡鎮,2018,6,426.0
苗栗縣苗栗市,2018,6,570.0
苗栗縣西湖鄉,2018,6,540.0
苗栗縣通霄鎮,2018,6,463.64
苗栗縣造橋鄉,2018,6,450.0
苗栗縣銅鑼鄉,2018,6,461.25
苗栗縣頭份市,2018,6,330.0
苗栗縣頭屋鄉,2018,6,532.5
雲林縣二崙鄉,2018,6,558.0
雲林縣元長鄉,2018,6,516.0
雲林縣北港鎮,2018,6,510.0
雲林縣口湖鄉,2018,6,473.33
雲林縣古坑鄉,2018,6,450.0
雲林縣四湖鄉,2018,6,490.0
雲林縣土庫鎮,2018,6,546.0
雲林縣大埤鄉,2018,6,500.0
雲林縣崙背鄉,2018,6,570.0
雲林縣斗六市,2018,6,459.0
雲林縣斗南鎮,2018,6,492.0
雲林縣東勢鄉,2018,6,504.0
雲林縣林內鄉,2018,6,405.0
雲林縣水林鄉,2018,6,480.0
雲林縣臺西鄉,2018,6,490.0
雲林縣莿桐鄉,2018,6,468.0
雲林縣虎尾鎮,2018,6,527.14
雲林縣褒忠鄉,2018,6,560.0
雲林縣西螺鎮,2018,6,510.0
雲林縣麥寮鄉,2018,6,517.5
高雄市三民區,2018,6,360.0
高雄市仁武區,2018,6,380.0
高雄市內門區,2018,6,277.5
高雄市六龜區,2018,6,297.69
高雄市前金區,2018,6,360.0
高雄市前鎮區,2018,6,290.0
高雄市大寮區,2018,6,381.43
高雄市大樹區,2018,6,360.0
高雄市大社區,2018,6,375.0
高雄市小港區,2018,6,348.0
高雄市岡山區,2018,6,408.0
高雄市左營區,2018,6,360.0
高雄市彌陀區,2018,6,390.0
高雄市旗山區,2018,6,250.91
高雄市旗津區,2018,6,300.0
高雄市杉林區,2018,6,270.0
高雄市林園區,2018,6,430.0
高雄市桃源區,2018,6,345.0
高雄市梓官區,2018,6,420.0
高雄市楠梓區,2018,6,390.0
高雄市橋頭區,2018,6,450.0
高雄市永安區,2018,6,390.0
高雄市湖內區,2018,6,390.0
高雄市燕巢區,2018,6,385.71
高雄市田寮區,2018,6,356.25
高雄市甲仙區,2018,6,355.71
高雄市美濃區,2018,6,219.0
高雄市苓雅區,2018,6,300.0
高雄市茂林區,2018,6,300.0
高雄市茄萣區,2018,6,390.0
高雄市路竹區,2018,6,390.0
高雄市阿蓮區,2018,6,390.0
高雄市鳥松區,2018,6,360.0
高雄市鳳山區,2018,6,345.0
高雄市鼓山區,2018,6,360.0
南投縣中寮鄉,2018,7,450.0
南投縣仁愛鄉,2018,7,525.0
南投縣信義鄉,2018,7,465.0
南投縣南投市,2018,7,450.0
南投縣名間鄉,2018,7,435.0
南投縣國姓鄉,2018,7,490.0
南投縣埔里鎮,2018,7,533.57
南投縣水里鄉,2018,7,460.0
南投縣竹山鎮,2018,7,411.43
南投縣草屯鎮,2018,7,453.75
南投縣集集鎮,2018,7,440.0
南投縣魚池鄉,2018,7,497.14
南投縣鹿谷鄉,2018,7,420.0
嘉義市東區,2018,7,360.0
嘉義市西區,2018,7,360.0
嘉義縣中埔鄉,2018,7,381.0
嘉義縣六腳鄉,2018,7,435.0
嘉義縣大埔鄉,2018,7,388.0
嘉義縣大林鎮,2018,7,440.0
嘉義縣太保市,2018,7,415.71
嘉義縣布袋鎮,2018,7,420.0
嘉義縣新港鄉,2018,7,475.0
嘉義縣朴子市,2018,7,420.0
嘉義縣東石鄉,2018,7,420.0
嘉義縣梅山鄉,2018,7,425.0
嘉義縣民雄鄉,2018,7,420.0
嘉義縣水上鄉,2018,7,378.0
嘉義縣溪口鄉,2018,7,465.0
嘉義縣番路鄉,2018,7,397.5
嘉義縣竹崎鄉,2018,7,393.75
嘉義縣義竹鄉,2018,7,443.33
嘉義縣鹿草鄉,2018,7,425.0
基隆市七堵區,2018,7,305.0
基隆市仁愛區,2018,7,300.0
基隆市信義區,2018,7,300.0
基隆市安樂區,2018,7,345.0
基隆市暖暖區,2018,7,300.0
宜蘭縣三星鄉,2018,7,293.33
宜蘭縣五結鄉,2018,7,315.0
宜蘭縣冬山鄉,2018,7,337.5
宜蘭縣南澳鄉,2018,7,326.09
宜蘭縣員山鄉,2018,7,288.0
宜蘭縣壯圍鄉,2018,7,270.0
宜蘭縣大同鄉,2018,7,330.0
宜蘭縣宜蘭市,2018,7,255.0
宜蘭縣礁溪鄉,2018,7,273.75
宜蘭縣蘇澳鎮,2018,7,333.0
宜蘭縣頭城鎮,2018,7,317.14
屏東縣三地門鄉,2018,7,286.15
屏東縣九如鄉,2018,7,337.5
屏東縣佳冬鄉,2018,7,390.0
屏東縣來義鄉,2018,7,386.25
屏東縣內埔鄉,2018,7,356.25
屏東縣南州鄉,2018,7,390.0
屏東縣屏東市,2018,7,360.0
屏東縣崁頂鄉,2018,7,390.0
屏東縣恆春鎮,2018,7,210.0
屏東縣新園鄉,2018,7,420.0
屏東縣新埤鄉,2018,7,402.86
屏東縣春日鄉,2018,7,370.91
屏東縣東港鎮,2018,7,390.0
屏東縣枋寮鄉,2018,7,384.0
屏東縣枋山鄉,2018,7,337.5
屏東縣林邊鄉,2018,7,390.0
屏東縣泰武鄉,2018,7,384.0
屏東縣滿州鄉,2018,7,214.0
屏東縣潮州鎮,2018,7,410.0
屏東縣牡丹鄉,2018,7,251.25
屏東縣獅子鄉,2018,7,311.74
屏東縣琉球鄉,2018,7,360.0
屏東縣瑪家鄉,2018,7,348.0
屏東縣竹田鄉,2018,7,390.0
屏東縣萬丹鄉,2018,7,410.0
屏東縣萬巒鄉,2018,7,390.0
屏東縣車城鄉,2018,7,215.0
屏東縣里港鄉,2018,7,250.0
屏東縣長治鄉,2018,7,360.0
屏東縣霧臺鄉,2018,7,300.0
屏東縣高樹鄉,2018,7,244.29
屏東縣鹽埔鄉,2018,7,315.0
屏東縣麟洛鄉,2018,7,360.0
彰化縣二林鎮,2018,7,588.75
彰化縣二水鄉,2018,7,427.5
彰化縣伸港鄉,2018,7,390.0
彰化縣北斗鎮,2018,7,495.0
彰化縣和美鎮,2018,7,442.5
彰化縣員林市,2018,7,465.0
彰化縣埔心鄉,2018,7,480.0
彰化縣埔鹽鄉,2018,7,525.0
彰化縣埤頭鄉,2018,7,570.0
彰化縣大城鄉,2018,7,523.33
彰化縣大村鄉,2018,7,472.5
彰化縣彰化市,2018,7,480.0
彰化縣永靖鄉,2018,7,495.0
彰化縣溪州鄉,2018,7,471.43
彰化縣溪湖鎮,2018,7,547.5
彰化縣田中鎮,2018,7,450.0
彰化縣田尾鄉,2018,7,495.0
彰化縣社頭鄉,2018,7,457.5
彰化縣福興鄉,2018,7,476.25
彰化縣秀水鄉,2018,7,480.0
彰化縣竹塘鄉,2018,7,547.5
彰化縣線西鄉,2018,7,370.0
彰化縣芬園鄉,2018,7,456.0
彰化縣花壇鄉,2018,7,480.0
彰化縣芳苑鄉,2018,7,558.46
彰化縣鹿港鎮,2018,7,400.0
新北市三峽區,2018,7,349.29
新北市三芝區,2018,7,276.0
新北市三重區,2018,7,330.0
新北市中和區,2018,7,330.0
新北市五股區,2018,7,370.0
新北市八里區,2018,7,337.5
新北市土城區,2018,7,330.0
新北市坪林區,2018,7,324.0
新北市平溪區,2018,7,311.25
新北市新店區,2018,7,333.0
新北市新莊區,2018,7,330.0
新北市板橋區,2018,7,315.0
新北市林口區,2018,7,335.0
新北市樹林區,2018,7,340.0
新北市永和區,2018,7,300.0
新北市汐止區,2018,7,282.86
新北市淡水區,2018,7,310.0
新北市深坑區,2018,7,330.0
新北市烏來區,2018,7,326.67
新北市瑞芳區,2018,7,305.0
新北市石碇區,2018,7,320.77
新北市石門區,2018,7,306.0
新北市萬里區,2018,7,350.0
新北市蘆洲區,2018,7,360.0
新北市貢寮區,2018,7,330.0
新北市金山區,2018,7,315.0
新北市雙溪區,2018,7,327.69
新北市鶯歌區,2018,7,390.0
新竹市北區,2018,7,420.0
新竹市東區,2018,7,420.0
新竹市香山區,2018,7,396.0
新竹縣五峰鄉,2018,7,405.0
新竹縣北埔鄉,2018,7,420.0
新竹縣寶山鄉,2018,7,395.0
新竹縣尖石鄉,2018,7,390.0
新竹縣峨眉鄉,2018,7,396.0
新竹縣新埔鎮,2018,7,390.0
新竹縣新豐鄉,2018,7,390.0
新竹縣橫山鄉,2018,7,415.0
新竹縣湖口鄉,2018,7,390.0
新竹縣竹北市,2018,7,420.0
新竹縣竹東鎮,2018,7,420.0
新竹縣芎林鄉,2018,7,420.0
新竹縣關西鎮,2018,7,394.62
桃園市中壢區,2018,7,345.0
桃園市八德區,2018,7,375.0
桃園市大園區,2018,7,393.75
桃園市大溪區,2018,7,368.18
桃園市平鎮區,2018,7,348.0
桃園市復興區,2018,7,364.29
桃園市新屋區,2018,7,432.86
桃園市桃園區,2018,7,420.0
桃園市楊梅區,2018,7,386.67
桃園市蘆竹區,2018,7,372.86
桃園市觀音區,2018,7,462.0
桃園市龍潭區,2018,7,390.0
桃園市龜山區,2018,7,366.0
臺中市北屯區,2018,7,490.0
臺中市南屯區,2018,7,480.0
臺中市后里區,2018,7,495.0
臺中市外埔區,2018,7,474.0
臺中市大安區,2018,7,480.0
臺中市大甲區,2018,7,480.0
臺中市大肚區,2018,7,472.5
臺中市大里區,2018,7,420.0
臺中市大雅區,2018,7,480.0
臺中市太平區,2018,7,450.0
臺中市新社區,2018,7,498.0
臺中市東勢區,2018,7,492.86
臺中市東區,2018,7,450.0
臺中市梧棲區,2018,7,450.0
臺中市沙鹿區,2018,7,450.0
臺中市清水區,2018,7,460.0
臺中市潭子區,2018,7,495.0
臺中市烏日區,2018,7,460.0
臺中市石岡區,2018,7,510.0
臺中市神岡區,2018,7,500.0
