region,year,month,case_c,pop_total,case_per_capita(‰)
中彰投,2016,1,10756,315811,34.058
中彰投,2016,2,13366,315811,42.323
中彰投,2016,3,12392,315811,39.239
中彰投,2016,4,9635,315811,30.509
中彰投,2016,5,8121,314979,25.783
中彰投,2016,6,6361,311201,20.44
中彰投,2016,7,6051,312146,19.385
中彰投,2016,8,7026,314044,22.373
中彰投,2016,9,6929,312177,22.196
中彰投,2016,10,7548,313285,24.093
中彰投,2016,11,8603,313114,27.476
中彰投,2016,12,9783,314914,31.066
中彰投,2017,1,9721,311467,31.21
中彰投,2017,2,9837,312851,31.443
中彰投,2017,3,10139,312851,32.408
中彰投,2017,4,8966,311264,28.805
中彰投,2017,5,8147,311467,26.157
中彰投,2017,6,7054,308224,22.886
中彰投,2017,7,7387,308789,23.922
中彰投,2017,8,6272,308902,20.304
中彰投,2017,9,6532,307786,21.223
中彰投,2017,10,7695,310228,24.804
中彰投,2017,11,8507,312851,27.192
中彰投,2017,12,10738,312851,34.323
中彰投,2018,1,11619,348711,33.32
中彰投,2018,2,10829,347682,31.146
中彰投,2018,3,11639,347748,33.47
中彰投,2018,4,9414,347983,27.053
中彰投,2018,5,7600,341316,22.267
中彰投,2018,6,6195,343616,18.029
中彰投,2018,7,6751,344114,19.618
中彰投,2018,8,7090,340588,20.817
中彰投,2018,9,7324,341410,21.452
中彰投,2018,10,8357,345892,24.161
中彰投,2018,11,8223,344544,23.866
中彰投,2018,12,10498,345777,30.361
中彰投,2019,1,11618,346619,33.518
中彰投,2019,2,10244,347639,29.467
中彰投,2019,3,10372,345507,30.02
中彰投,2019,4,9298,345876,26.882
中彰投,2019,5,8413,347770,24.191
中彰投,2019,6,7176,341244,21.029
中彰投,2019,7,6819,341302,19.979
中彰投,2019,8,6879,344305,19.979
中彰投,2019,9,7576,342611,22.113
中彰投,2019,10,8631,347639,24.827
中彰投,2019,11,9401,345417,27.216
中彰投,2019,12,11044,345704,31.946
北北基桃竹苗,2016,1,28627,835202,34.276
北北基桃竹苗,2016,2,34426,835274,41.215
北北基桃竹苗,2016,3,32042,834717,38.387
北北基桃竹苗,2016,4,24990,834998,29.928
北北基桃竹苗,2016,5,21517,834087,25.797
北北基桃竹苗,2016,6,17406,831499,20.933
北北基桃竹苗,2016,7,16404,831555,19.727
