region,year,month,case_c,pop_total,case_per_capita(‰)
北北基桃竹苗,2016,8,18447,832580,22.156
北北基桃竹苗,2016,9,17641,831032,21.228
北北基桃竹苗,2016,10,19241,833082,23.096
北北基桃竹苗,2016,11,24012,833567,28.806
北北基桃竹苗,2016,12,26600,834087,31.891
北北基桃竹苗,2017,1,26091,831785,31.367
北北基桃竹苗,2017,2,26490,831862,31.844
北北基桃竹苗,2017,3,27358,832532,32.861
北北基桃竹苗,2017,4,24532,829541,29.573
北北基桃竹苗,2017,5,23240,830523,27.982
北北基桃竹苗,2017,6,19959,829120,24.073
北北基桃竹苗,2017,7,19654,828038,23.736
北北基桃竹苗,2017,8,16323,829301,19.683
北北基桃竹苗,2017,9,17682,828607,21.339
北北基桃竹苗,2017,10,20579,828564,24.837
北北基桃竹苗,2017,11,23933,830576,28.815
北北基桃竹苗,2017,12,30453,832341,36.587
北北基桃竹苗,2018,1,31827,913909,34.825
北北基桃竹苗,2018,2,28791,915569,31.446
北北基桃竹苗,2018,3,31724,917504,34.576
北北基桃竹苗,2018,4,26379,916615,28.779
北北基桃竹苗,2018,5,21536,914299,23.555
北北基桃竹苗,2018,6,18362,912472,20.123
北北基桃竹苗,2018,7,17928,912472,19.648
北北基桃竹苗,2018,8,19487,913598,21.33
北北基桃竹苗,2018,9,20899,915490,22.828
北北基桃竹苗,2018,10,24436,915124,26.702
北北基桃竹苗,2018,11,23570,915585,25.743
北北基桃竹苗,2018,12,28663,915287,31.316
北北基桃竹苗,2019,1,32776,919694,35.638
北北基桃竹苗,2019,2,28230,919021,30.717
北北基桃竹苗,2019,3,29294,919667,31.853
北北基桃竹苗,2019,4,26396,918503,28.738
北北基桃竹苗,2019,5,24661,915441,26.939
北北基桃竹苗,2019,6,21154,915235,23.113
北北基桃竹苗,2019,7,19883,915965,21.707
北北基桃竹苗,2019,8,19032,911436,20.881
北北基桃竹苗,2019,9,20874,915939,22.79
北北基桃竹苗,2019,10,24969,918209,27.193
北北基桃竹苗,2019,11,26367,917522,28.737
北北基桃竹苗,2019,12,30751,917024,33.533
宜花東,2016,1,1490,58912,25.292
宜花東,2016,2,1848,59639,30.986
宜花東,2016,3,1787,59193,30.189
宜花東,2016,4,1253,57264,21.881
宜花東,2016,5,1086,55825,19.454
宜花東,2016,6,959,53607,17.889
宜花東,2016,7,832,54467,15.275
宜花東,2016,8,889,52891,16.808
宜花東,2016,9,930,52942,17.566
宜花東,2016,10,933,54467,17.13
宜花東,2016,11,1204,56818,21.19
宜花東,2016,12,1337,58448,22.875
宜花東,2017,1,1275,55249,23.077
宜花東,2017,2,1372,56782,24.163
宜花東,2017,3,1338,55180,24.248
宜花東,2017,4,1251,57114,21.904
宜花東,2017,5,1173,56226,20.862
宜花東,2017,6,1110,54938,20.205
宜花東,2017,7,977,53906,18.124
宜花東,2017,8,803,51813,15.498
宜花東,2017,9,847,55376,15.295
宜花東,2017,10,1011,56298,17.958
宜花東,2017,11,1133,54955,20.617
宜花東,2017,12,1592,58074,27.413
宜花東,2018,1,1659,67380,24.622
宜花東,2018,2,1447,64956,22.277
宜花東,2018,3,1559,66222,23.542
宜花東,2018,4,1285,64479,19.929
宜花東,2018,5,1144,64517,17.732
宜花東,2018,6,940,63251,14.861
宜花東,2018,7,899,59588,15.087
宜花東,2018,8,928,63542,14.605
宜花東,2018,9,967,62118,15.567
宜花東,2018,10,1124,64656,17.384
宜花東,2018,11,1068,63213,16.895
宜花東,2018,12,1460,65211,22.389
宜花東,2019,1,1434,65249,21.977
宜花東,2019,2,1342,65819,20.389
宜花東,2019,3,1375,63995,21.486
宜花東,2019,4,1221,65722,18.578
宜花東,2019,5,1183,63995,18.486
宜花東,2019,6,1025,60544,16.93
宜花東,2019,7,967,62866,15.382
宜花東,2019,8,982,65800,14.924
宜花東,2019,9,994,64224,15.477
宜花東,2019,10,1144,65203,17.545
宜花東,2019,11,1144,61183,18.698
宜花東,2019,12,1495,64929,23.025
雲嘉南,2016,1,6510,208461,31.229
雲嘉南,2016,2,8015,208774,38.391
雲嘉南,2016,3,7720,209569,36.838
雲嘉南,2016,4,5593,203837,27.439
雲嘉南,2016,5,4663,201297,23.165
雲嘉南,2016,6,3764,196157,19.189
雲嘉南,2016,7,3794,198029,19.159
雲嘉南,2016,8,4184,199027,21.022
雲嘉南,2016,9,3992,201538,19.808
雲嘉南,2016,10,4448,199858,22.256
雲嘉南,2016,11,5333,206806,25.787
雲嘉南,2016,12,6123,209527,29.223
雲嘉南,2017,1,6153,205613,29.925
雲嘉南,2017,2,6304,204262,30.862
雲嘉南,2017,3,6128,203850,30.061
雲嘉南,2017,4,5005,200280,24.99
雲嘉南,2017,5,4677,199951,23.391
雲嘉南,2017,6,4266,200975,21.227
雲嘉南,2017,7,4194,195870,21.412
雲嘉南,2017,8,3700,192512,19.22
雲嘉南,2017,9,3822,196033,19.497
雲嘉南,2017,10,4419,197490,22.376
雲嘉南,2017,11,4912,197843,24.828
雲嘉南,2017,12,6653,203377,32.713
雲嘉南,2018,1,7185,232672,30.88
雲嘉南,2018,2,6541,237270,27.568
雲嘉南,2018,3,7069,235731,29.988
雲嘉南,2018,4,5658,232799,24.304
雲嘉南,2018,5,4333,230246,18.819
雲嘉南,2018,6,3706,222609,16.648
雲嘉南,2018,7,3857,224014,17.218
雲嘉南,2018,8,4229,224295,18.855
雲嘉南,2018,9,4542,229837,19.762
雲嘉南,2018,10,4854,225226,21.552
雲嘉南,2018,11,5054,229637,22.009
雲嘉南,2018,12,6218,232533,26.74
雲嘉南,2019,1,7006,233764,29.97
雲嘉南,2019,2,5684,225006,25.262
雲嘉南,2019,3,6025,232497,25.914
雲嘉南,2019,4,5274,228400,23.091
雲嘉南,2019,5,4613,220455,20.925
雲嘉南,2019,6,4193,224163,18.705
雲嘉南,2019,7,4262,224151,19.014
雲嘉南,2019,8,4058,216954,18.704
雲嘉南,2019,9,4535,217760,20.826
雲嘉南,2019,10,4930,228882,21.539
雲嘉南,2019,11,5486,230542,23.796
雲嘉南,2019,12,6596,232557,28.363
高屏,2016,1,5906,239380,24.672
高屏,2016,2,7119,239629,29.708
高屏,2016,3,6782,240344,28.218
高屏,2016,4,4925,235920,20.876
高屏,2016,5,4177,232756,17.946
高屏,2016,6,3650,234842,15.542
高屏,2016,7,3567,234147,15.234
高屏,2016,8,4019,233629,17.202
高屏,2016,9,3846,234628,16.392
高屏,2016,10,4214,234044,18.005
高屏,2016,11,4982,239102,20.836
高屏,2016,12,5868,238665,24.587
高屏,2017,1,5941,235741,25.201
高屏,2017,2,6040,236398,25.55
高屏,2017,3,5647,232937,24.243
高屏,2017,4,4703,233258,20.162
高屏,2017,5,4433,232426,19.073
高屏,2017,6,4233,230866,18.335
高屏,2017,7,4342,231526,18.754
高屏,2017,8,3866,233122,16.584
高屏,2017,9,4018,233258,17.226
高屏,2017,10,4473,233888,19.125
高屏,2017,11,5215,235194,22.173
高屏,2017,12,6636,235973,28.122
高屏,2018,1,6917,271011,25.523
高屏,2018,2,6479,270037,23.993
高屏,2018,3,6562,270293,24.277
高屏,2018,4,5251,265266,19.795
高屏,2018,5,4227,264436,15.985
高屏,2018,6,3703,259981,14.243
高屏,2018,7,4250,267082,15.913
高屏,2018,8,4441,264746,16.775
高屏,2018,9,4675,263923,17.713
高屏,2018,10,5078,268453,18.916
高屏,2018,11,5270,269351,19.566
高屏,2018,12,6361,266669,23.854
高屏,2019,1,7196,269589,26.692
高屏,2019,2,5645,265244,21.282
高屏,2019,3,5598,264906,21.132
高屏,2019,4,5145,264035,19.486
高屏,2019,5,4799,262343,18.293
高屏,2019,6,4215,261316,16.13
高屏,2019,7,4473,264367,16.92
高屏,2019,8,4311,264782,16.281
高屏,2019,9,4760,264091,18.024
高屏,2019,10,5028,265783,18.918
高屏,2019,11,5652,266208,21.232
高屏,2019,12,6843,265923,25.733
