region,year,month,case_c,pop_total,case_per_capita(‰)
宜花東,2018,6,322,57952,5.556
宜花東,2018,7,288,55726,5.168
宜花東,2018,8,248,53163,4.665
宜花東,2018,9,253,54674,4.627
宜花東,2018,10,325,59201,5.49
宜花東,2018,11,285,53186,5.359
宜花東,2018,12,332,60712,5.468
宜花東,2019,1,364,56980,6.388
宜花東,2019,2,380,58571,6.488
宜花東,2019,3,406,59362,6.839
宜花東,2019,4,409,58283,7.017
宜花東,2019,5,374,59097,6.329
宜花東,2019,6,344,58716,5.859
宜花東,2019,7,380,60455,6.286
宜花東,2019,8,382,59097,6.464
宜花東,2019,9,340,58950,5.768
宜花東,2019,10,399,58950,6.768
宜花東,2019,11,321,58283,5.508
宜花東,2019,12,368,58950,6.243
雲嘉南,2016,1,965,172093,5.607
雲嘉南,2016,2,1571,188874,8.318
雲嘉南,2016,3,1542,196495,7.848
雲嘉南,2016,4,1114,182049,6.119
雲嘉南,2016,5,1000,172803,5.787
雲嘉南,2016,6,728,159364,4.568
雲嘉南,2016,7,738,157089,4.698
雲嘉南,2016,8,795,174146,4.565
雲嘉南,2016,9,641,156528,4.095
雲嘉南,2016,10,826,170023,4.858
雲嘉南,2016,11,880,169919,5.179
雲嘉南,2016,12,895,176009,5.085
雲嘉南,2017,1,993,180278,5.508
雲嘉南,2017,2,968,169848,5.699
雲嘉南,2017,3,1047,179358,5.837
雲嘉南,2017,4,954,170551,5.594
雲嘉南,2017,5,986,172679,5.71
雲嘉南,2017,6,939,177640,5.286
雲嘉南,2017,7,1037,180662,5.74
雲嘉南,2017,8,945,178958,5.281
雲嘉南,2017,9,784,163300,4.801
雲嘉南,2017,10,803,165979,4.838
雲嘉南,2017,11,882,173011,5.098
雲嘉南,2017,12,922,166188,5.548
雲嘉南,2018,1,1242,205966,6.03
雲嘉南,2018,2,1177,194597,6.048
雲嘉南,2018,3,1254,208408,6.017
雲嘉南,2018,4,1002,198930,5.037
雲嘉南,2018,5,979,196500,4.982
雲嘉南,2018,6,714,184794,3.864
雲嘉南,2018,7,847,180232,4.699
雲嘉南,2018,8,841,178427,4.713
雲嘉南,2018,9,836,190448,4.39
雲嘉南,2018,10,900,200566,4.487
雲嘉南,2018,11,825,187069,4.41
雲嘉南,2018,12,937,190783,4.911
雲嘉南,2019,1,1098,190628,5.76
雲嘉南,2019,2,1092,197502,5.529
雲嘉南,2019,3,1134,201722,5.622
雲嘉南,2019,4,1114,198302,5.618
雲嘉南,2019,5,1117,201361,5.547
雲嘉南,2019,6,1084,200577,5.404
雲嘉南,2019,7,1068,201834,5.291
雲嘉南,2019,8,1050,197034,5.329
雲嘉南,2019,9,1012,193967,5.217
雲嘉南,2019,10,1025,193170,5.306
雲嘉南,2019,11,1010,198492,5.088
雲嘉南,2019,12,1061,195082,5.439
高屏,2016,1,707,198229,3.567
高屏,2016,2,994,215313,4.617
高屏,2016,3,1065,223271,4.77
高屏,2016,4,749,205978,3.636
高屏,2016,5,604,197644,3.056
高屏,2016,6,621,202549,3.066
高屏,2016,7,575,199924,2.876
高屏,2016,8,615,201974,3.045
高屏,2016,9,565,197506,2.861
高屏,2016,10,554,193068,2.869
高屏,2016,11,664,197934,3.355
高屏,2016,12,659,194763,3.384
高屏,2017,1,694,202622,3.425
高屏,2017,2,667,194295,3.433
高屏,2017,3,665,198545,3.349
高屏,2017,4,643,197620,3.254
高屏,2017,5,688,198431,3.467
高屏,2017,6,740,194108,3.812
高屏,2017,7,750,209044,3.588
高屏,2017,8,630,197620,3.188
高屏,2017,9,608,191847,3.169
高屏,2017,10,562,187904,2.991
高屏,2017,11,600,183115,3.277
高屏,2017,12,723,199668,3.621
高屏,2018,1,795,230636,3.447
高屏,2018,2,806,224301,3.593
高屏,2018,3,886,238147,3.72
高屏,2018,4,747,221011,3.38
高屏,2018,5,705,225978,3.12
高屏,2018,6,603,213084,2.83
高屏,2018,7,673,224494,2.998
高屏,2018,8,677,222795,3.039
高屏,2018,9,729,230136,3.168
高屏,2018,10,666,217643,3.06
高屏,2018,11,633,221793,2.854
高屏,2018,12,760,221705,3.428
高屏,2019,1,844,225153,3.749
高屏,2019,2,780,225198,3.464
高屏,2019,3,752,219181,3.431
高屏,2019,4,825,236220,3.493
高屏,2019,5,768,222796,3.447
高屏,2019,6,716,221201,3.237
高屏,2019,7,810,229831,3.524
高屏,2019,8,866,232461,3.725
高屏,2019,9,782,225259,3.472
高屏,2019,10,754,224127,3.364
高屏,2019,11,734,223002,3.291
高屏,2019,12,731,223254,3.274
