region,year,month,case_c,pop_total,case_per_capita(‰)
北北基桃竹苗,2017,3,17616,832480,21.161
北北基桃竹苗,2017,4,16599,832504,19.939
北北基桃竹苗,2017,5,16297,831793,19.593
北北基桃竹苗,2017,6,15173,830137,18.278
北北基桃竹苗,2017,7,14671,829376,17.689
北北基桃竹苗,2017,8,13680,830040,16.481
北北基桃竹苗,2017,9,13946,828313,16.837
北北基桃竹苗,2017,10,15437,830892,18.579
北北基桃竹苗,2017,11,16491,831069,19.843
北北基桃竹苗,2017,12,18816,829803,22.675
北北基桃竹苗,2018,1,18503,916730,20.184
北北基桃竹苗,2018,2,16403,914334,17.94
北北基桃竹苗,2018,3,19052,915897,20.801
北北基桃竹苗,2018,4,17243,915169,18.841
北北基桃竹苗,2018,5,15925,915029,17.404
北北基桃竹苗,2018,6,14130,912757,15.481
北北基桃竹苗,2018,7,14433,913972,15.792
北北基桃竹苗,2018,8,14598,914512,15.963
北北基桃竹苗,2018,9,14446,914804,15.791
北北基桃竹苗,2018,10,17347,915539,18.947
北北基桃竹苗,2018,11,16731,915898,18.267
北北基桃竹苗,2018,12,18634,915640,20.351
北北基桃竹苗,2019,1,20769,916650,22.658
北北基桃竹苗,2019,2,16344,914669,17.869
北北基桃竹苗,2019,3,18569,916209,20.267
北北基桃竹苗,2019,4,17776,914715,19.433
北北基桃竹苗,2019,5,17062,916374,18.619
北北基桃竹苗,2019,6,15399,912602,16.874
北北基桃竹苗,2019,7,15789,918166,17.196
北北基桃竹苗,2019,8,14857,916483,16.211
北北基桃竹苗,2019,9,15386,915177,16.812
北北基桃竹苗,2019,10,17785,916633,19.403
北北基桃竹苗,2019,11,17973,918742,19.563
北北基桃竹苗,2019,12,19085,916150,20.832
宜花東,2016,1,1188,59618,19.927
宜花東,2016,2,1179,59665,19.76
宜花東,2016,3,1308,59935,21.824
宜花東,2016,4,1091,59564,18.316
宜花東,2016,5,1078,60459,17.83
宜花東,2016,6,934,57393,16.274
宜花東,2016,7,955,58460,16.336
宜花東,2016,8,1010,58837,17.166
宜花東,2016,9,951,59034,16.109
宜花東,2016,10,987,59293,16.646
宜花東,2016,11,1151,59369,19.387
宜花東,2016,12,1203,58565,20.541
宜花東,2017,1,1141,56176,20.311
宜花東,2017,2,1075,57150,18.81
宜花東,2017,3,1172,58063,20.185
宜花東,2017,4,1170,57756,20.258
宜花東,2017,5,1140,58063,19.634
宜花東,2017,6,1043,56112,18.588
宜花東,2017,7,1000,56475,17.707
宜花東,2017,8,912,56523,16.135
宜花東,2017,9,892,56176,15.879
宜花東,2017,10,1027,55145,18.624
宜花東,2017,11,1143,57763,19.788
宜花東,2017,12,1297,59742,21.71
宜花東,2018,1,1341,69872,19.192
宜花東,2018,2,1066,68295,15.609
宜花東,2018,3,1194,68082,17.538
宜花東,2018,4,1143,67108,17.032
宜花東,2018,5,1054,64756,16.276
宜花東,2018,6,886,62853,14.096
宜花東,2018,7,968,65467,14.786
宜花東,2018,8,948,65562,14.46
宜花東,2018,9,947,66562,14.227
宜花東,2018,10,1188,68471,17.35
宜花東,2018,11,1105,65557,16.856
宜花東,2018,12,1217,66281,18.361
宜花東,2019,1,1444,68955,20.941
宜花東,2019,2,1098,65246,16.829
宜花東,2019,3,1299,66845,19.433
宜花東,2019,4,1235,68829,17.943
宜花東,2019,5,1198,67647,17.71
宜花東,2019,6,1052,65794,15.989
宜花東,2019,7,1115,67778,16.451
宜花東,2019,8,1089,66999,16.254
宜花東,2019,9,1098,68877,15.941
宜花東,2019,10,1251,67844,18.439
宜花東,2019,11,1261,68516,18.404
宜花東,2019,12,1361,69471,19.591
雲嘉南,2016,1,4559,207982,21.92
雲嘉南,2016,2,4849,206485,23.484
雲嘉南,2016,3,4988,207982,23.983
雲嘉南,2016,4,4261,208780,20.409
雲嘉南,2016,5,3750,206137,18.192
雲嘉南,2016,6,3455,203736,16.958
雲嘉南,2016,7,3526,205379,17.168
雲嘉南,2016,8,3641,207123,17.579
雲嘉南,2016,9,3434,202037,16.997
雲嘉南,2016,10,4041,208102,19.418
雲嘉南,2016,11,4226,209146,20.206
雲嘉南,2016,12,4486,209009,21.463
雲嘉南,2017,1,4524,203664,22.213
雲嘉南,2017,2,4307,203855,21.128
雲嘉南,2017,3,4591,205908,22.296
雲嘉南,2017,4,3874,202502,19.131
雲嘉南,2017,5,3870,202706,19.092
雲嘉南,2017,6,3668,203330,18.04
雲嘉南,2017,7,3505,199938,17.53
雲嘉南,2017,8,3561,201134,17.705
雲嘉南,2017,9,3450,200687,17.191
雲嘉南,2017,10,3793,201873,18.789
雲嘉南,2017,11,3998,202662,19.727
雲嘉南,2017,12,4600,205034,22.435
雲嘉南,2018,1,4749,235500,20.166
雲嘉南,2018,2,4370,236281,18.495
雲嘉南,2018,3,4817,232941,20.679
雲嘉南,2018,4,4337,236191,18.362
雲嘉南,2018,5,3826,228918,16.713
雲嘉南,2018,6,3380,230117,14.688
雲嘉南,2018,7,3749,234614,15.979
雲嘉南,2018,8,3553,228342,15.56
雲嘉南,2018,9,3768,230528,16.345
雲嘉南,2018,10,4265,236155,18.06
雲嘉南,2018,11,4110,235185,17.476
雲嘉南,2018,12,4653,236207,19.699
雲嘉南,2019,1,5164,235197,21.956
雲嘉南,2019,2,3963,229862,17.241
雲嘉南,2019,3,4556,234254,19.449
雲嘉南,2019,4,4136,231148,17.893
雲嘉南,2019,5,4071,233236,17.454
雲嘉南,2019,6,3736,232987,16.035
雲嘉南,2019,7,3858,229845,16.785
雲嘉南,2019,8,3750,232896,16.102
雲嘉南,2019,9,3954,232194,17.029
雲嘉南,2019,10,4144,231219,17.922
雲嘉南,2019,11,4418,233270,18.939
雲嘉南,2019,12,4873,234341,20.794
高屏,2016,1,4511,237703,18.977
高屏,2016,2,4545,238197,19.081
高屏,2016,3,4737,236869,19.998
高屏,2016,4,4085,233404,17.502
高屏,2016,5,3856,235975,16.341
高屏,2016,6,3597,236502,15.209
高屏,2016,7,3641,237857,15.308
高屏,2016,8,3851,237396,16.222
高屏,2016,9,3559,235609,15.106
高屏,2016,10,3945,235742,16.734
高屏,2016,11,4274,236869,18.044
高屏,2016,12,4726,238158,19.844
高屏,2017,1,4651,233909,19.884
高屏,2017,2,4334,234741,18.463
高屏,2017,3,4494,233183,19.272
高屏,2017,4,4137,232546,17.79
高屏,2017,5,3965,233010,17.016
高屏,2017,6,3937,231985,16.971
高屏,2017,7,3867,232331,16.644
高屏,2017,8,3804,233987,16.257
高屏,2017,9,3815,230664,16.539
高屏,2017,10,4016,232692,17.259
高屏,2017,11,4316,233308,18.499
高屏,2017,12,4939,235115,21.007
高屏,2018,1,4863,268638,18.102
高屏,2018,2,4448,265237,16.77
高屏,2018,3,4939,269655,18.316
高屏,2018,4,4217,265210,15.901
高屏,2018,5,4156,268059,15.504
高屏,2018,6,3646,266324,13.69
高屏,2018,7,3902,263028,14.835
高屏,2018,8,3908,266170,14.682
高屏,2018,9,3913,266661,14.674
高屏,2018,10,4476,268876,16.647
高屏,2018,11,4388,268139,16.365
高屏,2018,12,4900,265821,18.433
高屏,2019,1,5504,269573,20.417
高屏,2019,2,4048,263647,15.354
高屏,2019,3,4630,267663,17.298
高屏,2019,4,4486,266891,16.808
高屏,2019,5,4276,264369,16.174
高屏,2019,6,3978,264802,15.023
高屏,2019,7,4252,264871,16.053
高屏,2019,8,4139,268433,15.419
高屏,2019,9,4272,264179,16.171
高屏,2019,10,4566,267281,17.083
高屏,2019,11,4781,266317,17.952
高屏,2019,12,5211,266739,19.536
