region,year,month,case_c,pop_total,case_per_capita(‰)
北北基桃竹苗,2018,10,5365,898655,5.97
北北基桃竹苗,2018,11,5301,895163,5.922
北北基桃竹苗,2018,12,5771,902307,6.396
北北基桃竹苗,2019,1,6588,902688,7.298
北北基桃竹苗,2019,2,5348,901194,5.934
北北基桃竹苗,2019,3,6122,905044,6.764
北北基桃竹苗,2019,4,6078,903005,6.731
北北基桃竹苗,2019,5,5781,901658,6.412
北北基桃竹苗,2019,6,5067,899308,5.634
北北基桃竹苗,2019,7,5157,895253,5.76
北北基桃竹苗,2019,8,4677,899224,5.201
北北基桃竹苗,2019,9,4887,895820,5.455
北北基桃竹苗,2019,10,5660,899254,6.294
北北基桃竹苗,2019,11,5778,903726,6.394
北北基桃竹苗,2019,12,6266,900892,6.955
宜花東,2016,1,537,56424,9.517
宜花東,2016,2,600,57116,10.505
宜花東,2016,3,647,56027,11.548
宜花東,2016,4,507,55147,9.194
宜花東,2016,5,510,56824,8.975
宜花東,2016,6,409,54738,7.472
宜花東,2016,7,364,52312,6.958
宜花東,2016,8,406,52375,7.752
宜花東,2016,9,382,53836,7.096
宜花東,2016,10,429,55385,7.746
宜花東,2016,11,491,56739,8.654
宜花東,2016,12,516,54336,9.496
宜花東,2017,1,563,55972,10.059
宜花東,2017,2,602,56510,10.653
宜花東,2017,3,596,54956,10.845
宜花東,2017,4,514,55180,9.315
宜花東,2017,5,523,56142,9.316
宜花東,2017,6,466,52714,8.84
宜花東,2017,7,449,53496,8.393
宜花東,2017,8,415,52013,7.979
宜花東,2017,9,409,51979,7.869
宜花東,2017,10,446,53780,8.293
宜花東,2017,11,517,54805,9.433
宜花東,2017,12,557,54773,10.169
宜花東,2018,1,688,65708,10.471
宜花東,2018,2,561,65195,8.605
宜花東,2018,3,670,67570,9.916
宜花東,2018,4,591,65989,8.956
宜花東,2018,5,496,61687,8.041
宜花東,2018,6,406,61038,6.652
宜花東,2018,7,435,61110,7.118
宜花東,2018,8,451,61869,7.29
宜花東,2018,9,398,62013,6.418
宜花東,2018,10,512,64431,7.946
宜花東,2018,11,497,63151,7.87
宜花東,2018,12,523,62624,8.351
宜花東,2019,1,619,66313,9.335
宜花東,2019,2,531,65903,8.057
宜花東,2019,3,584,65279,8.946
宜花東,2019,4,554,64492,8.59
宜花東,2019,5,499,61024,8.177
宜花東,2019,6,428,59368,7.209
宜花東,2019,7,482,64537,7.469
宜花東,2019,8,452,61725,7.323
宜花東,2019,9,430,61750,6.964
宜花東,2019,10,555,64161,8.65
宜花東,2019,11,499,64543,7.731
宜花東,2019,12,607,64421,9.422
雲嘉南,2016,1,1004,184326,5.447
雲嘉南,2016,2,1035,180816,5.724
雲嘉南,2016,3,1259,189311,6.65
雲嘉南,2016,4,969,176638,5.486
雲嘉南,2016,5,808,170590,4.737
雲嘉南,2016,6,793,175692,4.514
雲嘉南,2016,7,637,167578,3.801
雲嘉南,2016,8,722,161489,4.471
雲嘉南,2016,9,647,169651,3.814
雲嘉南,2016,10,778,173086,4.495
雲嘉南,2016,11,802,172198,4.657
雲嘉南,2016,12,882,171890,5.131
雲嘉南,2017,1,960,175877,5.458
雲嘉南,2017,2,855,162773,5.253
雲嘉南,2017,3,1032,176333,5.853
雲嘉南,2017,4,855,174212,4.908
雲嘉南,2017,5,859,172194,4.989
雲嘉南,2017,6,773,169673,4.556
雲嘉南,2017,7,771,164937,4.675
雲嘉南,2017,8,688,163568,4.206
雲嘉南,2017,9,687,164868,4.167
雲嘉南,2017,10,733,165315,4.434
雲嘉南,2017,11,836,172669,4.842
雲嘉南,2017,12,920,172168,5.344
雲嘉南,2018,1,1020,200628,5.084
雲嘉南,2018,2,884,188508,4.689
雲嘉南,2018,3,1104,204933,5.387
雲嘉南,2018,4,933,194763,4.79
雲嘉南,2018,5,772,191672,4.028
雲嘉南,2018,6,687,186224,3.689
雲嘉南,2018,7,772,186949,4.129
雲嘉南,2018,8,698,183314,3.808
雲嘉南,2018,9,681,177118,3.845
雲嘉南,2018,10,877,196274,4.468
雲嘉南,2018,11,905,199188,4.543
雲嘉南,2018,12,988,202997,4.867
雲嘉南,2019,1,1096,207172,5.29
雲嘉南,2019,2,890,200587,4.437
雲嘉南,2019,3,1034,200635,5.154
雲嘉南,2019,4,1035,202000,5.124
雲嘉南,2019,5,934,196735,4.748
雲嘉南,2019,6,840,193653,4.338
雲嘉南,2019,7,872,197845,4.407
雲嘉南,2019,8,812,189912,4.276
雲嘉南,2019,9,942,202188,4.659
雲嘉南,2019,10,941,193645,4.859
雲嘉南,2019,11,889,190892,4.657
雲嘉南,2019,12,1045,194559,5.371
高屏,2016,1,1076,213038,5.051
高屏,2016,2,1075,210896,5.097
高屏,2016,3,1289,220142,5.855
高屏,2016,4,992,213150,4.654
高屏,2016,5,952,208850,4.558
高屏,2016,6,857,202817,4.225
高屏,2016,7,797,196286,4.06
高屏,2016,8,893,204259,4.372
高屏,2016,9,772,196403,3.931
高屏,2016,10,883,198116,4.457
高屏,2016,11,1028,210056,4.894
高屏,2016,12,1106,215572,5.131
高屏,2017,1,1065,207941,5.122
高屏,2017,2,1008,201428,5.004
高屏,2017,3,1115,205583,5.424
高屏,2017,4,961,204739,4.694
高屏,2017,5,1010,207658,4.864
高屏,2017,6,940,195772,4.802
高屏,2017,7,934,206985,4.512
高屏,2017,8,884,197102,4.485
高屏,2017,9,869,199671,4.352
高屏,2017,10,894,199588,4.479
高屏,2017,11,1017,204637,4.97
高屏,2017,12,1155,213572,5.408
高屏,2018,1,1230,248031,4.959
高屏,2018,2,1006,231960,4.337
高屏,2018,3,1239,240710,5.147
高屏,2018,4,1089,239883,4.54
高屏,2018,5,1104,240400,4.592
高屏,2018,6,905,230447,3.927
高屏,2018,7,1030,235866,4.367
高屏,2018,8,1000,231452,4.321
高屏,2018,9,991,232246,4.267
高屏,2018,10,1174,237785,4.937
高屏,2018,11,1112,237194,4.688
高屏,2018,12,1179,235254,5.012
高屏,2019,1,1400,244887,5.717
高屏,2019,2,1027,219016,4.689
高屏,2019,3,1211,238630,5.075
高屏,2019,4,1214,233868,5.191
高屏,2019,5,1198,237086,5.053
高屏,2019,6,1073,231361,4.638
高屏,2019,7,1199,243154,4.931
高屏,2019,8,1152,235795,4.886
高屏,2019,9,1054,230719,4.568
高屏,2019,10,1160,235347,4.929
高屏,2019,11,1224,238017,5.142
高屏,2019,12,1301,239091,5.441
