region,year,month,case_c,pop_total,case_per_capita(‰)
宜花東,2018,12,1920,71894,26.706
宜花東,2019,1,2211,73409,30.119
宜花東,2019,2,2028,72689,27.9
宜花東,2019,3,2016,72449,27.826
宜花東,2019,4,1882,71604,26.283
宜花東,2019,5,1730,72668,23.807
宜花東,2019,6,1568,71501,21.93
宜花東,2019,7,1418,70659,20.068
宜花東,2019,8,1435,70925,20.233
宜花東,2019,9,1493,71144,20.986
宜花東,2019,10,1629,71051,22.927
宜花東,2019,11,1629,71517,22.778
宜花東,2019,12,2085,72069,28.931
雲嘉南,2016,1,6946,210535,32.992
雲嘉南,2016,2,9757,212680,45.876
雲嘉南,2016,3,9376,212176,44.19
雲嘉南,2016,4,6908,210189,32.866
雲嘉南,2016,5,5426,209803,25.862
雲嘉南,2016,6,4239,205857,20.592
雲嘉南,2016,7,4313,206007,20.936
雲嘉南,2016,8,4705,209084,22.503
雲嘉南,2016,9,4579,209761,21.83
雲嘉南,2016,10,5220,210207,24.833
雲嘉南,2016,11,5928,211372,28.045
雲嘉南,2016,12,6650,212176,31.342
雲嘉南,2017,1,6757,208272,32.443
雲嘉南,2017,2,6834,208479,32.78
雲嘉南,2017,3,6761,207309,32.613
雲嘉南,2017,4,5940,207818,28.583
雲嘉南,2017,5,5617,208011,27.003
雲嘉南,2017,6,5128,206944,24.78
雲嘉南,2017,7,5187,205002,25.302
雲嘉南,2017,8,4391,206308,21.284
雲嘉南,2017,9,4255,204828,20.774
雲嘉南,2017,10,4854,206095,23.552
雲嘉南,2017,11,5651,207803,27.194
雲嘉南,2017,12,6988,207803,33.628
雲嘉南,2018,1,8260,239274,34.521
雲嘉南,2018,2,7946,240316,33.065
雲嘉南,2018,3,8368,239274,34.972
雲嘉南,2018,4,6639,238938,27.785
雲嘉南,2018,5,5179,236294,21.918
雲嘉南,2018,6,4417,235943,18.721
雲嘉南,2018,7,4658,235947,19.742
雲嘉南,2018,8,4853,236704,20.502
雲嘉南,2018,9,5137,238071,21.578
雲嘉南,2018,10,5358,237185,22.59
雲嘉南,2018,11,5563,236019,23.57
雲嘉南,2018,12,6701,239699,27.956
雲嘉南,2019,1,7848,238417,32.917
雲嘉南,2019,2,6663,239178,27.858
雲嘉南,2019,3,6665,238113,27.991
雲嘉南,2019,4,6200,237111,26.148
雲嘉南,2019,5,5678,238563,23.801
雲嘉南,2019,6,4874,235174,20.725
雲嘉南,2019,7,4932,234099,21.068
雲嘉南,2019,8,4868,232756,20.915
雲嘉南,2019,9,5312,237009,22.413
雲嘉南,2019,10,5448,236949,22.992
雲嘉南,2019,11,6035,237111,25.452
雲嘉南,2019,12,7018,237346,29.569
高屏,2016,1,8904,243925,36.503
高屏,2016,2,11975,244904,48.897
高屏,2016,3,11127,244848,45.445
高屏,2016,4,8201,243913,33.623
高屏,2016,5,6958,242593,28.682
高屏,2016,6,5928,241553,24.541
高屏,2016,7,5962,241407,24.697
高屏,2016,8,6496,242248,26.815
高屏,2016,9,6175,242716,25.441
高屏,2016,10,6581,243444,27.033
高屏,2016,11,7673,244135,31.429
高屏,2016,12,8641,244298,35.371
高屏,2017,1,8772,239585,36.613
高屏,2017,2,8776,239985,36.569
高屏,2017,3,8095,240739,33.626
高屏,2017,4,6935,240976,28.779
高屏,2017,5,6604,238866,27.647
高屏,2017,6,6828,239659,28.49
高屏,2017,7,7092,239399,29.624
高屏,2017,8,5977,238516,25.059
高屏,2017,9,5735,239151,23.981
高屏,2017,10,6493,239073,27.159
高屏,2017,11,7290,240454,30.318
高屏,2017,12,8972,240807,37.258
高屏,2018,1,10056,275888,36.45
高屏,2018,2,9911,276295,35.871
高屏,2018,3,10207,276255,36.948
高屏,2018,4,8062,276550,29.152
高屏,2018,5,6376,275730,23.124
高屏,2018,6,5703,271739,20.987
高屏,2018,7,6647,274356,24.228
高屏,2018,8,6840,275275,24.848
高屏,2018,9,6884,275045,25.029
高屏,2018,10,7323,275548,26.576
高屏,2018,11,7631,275808,27.668
高屏,2018,12,9075,275450,32.946
高屏,2019,1,10125,275196,36.792
高屏,2019,2,8779,274582,31.972
高屏,2019,3,8405,275116,30.551
高屏,2019,4,7724,274519,28.136
高屏,2019,5,7187,274228,26.208
高屏,2019,6,6524,273346,23.867
高屏,2019,7,6986,273663,25.528
高屏,2019,8,6687,273941,24.41
高屏,2019,9,7309,274700,26.607
高屏,2019,10,7436,273168,27.221
高屏,2019,11,8104,274754,29.495
高屏,2019,12,9417,274343,34.326
