region,year,month,case_c,pop_total,case_per_capita(‰)
中彰投,2016,1,646,282812,2.284
中彰投,2016,2,676,273598,2.471
中彰投,2016,3,685,286019,2.395
中彰投,2016,4,601,281844,2.132
中彰投,2016,5,663,281960,2.351
中彰投,2016,6,546,273183,1.999
中彰投,2016,7,475,274816,1.728
中彰投,2016,8,560,265164,2.112
中彰投,2016,9,533,256791,2.076
中彰投,2016,10,571,272981,2.092
中彰投,2016,11,584,278972,2.093
中彰投,2016,12,638,276650,2.306
中彰投,2017,1,659,279949,2.354
中彰投,2017,2,665,272416,2.441
中彰投,2017,3,699,285224,2.451
中彰投,2017,4,581,271745,2.138
中彰投,2017,5,608,276382,2.2
中彰投,2017,6,548,253795,2.159
中彰投,2017,7,626,279731,2.238
中彰投,2017,8,547,257237,2.126
中彰投,2017,9,565,271246,2.083
中彰投,2017,10,597,269865,2.212
中彰投,2017,11,601,275070,2.185
中彰投,2017,12,686,281234,2.439
中彰投,2018,1,726,315401,2.302
中彰投,2018,2,712,313554,2.271
中彰投,2018,3,788,323008,2.44
中彰投,2018,4,728,307903,2.364
中彰投,2018,5,687,315320,2.179
中彰投,2018,6,584,301185,1.939
中彰投,2018,7,620,315829,1.963
中彰投,2018,8,588,314323,1.871
中彰投,2018,9,554,310194,1.786
中彰投,2018,10,687,321074,2.14
中彰投,2018,11,686,313333,2.189
中彰投,2018,12,774,318724,2.428
中彰投,2019,1,800,321446,2.489
中彰投,2019,2,642,309919,2.072
中彰投,2019,3,729,319718,2.28
中彰投,2019,4,708,320309,2.21
中彰投,2019,5,716,310206,2.308
中彰投,2019,6,666,308860,2.156
中彰投,2019,7,718,318675,2.253
中彰投,2019,8,681,314268,2.167
中彰投,2019,9,670,305413,2.194
中彰投,2019,10,731,311596,2.346
中彰投,2019,11,726,303408,2.393
中彰投,2019,12,791,320231,2.47
北北基桃竹苗,2016,1,1072,780891,1.373
北北基桃竹苗,2016,2,1172,797527,1.47
北北基桃竹苗,2016,3,1244,797066,1.561
北北基桃竹苗,2016,4,1139,803520,1.418
北北基桃竹苗,2016,5,1167,792512,1.473
北北基桃竹苗,2016,6,988,785825,1.257
北北基桃竹苗,2016,7,1015,790526,1.284
北北基桃竹苗,2016,8,1053,781207,1.348
北北基桃竹苗,2016,9,994,792866,1.254
北北基桃竹苗,2016,10,1055,778164,1.356
北北基桃竹苗,2016,11,1126,789528,1.426
北北基桃竹苗,2016,12,1195,792431,1.508
北北基桃竹苗,2017,1,1085,798287,1.359
北北基桃竹苗,2017,2,1114,770695,1.445
北北基桃竹苗,2017,3,1260,801027,1.573
北北基桃竹苗,2017,4,1126,783357,1.437
北北基桃竹苗,2017,5,1178,767582,1.535
北北基桃竹苗,2017,6,1112,788780,1.41
北北基桃竹苗,2017,7,1098,781774,1.404
北北基桃竹苗,2017,8,1110,791704,1.402
北北基桃竹苗,2017,9,1165,776872,1.5
北北基桃竹苗,2017,10,1153,783191,1.472
北北基桃竹苗,2017,11,1162,784245,1.482
北北基桃竹苗,2017,12,1295,795042,1.629
北北基桃竹苗,2018,1,1377,882321,1.561
北北基桃竹苗,2018,2,1127,852441,1.322
北北基桃竹苗,2018,3,1458,876179,1.664
北北基桃竹苗,2018,4,1331,859218,1.549
北北基桃竹苗,2018,5,1335,880665,1.516
北北基桃竹苗,2018,6,1221,879901,1.388
北北基桃竹苗,2018,7,1257,876501,1.434
北北基桃竹苗,2018,8,1297,874624,1.483
北北基桃竹苗,2018,9,1192,874996,1.362
北北基桃竹苗,2018,10,1309,868665,1.507
北北基桃竹苗,2018,11,1310,874809,1.497
北北基桃竹苗,2018,12,1351,880392,1.535
北北基桃竹苗,2019,1,1477,878294,1.682
北北基桃竹苗,2019,2,1151,878131,1.311
北北基桃竹苗,2019,3,1418,882899,1.606
北北基桃竹苗,2019,4,1370,880824,1.555
北北基桃竹苗,2019,5,1445,880690,1.641
北北基桃竹苗,2019,6,1180,872889,1.352
北北基桃竹苗,2019,7,1237,872222,1.418
北北基桃竹苗,2019,8,1244,886907,1.403
北北基桃竹苗,2019,9,1160,885039,1.311
北北基桃竹苗,2019,10,1269,861688,1.473
北北基桃竹苗,2019,11,1250,882082,1.417
北北基桃竹苗,2019,12,1339,878292,1.525
宜花東,2016,1,55,41897,1.313
宜花東,2016,2,75,45818,1.637
宜花東,2016,3,85,40242,2.112
宜花東,2016,4,53,32231,1.644
宜花東,2016,5,43,36050,1.193
宜花東,2016,6,37,34084,1.086
宜花東,2016,7,56,42531,1.317
宜花東,2016,8,54,40212,1.343
宜花東,2016,9,49,42531,1.152
宜花東,2016,10,68,39698,1.713
宜花東,2016,11,55,44722,1.23
宜花東,2016,12,54,40125,1.346
宜花東,2017,1,56,43805,1.278
宜花東,2017,2,60,39255,1.528
宜花東,2017,3,64,43440,1.473
宜花東,2017,4,40,41127,0.973
宜花東,2017,5,67,37495,1.787
宜花東,2017,6,58,41542,1.396
宜花東,2017,7,37,33305,1.111
宜花東,2017,8,58,38277,1.515
宜花東,2017,9,51,41542,1.228
宜花東,2017,10,56,40140,1.395
宜花東,2017,11,64,44450,1.44
宜花東,2017,12,70,38573,1.815
宜花東,2018,1,78,44727,1.744
宜花東,2018,2,70,47040,1.488
宜花東,2018,3,75,47729,1.571
宜花東,2018,4,57,48782,1.168
宜花東,2018,5,59,47040,1.254
宜花東,2018,6,68,40026,1.699
宜花東,2018,7,42,42403,0.99
宜花東,2018,8,77,51470,1.496
宜花東,2018,9,60,49728,1.207
宜花東,2018,10,73,49098,1.487
宜花東,2018,11,88,49486,1.778
宜花東,2018,12,76,43561,1.745
宜花東,2019,1,106,44927,2.359
宜花東,2019,2,102,50529,2.019
宜花東,2019,3,103,51024,2.019
宜花東,2019,4,92,51210,1.797
宜花東,2019,5,96,49471,1.941
宜花東,2019,6,78,51955,1.501
宜花東,2019,7,79,52734,1.498
宜花東,2019,8,66,42441,1.555
宜花東,2019,9,71,51739,1.372
宜花東,2019,10,85,46302,1.836
宜花東,2019,11,93,49471,1.88
宜花東,2019,12,113,52158,2.166
雲嘉南,2016,1,262,159904,1.638
雲嘉南,2016,2,245,151934,1.613
雲嘉南,2016,3,275,162656,1.691
雲嘉南,2016,4,247,160731,1.537
雲嘉南,2016,5,212,153673,1.38
雲嘉南,2016,6,207,148128,1.397
雲嘉南,2016,7,202,155561,1.299
雲嘉南,2016,8,168,139005,1.209
雲嘉南,2016,9,181,137910,1.312
雲嘉南,2016,10,175,142080,1.232
雲嘉南,2016,11,187,148161,1.262
雲嘉南,2016,12,217,155275,1.398
雲嘉南,2017,1,204,150045,1.36
雲嘉南,2017,2,204,136417,1.495
雲嘉南,2017,3,266,156047,1.705
雲嘉南,2017,4,238,148497,1.603
雲嘉南,2017,5,210,147640,1.422
雲嘉南,2017,6,251,161098,1.558
雲嘉南,2017,7,232,156859,1.479
雲嘉南,2017,8,234,148512,1.576
雲嘉南,2017,9,243,144520,1.681
雲嘉南,2017,10,248,156194,1.588
雲嘉南,2017,11,228,145968,1.562
雲嘉南,2017,12,239,154928,1.543
雲嘉南,2018,1,262,168376,1.556
雲嘉南,2018,2,251,167641,1.497
雲嘉南,2018,3,338,184095,1.836
雲嘉南,2018,4,287,178673,1.606
雲嘉南,2018,5,251,170195,1.475
雲嘉南,2018,6,211,159176,1.326
雲嘉南,2018,7,218,154702,1.409
雲嘉南,2018,8,215,158641,1.355
雲嘉南,2018,9,202,173418,1.165
雲嘉南,2018,10,211,161669,1.305
雲嘉南,2018,11,192,156047,1.23
雲嘉南,2018,12,244,173803,1.404
雲嘉南,2019,1,262,169459,1.546
雲嘉南,2019,2,249,169521,1.469
雲嘉南,2019,3,245,167195,1.465
雲嘉南,2019,4,238,172865,1.377
雲嘉南,2019,5,244,173192,1.409
雲嘉南,2019,6,199,164312,1.211
雲嘉南,2019,7,234,161381,1.45
雲嘉南,2019,8,233,175228,1.33
雲嘉南,2019,9,214,162294,1.319
雲嘉南,2019,10,246,163936,1.501
雲嘉南,2019,11,240,162869,1.474
雲嘉南,2019,12,258,171811,1.502
高屏,2016,1,220,182048,1.208
高屏,2016,2,192,184068,1.043
高屏,2016,3,218,196554,1.109
高屏,2016,4,199,188129,1.058
高屏,2016,5,197,187398,1.051
高屏,2016,6,206,184495,1.117
高屏,2016,7,199,177053,1.124
高屏,2016,8,204,186659,1.093
高屏,2016,9,166,174645,0.95
高屏,2016,10,169,179120,0.944
高屏,2016,11,220,187394,1.174
高屏,2016,12,223,185992,1.199
高屏,2017,1,217,197542,1.099
高屏,2017,2,207,188693,1.097
高屏,2017,3,212,192045,1.104
高屏,2017,4,195,187346,1.041
高屏,2017,5,179,168048,1.065
高屏,2017,6,169,176095,0.96
高屏,2017,7,195,174085,1.12
高屏,2017,8,194,190897,1.016
高屏,2017,9,185,190423,0.972
高屏,2017,10,184,175010,1.051
高屏,2017,11,185,182131,1.016
高屏,2017,12,216,189517,1.14
高屏,2018,1,253,226437,1.117
高屏,2018,2,178,204298,0.871
高屏,2018,3,222,212767,1.043
高屏,2018,4,210,212847,0.987
高屏,2018,5,229,208794,1.097
高屏,2018,6,199,202538,0.983
高屏,2018,7,189,197315,0.958
高屏,2018,8,211,206956,1.02
高屏,2018,9,212,213918,0.991
高屏,2018,10,225,216302,1.04
高屏,2018,11,241,224187,1.075
高屏,2018,12,249,207244,1.201
高屏,2019,1,291,226777,1.283
高屏,2019,2,196,200170,0.979
高屏,2019,3,242,206914,1.17
高屏,2019,4,211,206058,1.024
高屏,2019,5,228,206849,1.102
高屏,2019,6,216,207251,1.042
高屏,2019,7,205,203302,1.008
高屏,2019,8,204,213060,0.957
高屏,2019,9,202,213322,0.947
高屏,2019,10,208,201066,1.034
高屏,2019,11,225,216897,1.037
高屏,2019,12,225,206966,1.087
