region,year,month,case_c,pop_total,case_per_capita(‰)
中彰投,2016,1,1858,297097,6.254
中彰投,2016,2,2159,303124,7.122
中彰投,2016,3,2433,305581,7.962
中彰投,2016,4,2048,298148,6.869
中彰投,2016,5,1916,299691,6.393
中彰投,2016,6,1652,292127,5.655
中彰投,2016,7,1509,298544,5.055
中彰投,2016,8,1673,290437,5.76
中彰投,2016,9,1591,299476,5.313
中彰投,2016,10,1663,293008,5.676
中彰投,2016,11,1723,296003,5.821
中彰投,2016,12,1862,296756,6.275
中彰投,2017,1,1854,305692,6.065
中彰投,2017,2,1824,296165,6.159
中彰投,2017,3,1995,302665,6.591
中彰投,2017,4,1718,294297,5.838
中彰投,2017,5,1797,295242,6.087
中彰投,2017,6,1679,293412,5.722
中彰投,2017,7,1712,298341,5.738
中彰投,2017,8,1577,293404,5.375
中彰投,2017,9,1507,284364,5.3
中彰投,2017,10,1527,285443,5.35
中彰投,2017,11,1692,294116,5.753
中彰投,2017,12,1840,296585,6.204
中彰投,2018,1,2063,331369,6.226
中彰投,2018,2,1921,332553,5.777
中彰投,2018,3,2170,339344,6.395
中彰投,2018,4,1895,333841,5.676
中彰投,2018,5,1759,329122,5.345
中彰投,2018,6,1469,324745,4.524
中彰投,2018,7,1500,321769,4.662
中彰投,2018,8,1531,327584,4.674
中彰投,2018,9,1568,326571,4.801
中彰投,2018,10,1618,325487,4.971
中彰投,2018,11,1720,332326,5.176
中彰投,2018,12,1745,333618,5.231
中彰投,2019,1,1989,331413,6.002
中彰投,2019,2,1613,327422,4.926
中彰投,2019,3,1898,335798,5.652
中彰投,2019,4,1873,330090,5.674
中彰投,2019,5,1842,330550,5.573
中彰投,2019,6,1710,323732,5.282
中彰投,2019,7,1717,333481,5.149
中彰投,2019,8,1644,327296,5.023
中彰投,2019,9,1599,330725,4.835
中彰投,2019,10,1726,322644,5.35
中彰投,2019,11,1739,328086,5.3
中彰投,2019,12,1861,332470,5.597
北北基桃竹苗,2016,1,3724,810385,4.595
北北基桃竹苗,2016,2,4312,814879,5.292
北北基桃竹苗,2016,3,4653,815739,5.704
北北基桃竹苗,2016,4,4000,812113,4.925
北北基桃竹苗,2016,5,3824,812074,4.709
北北基桃竹苗,2016,6,3215,799290,4.022
北北基桃竹苗,2016,7,2977,800237,3.72
北北基桃竹苗,2016,8,3126,796363,3.925
北北基桃竹苗,2016,9,2945,801606,3.674
北北基桃竹苗,2016,10,3183,809997,3.93
北北基桃竹苗,2016,11,3578,806275,4.438
北北基桃竹苗,2016,12,3669,800421,4.584
北北基桃竹苗,2017,1,3521,799851,4.402
北北基桃竹苗,2017,2,3468,799710,4.337
北北基桃竹苗,2017,3,3925,814075,4.821
北北基桃竹苗,2017,4,3561,807749,4.409
北北基桃竹苗,2017,5,3763,812534,4.631
北北基桃竹苗,2017,6,3698,804306,4.598
北北基桃竹苗,2017,7,3540,807614,4.383
北北基桃竹苗,2017,8,3360,804722,4.175
北北基桃竹苗,2017,9,3235,797312,4.057
北北基桃竹苗,2017,10,3336,802751,4.156
北北基桃竹苗,2017,11,3649,804446,4.536
北北基桃竹苗,2017,12,3771,799381,4.717
北北基桃竹苗,2018,1,4177,888966,4.699
北北基桃竹苗,2018,2,3702,887543,4.171
北北基桃竹苗,2018,3,4616,889388,5.19
北北基桃竹苗,2018,4,4116,885633,4.648
北北基桃竹苗,2018,5,3899,882846,4.416
北北基桃竹苗,2018,6,3447,878353,3.924
北北基桃竹苗,2018,7,3371,885175,3.808
北北基桃竹苗,2018,8,3390,886612,3.824
北北基桃竹苗,2018,9,3181,873815,3.64
北北基桃竹苗,2018,10,3649,887333,4.112
北北基桃竹苗,2018,11,3543,884497,4.006
北北基桃竹苗,2018,12,3732,885112,4.216
北北基桃竹苗,2019,1,4404,898067,4.904
北北基桃竹苗,2019,2,3518,882085,3.988
北北基桃竹苗,2019,3,4291,887844,4.833
北北基桃竹苗,2019,4,4136,890349,4.645
北北基桃竹苗,2019,5,4038,885478,4.56
北北基桃竹苗,2019,6,3595,875683,4.105
北北基桃竹苗,2019,7,3693,888471,4.157
北北基桃竹苗,2019,8,3292,878952,3.745
北北基桃竹苗,2019,9,3359,889050,3.778
北北基桃竹苗,2019,10,3762,872061,4.314
北北基桃竹苗,2019,11,3649,878526,4.154
北北基桃竹苗,2019,12,3938,880210,4.474
宜花東,2016,1,394,54149,7.276
宜花東,2016,2,367,53316,6.883
宜花東,2016,3,488,57122,8.543
宜花東,2016,4,398,56115,7.093
宜花東,2016,5,352,51213,6.873
宜花東,2016,6,311,50218,6.193
宜花東,2016,7,307,50380,6.094
宜花東,2016,8,303,48023,6.309
宜花東,2016,9,282,50132,5.625
宜花東,2016,10,311,48665,6.391
宜花東,2016,11,374,55333,6.759
宜花東,2016,12,321,48439,6.627
宜花東,2017,1,342,51422,6.651
宜花東,2017,2,369,52297,7.056
宜花東,2017,3,414,51217,8.083
宜花東,2017,4,403,53691,7.506
宜花東,2017,5,366,51017,7.174
宜花東,2017,6,388,50744,7.646
宜花東,2017,7,357,48402,7.376
宜花東,2017,8,316,48480,6.518
宜花東,2017,9,301,46235,6.51
宜花東,2017,10,327,51160,6.392
宜花東,2017,11,345,51770,6.664
宜花東,2017,12,376,55411,6.786
宜花東,2018,1,395,59309,6.66
宜花東,2018,2,333,60072,5.543
宜花東,2018,3,429,66507,6.45
宜花東,2018,4,356,55919,6.366
宜花東,2018,5,370,57967,6.383
宜花東,2018,6,325,58752,5.532
宜花東,2018,7,294,53406,5.505
宜花東,2018,8,296,54982,5.384
宜花東,2018,9,306,55307,5.533
宜花東,2018,10,334,56915,5.868
宜花東,2018,11,312,55969,5.575
宜花東,2018,12,327,57863,5.651
宜花東,2019,1,387,56477,6.852
宜花東,2019,2,306,58579,5.224
宜花東,2019,3,374,58658,6.376
宜花東,2019,4,363,59148,6.137
宜花東,2019,5,382,59578,6.412
宜花東,2019,6,316,57991,5.449
宜花東,2019,7,288,58579,4.916
宜花東,2019,8,339,60084,5.642
宜花東,2019,9,276,56550,4.881
宜花東,2019,10,347,58950,5.886
宜花東,2019,11,334,57839,5.775
宜花東,2019,12,386,59929,6.441
雲嘉南,2016,1,1085,173960,6.237
雲嘉南,2016,2,1322,186922,7.072
雲嘉南,2016,3,1450,184258,7.869
雲嘉南,2016,4,1144,179141,6.386
雲嘉南,2016,5,1071,182397,5.872
雲嘉南,2016,6,859,175208,4.903
雲嘉南,2016,7,896,178406,5.022
雲嘉南,2016,8,884,174579,5.064
雲嘉南,2016,9,870,176761,4.922
雲嘉南,2016,10,984,179486,5.482
雲嘉南,2016,11,1087,180740,6.014
雲嘉南,2016,12,1083,176012,6.153
雲嘉南,2017,1,1074,174420,6.158
雲嘉南,2017,2,1133,181725,6.235
雲嘉南,2017,3,1180,172123,6.856
雲嘉南,2017,4,1020,173504,5.879
雲嘉南,2017,5,1027,173696,5.913
雲嘉南,2017,6,929,172720,5.379
雲嘉南,2017,7,1000,174871,5.719
雲嘉南,2017,8,924,171926,5.374
雲嘉南,2017,9,870,167710,5.188
雲嘉南,2017,10,991,178705,5.545
雲嘉南,2017,11,995,174203,5.712
雲嘉南,2017,12,1052,174085,6.043
雲嘉南,2018,1,1324,209740,6.313
雲嘉南,2018,2,1077,200845,5.362
雲嘉南,2018,3,1379,209752,6.574
雲嘉南,2018,4,1118,198214,5.64
雲嘉南,2018,5,1012,202246,5.004
雲嘉南,2018,6,952,203910,4.669
雲嘉南,2018,7,911,202129,4.507
雲嘉南,2018,8,865,192249,4.499
雲嘉南,2018,9,942,194966,4.832
雲嘉南,2018,10,1047,201446,5.197
雲嘉南,2018,11,955,194322,4.915
雲嘉南,2018,12,1063,200471,5.303
雲嘉南,2019,1,1178,205942,5.72
雲嘉南,2019,2,945,196274,4.815
雲嘉南,2019,3,1215,208476,5.828
雲嘉南,2019,4,1100,200063,5.498
雲嘉南,2019,5,1070,206150,5.19
雲嘉南,2019,6,996,202077,4.929
雲嘉南,2019,7,989,203062,4.87
雲嘉南,2019,8,919,191462,4.8
雲嘉南,2019,9,983,205062,4.794
雲嘉南,2019,10,1065,204498,5.208
雲嘉南,2019,11,1047,197592,5.299
雲嘉南,2019,12,1108,208217,5.321
高屏,2016,1,1237,216474,5.714
高屏,2016,2,1314,218274,6.02
高屏,2016,3,1573,223323,7.044
高屏,2016,4,1299,221456,5.866
高屏,2016,5,1242,218125,5.694
高屏,2016,6,1131,216660,5.22
高屏,2016,7,1041,204871,5.081
高屏,2016,8,1109,215895,5.137
高屏,2016,9,1066,213098,5.002
高屏,2016,10,1165,212254,5.489
高屏,2016,11,1281,219227,5.843
高屏,2016,12,1336,216572,6.169
高屏,2017,1,1241,215035,5.771
高屏,2017,2,1276,215275,5.927
高屏,2017,3,1371,217183,6.313
高屏,2017,4,1179,207832,5.673
高屏,2017,5,1158,204781,5.655
高屏,2017,6,1323,220669,5.995
高屏,2017,7,1237,211646,5.845
高屏,2017,8,1326,220033,6.026
高屏,2017,9,1164,212072,5.489
高屏,2017,10,1160,213462,5.434
高屏,2017,11,1264,220417,5.735
高屏,2017,12,1331,214540,6.204
高屏,2018,1,1490,253037,5.888
高屏,2018,2,1231,240391,5.121
高屏,2018,3,1499,245168,6.114
高屏,2018,4,1300,244567,5.316
高屏,2018,5,1309,246043,5.32
高屏,2018,6,1122,240545,4.664
高屏,2018,7,1147,231697,4.95
高屏,2018,8,1202,245225,4.902
高屏,2018,9,1124,238356,4.716
高屏,2018,10,1265,241938,5.229
高屏,2018,11,1258,247034,5.092
高屏,2018,12,1288,240699,5.351
高屏,2019,1,1445,250023,5.779
高屏,2019,2,1147,240533,4.769
高屏,2019,3,1391,245426,5.668
高屏,2019,4,1434,250637,5.721
高屏,2019,5,1302,241884,5.383
高屏,2019,6,1226,241623,5.074
高屏,2019,7,1293,245772,5.261
高屏,2019,8,1266,244169,5.185
高屏,2019,9,1278,243308,5.253
高屏,2019,10,1403,245403,5.717
高屏,2019,11,1251,244379,5.119
高屏,2019,12,1391,245524,5.665
