region,year,month,case_c,pop_total,case_per_capita(‰)
北北基桃竹苗,2016,5,1917,753062,2.546
北北基桃竹苗,2016,6,1177,721114,1.632
北北基桃竹苗,2016,7,1019,696022,1.464
北北基桃竹苗,2016,8,1170,696375,1.68
北北基桃竹苗,2016,9,1189,692329,1.717
北北基桃竹苗,2016,10,1868,745454,2.506
北北基桃竹苗,2016,11,2867,771776,3.715
北北基桃竹苗,2016,12,2967,778598,3.811
北北基桃竹苗,2017,1,2475,777038,3.185
北北基桃竹苗,2017,2,2211,769929,2.872
北北基桃竹苗,2017,3,2399,788304,3.043
北北基桃竹苗,2017,4,1969,769359,2.559
北北基桃竹苗,2017,5,2969,790288,3.757
北北基桃竹苗,2017,6,6790,819075,8.29
北北基桃竹苗,2017,7,7579,820190,9.241
北北基桃竹苗,2017,8,2761,782706,3.528
北北基桃竹苗,2017,9,1506,716831,2.101
北北基桃竹苗,2017,10,1597,746190,2.14
北北基桃竹苗,2017,11,1916,748069,2.561
北北基桃竹苗,2017,12,3728,799617,4.662
北北基桃竹苗,2018,1,7359,898137,8.194
北北基桃竹苗,2018,2,6794,899822,7.55
北北基桃竹苗,2018,3,5375,891988,6.026
北北基桃竹苗,2018,4,2026,840437,2.411
北北基桃竹苗,2018,5,1416,777060,1.822
北北基桃竹苗,2018,6,1384,798373,1.734
北北基桃竹苗,2018,7,1520,795721,1.91
北北基桃竹苗,2018,8,1650,829486,1.989
北北基桃竹苗,2018,9,1811,847198,2.138
北北基桃竹苗,2018,10,1944,840891,2.312
北北基桃竹苗,2018,11,2118,843656,2.511
北北基桃竹苗,2018,12,3325,869658,3.823
北北基桃竹苗,2019,1,6616,894488,7.396
北北基桃竹苗,2019,2,5215,891946,5.847
北北基桃竹苗,2019,3,3997,891690,4.482
北北基桃竹苗,2019,4,2475,858987,2.881
北北基桃竹苗,2019,5,2621,860132,3.047
北北基桃竹苗,2019,6,2975,876050,3.396
北北基桃竹苗,2019,7,3277,882331,3.714
北北基桃竹苗,2019,8,2756,854149,3.227
北北基桃竹苗,2019,9,2890,859229,3.363
北北基桃竹苗,2019,10,2790,869204,3.21
北北基桃竹苗,2019,11,3047,863711,3.528
北北基桃竹苗,2019,12,5359,886633,6.044
宜花東,2016,1,293,48484,6.043
宜花東,2016,2,731,56506,12.937
宜花東,2016,3,624,54552,11.439
宜花東,2016,4,201,44054,4.563
宜花東,2016,5,102,35982,2.835
宜花東,2016,6,84,26399,3.182
宜花東,2016,7,29,14003,2.071
宜花東,2016,8,52,25757,2.019
宜花東,2016,9,42,21502,1.953
宜花東,2016,10,129,40390,3.194
宜花東,2016,11,152,44855,3.389
宜花東,2016,12,193,40461,4.77
宜花東,2017,1,139,39510,3.518
宜花東,2017,2,103,37445,2.751
宜花東,2017,3,143,37495,3.814
宜花東,2017,4,115,39758,2.892
宜花東,2017,5,229,47830,4.788
宜花東,2017,6,585,52714,11.098
宜花東,2017,7,517,53906,9.591
宜花東,2017,8,150,37445,4.006
宜花東,2017,9,96,35981,2.668
宜花東,2017,10,94,25083,3.748
宜花東,2017,11,99,33305,2.973
宜花東,2017,12,303,49217,6.156
宜花東,2018,1,491,56692,8.661
宜花東,2018,2,470,59688,7.874
宜花東,2018,3,313,53656,5.833
宜花東,2018,4,93,39840,2.334
宜花東,2018,5,66,19045,3.465
宜花東,2018,6,133,30956,4.296
宜花東,2018,7,91,37822,2.406
宜花東,2018,8,56,23687,2.364
宜花東,2018,9,69,28599,2.413
宜花東,2018,10,92,34922,2.634
宜花東,2018,11,77,26036,2.957
宜花東,2018,12,151,52297,2.887
宜花東,2019,1,385,57592,6.685
宜花東,2019,2,366,51777,7.069
宜花東,2019,3,183,40891,4.475
宜花東,2019,4,136,31776,4.28
宜花東,2019,5,195,48851,3.992
宜花東,2019,6,171,44439,3.848
宜花東,2019,7,208,46271,4.495
宜花東,2019,8,274,53681,5.104
宜花東,2019,9,235,51798,4.537
宜花東,2019,10,159,44927,3.539
宜花東,2019,11,168,47862,3.51
宜花東,2019,12,316,50955,6.202
雲嘉南,2016,1,930,159617,5.826
雲嘉南,2016,2,2838,196619,14.434
雲嘉南,2016,3,2578,198649,12.978
雲嘉南,2016,4,1143,176369,6.481
雲嘉南,2016,5,561,146696,3.824
雲嘉南,2016,6,293,111065,2.638
雲嘉南,2016,7,269,113627,2.367
雲嘉南,2016,8,347,126133,2.751
雲嘉南,2016,9,337,119714,2.815
雲嘉南,2016,10,533,145424,3.665
雲嘉南,2016,11,615,140520,4.377
雲嘉南,2016,12,655,149695,4.376
雲嘉南,2017,1,624,145412,4.291
雲嘉南,2017,2,586,147458,3.974
雲嘉南,2017,3,569,141920,4.009
雲嘉南,2017,4,541,138122,3.917
雲嘉南,2017,5,600,149586,4.011
雲嘉南,2017,6,1320,174256,7.575
雲嘉南,2017,7,1831,183205,9.994
雲嘉南,2017,8,915,169443,5.4
雲嘉南,2017,9,398,124996,3.184
雲嘉南,2017,10,386,129251,2.986
雲嘉南,2017,11,361,110297,3.273
雲嘉南,2017,12,671,146794,4.571
雲嘉南,2018,1,1374,201048,6.834
雲嘉南,2018,2,1575,204681,7.695
雲嘉南,2018,3,1353,204743,6.608
雲嘉南,2018,4,501,142314,3.52
雲嘉南,2018,5,302,120554,2.505
雲嘉南,2018,6,311,133494,2.33
雲嘉南,2018,7,505,141678,3.564
雲嘉南,2018,8,489,140650,3.477
雲嘉南,2018,9,486,141557,3.433
雲嘉南,2018,10,459,142653,3.218
雲嘉南,2018,11,450,145043,3.103
雲嘉南,2018,12,581,144913,4.009
雲嘉南,2019,1,1112,197783,5.622
雲嘉南,2019,2,1121,196153,5.715
雲嘉南,2019,3,931,177662,5.24
雲嘉南,2019,4,629,165113,3.81
雲嘉南,2019,5,753,178685,4.214
雲嘉南,2019,6,730,173308,4.212
雲嘉南,2019,7,1009,184092,5.481
雲嘉南,2019,8,907,174713,5.191
雲嘉南,2019,9,850,173210,4.907
雲嘉南,2019,10,676,172351,3.922
雲嘉南,2019,11,628,152411,4.12
雲嘉南,2019,12,874,175892,4.969
高屏,2016,1,1181,206596,5.716
高屏,2016,2,3102,236218,13.132
高屏,2016,3,3179,233935,13.589
高屏,2016,4,1615,218551,7.39
高屏,2016,5,827,201211,4.11
高屏,2016,6,595,193738,3.071
高屏,2016,7,554,187660,2.952
高屏,2016,8,681,193030,3.528
高屏,2016,9,629,181107,3.473
高屏,2016,10,821,201803,4.068
高屏,2016,11,1018,209739,4.854
高屏,2016,12,1101,211615,5.203
高屏,2017,1,1028,202842,5.068
高屏,2017,2,988,204011,4.843
高屏,2017,3,940,198232,4.742
高屏,2017,4,784,196918,3.981
高屏,2017,5,886,194850,4.547
高屏,2017,6,2071,226263,9.153
高屏,2017,7,2584,227805,11.343
高屏,2017,8,1412,215024,6.567
高屏,2017,9,778,199769,3.894
高屏,2017,10,724,194415,3.724
高屏,2017,11,776,198617,3.907
高屏,2017,12,1061,201183,5.274
高屏,2018,1,1884,255498,7.374
高屏,2018,2,2113,247661,8.532
高屏,2018,3,1884,249968,7.537
高屏,2018,4,838,222740,3.762
高屏,2018,5,594,208441,2.85
高屏,2018,6,562,210980,2.664
高屏,2018,7,836,217089,3.851
高屏,2018,8,858,221585,3.872
高屏,2018,9,889,231082,3.847
高屏,2018,10,738,212819,3.468
高屏,2018,11,818,220547,3.709
高屏,2018,12,957,224932,4.255
高屏,2019,1,1438,241583,5.952
高屏,2019,2,1442,246435,5.851
高屏,2019,3,1240,237888,5.213
高屏,2019,4,833,223011,3.735
高屏,2019,5,933,220036,4.24
高屏,2019,6,1142,239284,4.773
高屏,2019,7,1458,236117,6.175
高屏,2019,8,1190,234290,5.079
高屏,2019,9,1301,230148,5.653
高屏,2019,10,942,230113,4.094
高屏,2019,11,925,218604,4.231
高屏,2019,12,1144,229144,4.992
