ID1_CITY,year,month,case_c,case_per_capita(‰)
0101,2016,1,135,3.598
0101,2016,2,167,4.451
0101,2016,3,175,4.664
0101,2016,4,140,3.731
0101,2016,5,128,3.412
0101,2016,6,112,2.985
0101,2016,7,109,2.905
0101,2016,8,116,3.092
0101,2016,9,98,2.612
0101,2016,10,119,3.172
0101,2016,11,128,3.412
0101,2016,12,120,3.198
0101,2017,1,149,3.804
0101,2017,2,140,3.575
0101,2017,3,152,3.881
0101,2017,4,147,3.753
0101,2017,5,159,4.06
0101,2017,6,141,3.6
0101,2017,7,137,3.498
0101,2017,8,135,3.447
0101,2017,9,128,3.268
0101,2017,10,106,2.706
0101,2017,11,124,3.166
0101,2017,12,149,3.804
0101,2018,1,155,3.795
0101,2018,2,159,3.893
0101,2018,3,200,4.897
0101,2018,4,169,4.138
0101,2018,5,135,3.305
0101,2018,6,130,3.183
0101,2018,7,122,2.987
0101,2018,8,114,2.791
0101,2018,9,144,3.526
0101,2018,10,101,2.473
0101,2018,11,131,3.207
0101,2018,12,138,3.379
0101,2019,1,183,4.461
0101,2019,2,148,3.608
0101,2019,3,157,3.828
0101,2019,4,163,3.974
0101,2019,5,161,3.925
0101,2019,6,143,3.486
0101,2019,7,140,3.413
0101,2019,8,144,3.511
0101,2019,9,141,3.438
0101,2019,10,163,3.974
0101,2019,11,132,3.218
0101,2019,12,147,3.584
0102,2016,1,141,3.211
0102,2016,2,223,5.078
0102,2016,3,204,4.645
0102,2016,4,175,3.985
0102,2016,5,172,3.917
0102,2016,6,143,3.256
0102,2016,7,144,3.279
0102,2016,8,154,3.507
0102,2016,9,143,3.256
0102,2016,10,140,3.188
0102,2016,11,165,3.757
0102,2016,12,162,3.689
0102,2017,1,155,3.544
0102,2017,2,157,3.589
0102,2017,3,154,3.521
0102,2017,4,143,3.269
0102,2017,5,155,3.544
0102,2017,6,171,3.909
0102,2017,7,184,4.207
0102,2017,8,139,3.178
0102,2017,9,123,2.812
0102,2017,10,133,3.041
0102,2017,11,147,3.361
0102,2017,12,179,4.092
0102,2018,1,169,3.479
0102,2018,2,192,3.952
0102,2018,3,203,4.179
0102,2018,4,190,3.911
0102,2018,5,180,3.705
0102,2018,6,149,3.067
0102,2018,7,144,2.964
0102,2018,8,143,2.943
0102,2018,9,136,2.799
0102,2018,10,148,3.046
0102,2018,11,139,2.861
0102,2018,12,158,3.252
0102,2019,1,189,3.881
0102,2019,2,166,3.409
0102,2019,3,187,3.84
0102,2019,4,179,3.676
0102,2019,5,191,3.922
0102,2019,6,188,3.861
0102,2019,7,165,3.388
0102,2019,8,166,3.409
0102,2019,9,166,3.409
0102,2019,10,184,3.779
0102,2019,11,185,3.799
0102,2019,12,203,4.169
0109,2016,1,58,3.206
0109,2016,2,94,5.197
0109,2016,3,85,4.699
0109,2016,4,88,4.865
0109,2016,5,73,4.036
0109,2016,6,59,3.262
0109,2016,7,50,2.764
0109,2016,8,65,3.593
0109,2016,9,50,2.764
0109,2016,10,60,3.317
0109,2016,11,63,3.483
0109,2016,12,78,4.312
0109,2017,1,71,4.006
0109,2017,2,68,3.837
0109,2017,3,77,4.345
0109,2017,4,61,3.442
0109,2017,5,69,3.893
0109,2017,6,88,4.966
0109,2017,7,72,4.063
0109,2017,8,63,3.555
0109,2017,9,66,3.724
0109,2017,10,46,2.596
0109,2017,11,69,3.893
0109,2017,12,76,4.288
0109,2018,1,80,4.081
0109,2018,2,89,4.541
0109,2018,3,94,4.796
0109,2018,4,66,3.367
0109,2018,5,72,3.673
0109,2018,6,65,3.316
0109,2018,7,70,3.571
0109,2018,8,70,3.571
0109,2018,9,68,3.469
0109,2018,10,92,4.694
0109,2018,11,80,4.081
0109,2018,12,72,3.673
0109,2019,1,99,5.185
0109,2019,2,87,4.557
0109,2019,3,109,5.709
0109,2019,4,110,5.762
0109,2019,5,95,4.976
0109,2019,6,87,4.557
0109,2019,7,83,4.347
0109,2019,8,73,3.824
0109,2019,9,79,4.138
0109,2019,10,73,3.824
0109,2019,11,69,3.614
0109,2019,12,90,4.714
0110,2016,1,186,3.156
0110,2016,2,251,4.259
0110,2016,3,266,4.514
0110,2016,4,247,4.192
0110,2016,5,207,3.513
0110,2016,6,178,3.021
0110,2016,7,145,2.461
0110,2016,8,162,2.749
0110,2016,9,149,2.529
0110,2016,10,142,2.41
0110,2016,11,176,2.987
0110,2016,12,218,3.699
0110,2017,1,172,2.915
0110,2017,2,210,3.559
0110,2017,3,219,3.711
0110,2017,4,201,3.406
0110,2017,5,193,3.271
0110,2017,6,181,3.067
0110,2017,7,194,3.288
0110,2017,8,166,2.813
0110,2017,9,133,2.254
0110,2017,10,161,2.728
0110,2017,11,175,2.966
0110,2017,12,187,3.169
0110,2018,1,220,3.48
0110,2018,2,230,3.638
0110,2018,3,243,3.844
0110,2018,4,220,3.48
0110,2018,5,184,2.911
0110,2018,6,181,2.863
0110,2018,7,167,2.642
0110,2018,8,192,3.037
0110,2018,9,146,2.31
0110,2018,10,182,2.879
0110,2018,11,187,2.958
0110,2018,12,191,3.021
0110,2019,1,242,3.773
0110,2019,2,208,3.243
0110,2019,3,194,3.025
0110,2019,4,223,3.477
0110,2019,5,221,3.446
0110,2019,6,189,2.947
0110,2019,7,211,3.29
0110,2019,8,176,2.744
0110,2019,9,188,2.931
0110,2019,10,211,3.29
0110,2019,11,194,3.025
0110,2019,12,236,3.68
0111,2016,1,144,3.655
0111,2016,2,219,5.558
0111,2016,3,193,4.898
0111,2016,4,138,3.503
0111,2016,5,136,3.452
0111,2016,6,130,3.299
0111,2016,7,131,3.325
0111,2016,8,107,2.716
0111,2016,9,115,2.919
0111,2016,10,126,3.198
0111,2016,11,122,3.096
0111,2016,12,138,3.503
0111,2017,1,153,3.785
0111,2017,2,143,3.537
0111,2017,3,142,3.512
0111,2017,4,138,3.413
0111,2017,5,154,3.809
0111,2017,6,140,3.463
0111,2017,7,124,3.067
0111,2017,8,108,2.671
0111,2017,9,111,2.746
0111,2017,10,100,2.474
0111,2017,11,120,2.968
0111,2017,12,145,3.587
0111,2018,1,171,3.929
