ID1_CITY,year,month,case_c,case_per_capita(‰)
0101,2016,1,177,4.717
0101,2016,2,200,5.33
0101,2016,3,213,5.677
0101,2016,4,164,4.371
0101,2016,5,183,4.877
0101,2016,6,145,3.865
0101,2016,7,170,4.531
0101,2016,8,145,3.865
0101,2016,9,136,3.625
0101,2016,10,151,4.025
0101,2016,11,172,4.584
0101,2016,12,178,4.744
0101,2017,1,169,4.315
0101,2017,2,155,3.958
0101,2017,3,177,4.519
0101,2017,4,172,4.392
0101,2017,5,161,4.111
0101,2017,6,184,4.698
0101,2017,7,180,4.596
0101,2017,8,153,3.906
0101,2017,9,158,4.034
0101,2017,10,177,4.519
0101,2017,11,172,4.392
0101,2017,12,184,4.698
0101,2018,1,203,4.97
0101,2018,2,201,4.921
0101,2018,3,215,5.264
0101,2018,4,205,5.019
0101,2018,5,185,4.53
0101,2018,6,171,4.187
0101,2018,7,170,4.162
0101,2018,8,158,3.869
0101,2018,9,140,3.428
0101,2018,10,158,3.869
0101,2018,11,164,4.015
0101,2018,12,192,4.701
0101,2019,1,193,4.705
0101,2019,2,175,4.266
0101,2019,3,203,4.949
0101,2019,4,185,4.51
0101,2019,5,188,4.583
0101,2019,6,176,4.291
0101,2019,7,151,3.681
0101,2019,8,159,3.876
0101,2019,9,140,3.413
0101,2019,10,183,4.461
0101,2019,11,169,4.12
0101,2019,12,200,4.876
0102,2016,1,253,5.761
0102,2016,2,284,6.467
0102,2016,3,272,6.194
0102,2016,4,266,6.057
0102,2016,5,238,5.42
0102,2016,6,177,4.031
0102,2016,7,199,4.532
0102,2016,8,217,4.941
0102,2016,9,182,4.144
0102,2016,10,206,4.691
0102,2016,11,197,4.486
0102,2016,12,226,5.146
0102,2017,1,233,5.327
0102,2017,2,251,5.738
0102,2017,3,263,6.013
0102,2017,4,215,4.915
0102,2017,5,221,5.052
0102,2017,6,220,5.03
0102,2017,7,218,4.984
0102,2017,8,197,4.504
0102,2017,9,201,4.595
0102,2017,10,186,4.252
0102,2017,11,211,4.824
0102,2017,12,225,5.144
0102,2018,1,241,4.961
0102,2018,2,222,4.57
0102,2018,3,280,5.763
0102,2018,4,224,4.611
0102,2018,5,235,4.837
0102,2018,6,195,4.014
0102,2018,7,182,3.746
0102,2018,8,221,4.549
0102,2018,9,179,3.684
0102,2018,10,201,4.137
0102,2018,11,222,4.57
0102,2018,12,229,4.714
0102,2019,1,260,5.339
0102,2019,2,212,4.354
0102,2019,3,276,5.668
0102,2019,4,243,4.99
0102,2019,5,234,4.805
0102,2019,6,215,4.415
0102,2019,7,226,4.641
0102,2019,8,214,4.395
0102,2019,9,198,4.066
0102,2019,10,218,4.477
0102,2019,11,218,4.477
0102,2019,12,240,4.929
0109,2016,1,94,5.197
0109,2016,2,113,6.247
0109,2016,3,122,6.744
0109,2016,4,101,5.584
0109,2016,5,88,4.865
0109,2016,6,85,4.699
0109,2016,7,75,4.146
0109,2016,8,82,4.533
0109,2016,9,74,4.091
0109,2016,10,84,4.644
0109,2016,11,105,5.805
0109,2016,12,85,4.699
0109,2017,1,89,5.022
0109,2017,2,101,5.699
0109,2017,3,104,5.868
0109,2017,4,85,4.796
0109,2017,5,99,5.586
0109,2017,6,106,5.981
0109,2017,7,92,5.191
0109,2017,8,70,3.95
0109,2017,9,99,5.586
0109,2017,10,81,4.571
0109,2017,11,96,5.417
0109,2017,12,106,5.981
0109,2018,1,101,5.153
0109,2018,2,92,4.694
0109,2018,3,118,6.02
0109,2018,4,100,5.102
0109,2018,5,75,3.826
0109,2018,6,79,4.03
0109,2018,7,81,4.132
0109,2018,8,84,4.285
0109,2018,9,63,3.214
0109,2018,10,86,4.388
0109,2018,11,84,4.285
0109,2018,12,85,4.337
0109,2019,1,113,5.919
0109,2019,2,83,4.347
0109,2019,3,99,5.185
0109,2019,4,106,5.552
0109,2019,5,90,4.714
0109,2019,6,101,5.29
0109,2019,7,94,4.924
0109,2019,8,85,4.452
0109,2019,9,81,4.243
0109,2019,10,91,4.766
0109,2019,11,82,4.295
0109,2019,12,97,5.081
0110,2016,1,275,4.667
0110,2016,2,293,4.972
0110,2016,3,325,5.515
0110,2016,4,288,4.887
0110,2016,5,271,4.599
0110,2016,6,226,3.835
0110,2016,7,204,3.462
0110,2016,8,239,4.056
0110,2016,9,202,3.428
0110,2016,10,223,3.784
0110,2016,11,242,4.107
0110,2016,12,263,4.463
0110,2017,1,251,4.254
0110,2017,2,242,4.101
0110,2017,3,241,4.084
0110,2017,4,246,4.169
0110,2017,5,241,4.084
0110,2017,6,235,3.983
0110,2017,7,229,3.881
0110,2017,8,217,3.677
0110,2017,9,220,3.728
0110,2017,10,255,4.321
0110,2017,11,280,4.745
0110,2017,12,248,4.203
0110,2018,1,331,5.236
0110,2018,2,307,4.856
0110,2018,3,335,5.299
0110,2018,4,296,4.682
0110,2018,5,265,4.192
0110,2018,6,240,3.797
0110,2018,7,240,3.797
0110,2018,8,236,3.733
0110,2018,9,243,3.844
0110,2018,10,234,3.702
0110,2018,11,241,3.812
0110,2018,12,248,3.923
0110,2019,1,326,5.083
0110,2019,2,256,3.992
0110,2019,3,252,3.929
0110,2019,4,273,4.257
0110,2019,5,290,4.522
0110,2019,6,245,3.82
0110,2019,7,249,3.882
0110,2019,8,225,3.508
0110,2019,9,230,3.586
0110,2019,10,266,4.148
0110,2019,11,265,4.132
0110,2019,12,312,4.865
0111,2016,1,183,4.645
0111,2016,2,215,5.457
0111,2016,3,230,5.838
0111,2016,4,191,4.848
0111,2016,5,168,4.264
0111,2016,6,154,3.909
0111,2016,7,146,3.706
0111,2016,8,163,4.137
0111,2016,9,136,3.452
0111,2016,10,158,4.01
0111,2016,11,185,4.695
0111,2016,12,190,4.822
0111,2017,1,191,4.724
0111,2017,2,177,4.378
0111,2017,3,190,4.7
0111,2017,4,192,4.749
0111,2017,5,176,4.353
0111,2017,6,192,4.749
0111,2017,7,176,4.353
0111,2017,8,172,4.254
0111,2017,9,148,3.661
0111,2017,10,161,3.982
0111,2017,11,165,4.081
0111,2017,12,186,4.601
0111,2018,1,175,4.021
0111,2018,2,173,3.975
0111,2018,3,240,5.515
0111,2018,4,212,4.871
0111,2018,5,179,4.113
0111,2018,6,172,3.952
0111,2018,7,161,3.7
0111,2018,8,172,3.952
