ID1_CITY,year,month,case_c,case_per_capita(‰)
0101,2016,1,46,1.226
0101,2016,2,52,1.386
0101,2016,3,65,1.732
0101,2016,4,34,0.906
0101,2016,5,27,0.72
0101,2016,6,28,0.746
0101,2016,7,25,0.666
0101,2016,8,42,1.119
0101,2016,9,25,0.666
0101,2016,10,29,0.773
0101,2016,11,39,1.039
0101,2016,12,33,0.88
0101,2017,1,53,1.353
0101,2017,2,60,1.532
0101,2017,3,53,1.353
0101,2017,4,53,1.353
0101,2017,5,38,0.97
0101,2017,6,33,0.843
0101,2017,7,34,0.868
0101,2017,8,26,0.664
0101,2017,9,25,0.638
0101,2017,10,32,0.817
0101,2017,11,35,0.894
0101,2017,12,38,0.97
0101,2018,1,58,1.42
0101,2018,2,52,1.273
0101,2018,3,68,1.665
0101,2018,4,50,1.224
0101,2018,5,37,0.906
0101,2018,6,41,1.004
0101,2018,7,33,0.808
0101,2018,8,36,0.881
0101,2018,9,25,0.612
0101,2018,10,50,1.224
0101,2018,11,36,0.881
0101,2018,12,42,1.028
0101,2019,1,62,1.512
0101,2019,2,46,1.121
0101,2019,3,47,1.146
0101,2019,4,28,0.683
0101,2019,5,39,0.951
0101,2019,6,37,0.902
0101,2019,7,33,0.805
0101,2019,8,26,0.634
0101,2019,9,24,0.585
0101,2019,10,40,0.975
0101,2019,11,57,1.39
0101,2019,12,52,1.268
0102,2016,1,66,1.503
0102,2016,2,54,1.23
0102,2016,3,74,1.685
0102,2016,4,40,0.911
0102,2016,5,44,1.002
0102,2016,6,41,0.934
0102,2016,7,22,0.501
0102,2016,8,28,0.638
0102,2016,9,25,0.569
0102,2016,10,33,0.751
0102,2016,11,36,0.82
0102,2016,12,58,1.321
0102,2017,1,51,1.166
0102,2017,2,77,1.76
0102,2017,3,58,1.326
0102,2017,4,40,0.914
0102,2017,5,44,1.006
0102,2017,6,30,0.686
0102,2017,7,41,0.937
0102,2017,8,35,0.8
0102,2017,9,29,0.663
0102,2017,10,41,0.937
0102,2017,11,32,0.732
0102,2017,12,62,1.417
0102,2018,1,75,1.544
0102,2018,2,77,1.585
0102,2018,3,78,1.606
0102,2018,4,55,1.132
0102,2018,5,57,1.173
0102,2018,6,47,0.967
0102,2018,7,36,0.741
0102,2018,8,45,0.926
0102,2018,9,41,0.844
0102,2018,10,55,1.132
0102,2018,11,42,0.865
0102,2018,12,62,1.276
0102,2019,1,67,1.376
0102,2019,2,50,1.027
0102,2019,3,47,0.965
0102,2019,4,44,0.904
0102,2019,5,44,0.904
0102,2019,6,36,0.739
0102,2019,7,36,0.739
0102,2019,8,36,0.739
0102,2019,9,38,0.78
0102,2019,10,48,0.986
0102,2019,11,44,0.904
0102,2019,12,53,1.088
0109,2016,1,23,1.271
0109,2016,2,32,1.769
0109,2016,3,34,1.88
0109,2016,4,27,1.493
0109,2016,5,14,0.774
0109,2016,6,11,0.608
0109,2016,7,16,0.885
0109,2016,8,18,0.995
0109,2016,9,14,0.774
0109,2016,10,18,0.995
0109,2016,11,16,0.885
0109,2016,12,36,1.99
0109,2017,1,21,1.185
0109,2017,2,33,1.862
0109,2017,3,31,1.749
0109,2017,4,21,1.185
0109,2017,5,15,0.846
0109,2017,6,15,0.846
0109,2017,7,15,0.846
0109,2017,8,19,1.072
0109,2017,9,13,0.734
0109,2017,10,17,0.959
0109,2017,11,15,0.846
0109,2017,12,23,1.298
0109,2018,1,31,1.582
0109,2018,2,30,1.531
0109,2018,3,39,1.99
0109,2018,4,25,1.275
0109,2018,5,14,0.714
0109,2018,6,4,0.204
0109,2018,7,11,0.561
0109,2018,8,7,0.357
0109,2018,9,17,0.867
0109,2018,10,20,1.02
0109,2018,11,18,0.918
0109,2018,12,18,0.918
0109,2019,1,19,0.995
0109,2019,2,28,1.467
0109,2019,3,31,1.624
0109,2019,4,22,1.152
0109,2019,5,17,0.89
0109,2019,6,15,0.786
0109,2019,7,13,0.681
0109,2019,8,9,0.471
0109,2019,9,6,0.314
0109,2019,10,15,0.786
0109,2019,11,20,1.048
0109,2019,12,30,1.571
0110,2016,1,69,1.171
0110,2016,2,73,1.239
0110,2016,3,93,1.578
0110,2016,4,51,0.865
0110,2016,5,38,0.645
0110,2016,6,55,0.933
0110,2016,7,53,0.899
0110,2016,8,68,1.154
0110,2016,9,38,0.645
0110,2016,10,32,0.543
0110,2016,11,57,0.967
0110,2016,12,64,1.086
0110,2017,1,83,1.407
0110,2017,2,87,1.474
0110,2017,3,82,1.39
0110,2017,4,70,1.186
0110,2017,5,59,1.0
0110,2017,6,41,0.695
0110,2017,7,58,0.983
0110,2017,8,55,0.932
0110,2017,9,47,0.797
0110,2017,10,59,1.0
0110,2017,11,59,1.0
0110,2017,12,104,1.762
0110,2018,1,105,1.661
0110,2018,2,94,1.487
0110,2018,3,107,1.693
0110,2018,4,82,1.297
0110,2018,5,52,0.823
0110,2018,6,52,0.823
0110,2018,7,40,0.633
0110,2018,8,43,0.68
0110,2018,9,52,0.823
0110,2018,10,51,0.807
0110,2018,11,51,0.807
0110,2018,12,78,1.234
0110,2019,1,91,1.419
0110,2019,2,73,1.138
0110,2019,3,98,1.528
0110,2019,4,50,0.78
0110,2019,5,54,0.842
0110,2019,6,47,0.733
0110,2019,7,43,0.67
0110,2019,8,42,0.655
0110,2019,9,45,0.702
0110,2019,10,52,0.811
0110,2019,11,78,1.216
0110,2019,12,88,1.372
0111,2016,1,60,1.523
0111,2016,2,55,1.396
0111,2016,3,75,1.904
0111,2016,4,37,0.939
0111,2016,5,24,0.609
0111,2016,6,37,0.939
0111,2016,7,27,0.685
0111,2016,8,27,0.685
0111,2016,9,25,0.635
0111,2016,10,36,0.914
0111,2016,11,31,0.787
0111,2016,12,63,1.599
0111,2017,1,54,1.336
0111,2017,2,79,1.954
0111,2017,3,58,1.435
0111,2017,4,60,1.484
0111,2017,5,39,0.965
0111,2017,6,28,0.693
0111,2017,7,43,1.064
0111,2017,8,34,0.841
0111,2017,9,37,0.915
0111,2017,10,45,1.113
