ID1_CITY,year,month,case_c,case_per_capita(‰)
0101,2016,1,1232,32.836
0101,2016,2,1680,44.776
0101,2016,3,1421,37.873
0101,2016,4,1083,28.865
0101,2016,5,968,25.8
0101,2016,6,710,18.923
0101,2016,7,714,19.03
0101,2016,8,764,20.362
0101,2016,9,736,19.616
0101,2016,10,790,21.055
0101,2016,11,985,26.253
0101,2016,12,1075,28.651
0101,2017,1,1158,29.566
0101,2017,2,1113,28.418
0101,2017,3,1143,29.183
0101,2017,4,1042,26.605
0101,2017,5,1036,26.452
0101,2017,6,978,24.971
0101,2017,7,947,24.179
0101,2017,8,709,18.102
0101,2017,9,733,18.715
0101,2017,10,831,21.217
0101,2017,11,991,25.303
0101,2017,12,1278,32.63
0101,2018,1,1437,35.184
0101,2018,2,1332,32.613
0101,2018,3,1427,34.94
0101,2018,4,1133,27.741
0101,2018,5,942,23.064
0101,2018,6,801,19.612
0101,2018,7,756,18.51
0101,2018,8,807,19.759
0101,2018,9,892,21.84
0101,2018,10,1035,25.342
0101,2018,11,986,24.142
0101,2018,12,1176,28.794
0101,2019,1,1469,35.814
0101,2019,2,1276,31.108
0101,2019,3,1245,30.353
0101,2019,4,1140,27.793
0101,2019,5,1107,26.988
0101,2019,6,930,22.673
0101,2019,7,878,21.405
0101,2019,8,840,20.479
0101,2019,9,901,21.966
0101,2019,10,1071,26.11
0101,2019,11,1101,26.842
0101,2019,12,1293,31.523
0102,2016,1,1287,29.307
0102,2016,2,1719,39.145
0102,2016,3,1576,35.888
0102,2016,4,1201,27.349
0102,2016,5,984,22.407
0102,2016,6,820,18.673
0102,2016,7,760,17.307
0102,2016,8,802,18.263
0102,2016,9,775,17.648
0102,2016,10,830,18.901
0102,2016,11,993,22.612
0102,2016,12,1099,25.026
0102,2017,1,1145,26.177
0102,2017,2,1088,24.874
0102,2017,3,1194,27.297
0102,2017,4,1061,24.256
0102,2017,5,1048,23.959
0102,2017,6,910,20.804
0102,2017,7,891,20.37
0102,2017,8,713,16.3
0102,2017,9,740,16.918
0102,2017,10,886,20.256
0102,2017,11,973,22.245
0102,2017,12,1292,29.538
0102,2018,1,1507,31.02
0102,2018,2,1495,30.773
0102,2018,3,1467,30.196
0102,2018,4,1239,25.503
0102,2018,5,991,20.399
0102,2018,6,840,17.29
0102,2018,7,795,16.364
0102,2018,8,876,18.031
0102,2018,9,909,18.711
0102,2018,10,1025,21.098
0102,2018,11,1021,21.016
