平移量(週數),Spearman 係數,Pearson 係數,Kendall Tau
104,0.30416490580601735,0.2830817388850586,0.20663481856801946
107,0.29591251956610887,0.2694068273575508,0.20068822457887195
2,0.2928708568317731,0.28210780234940885,0.1984827632810103
105,0.2868769779128952,0.2624121246879656,0.19474114054330094
106,0.286697080678139,0.25804240636069053,0.19415433089977444
1,0.28539185977589526,0.2655305520166175,0.19381405407983404
108,0.2852058932553161,0.26259217930493356,0.19334925078487858
160,0.2847163472614928,0.2516348942722067,0.19192072738356963
103,0.2731119971137249,0.24661935608305635,0.18497977402946814
3,0.2723624934538669,0.2572798645164906,0.18477054823801464
53,0.27158599386278903,0.25011426228141703,0.18428895894487357
54,0.2689968217560004,0.2513502298489865,0.18267958512091337
4,0.26833517811041024,0.24642838995971478,0.18184067834454093
109,0.26430531722427036,0.24631052617115845,0.17898995229241443
52,0.26301687433780435,0.24269601260662982,0.17850382389997196
51,0.2615692372639821,0.2438273825826314,0.1776827224618295
102,0.2614117613513167,0.23651814226798068,0.17667902661298637
5,0.26121871465781316,0.24580467560788544,0.177063373820816
158,0.25838893219198905,0.2399360342630049,0.17503399433170264
55,0.2541666321206326,0.23773339930971768,0.17205389666685925
101,0.253991373190858,0.23049703167421526,0.17142601103027608
50,0.25207558896444743,0.22765175581947847,0.17050145000196493
49,0.24951450702695635,0.22783541517890077,0.16877176991598486
163,0.24498558824140354,0.21274054546798135,0.16553543800021694
6,0.24401523444428708,0.22709182210938042,0.16489028809257775
57,0.24121722678330193,0.22646906605028833,0.1632543909593986
7,0.23925084543205657,0.22292979681523456,0.16129549177362684
56,0.23764307911380256,0.21652335839156803,0.16094547036145268
155,0.23493834408960973,0.20424692862859092,0.1577922548288104
161,0.2349186261797797,0.20650153385703615,0.15820460409870746
110,0.2343442384204447,0.21786252625301264,0.15865507784016794
112,0.23228394436061034,0.21370430254052655,0.15707102554015961
111,0.23222008919329515,0.21021303621917278,0.1572420226230685
156,0.23179302610320082,0.21226226169456724,0.15656761614709658
162,0.22832271037923155,0.18916833104016267,0.1537253032241331
157,0.22483440431453972,0.19399658862633282,0.1517475758481989
58,0.2241002287128513,0.21385490984844424,0.15147690188893392
48,0.22403960630274378,0.20045440345613677,0.15093216242466714
59,0.22374147040903777,0.21333600977443617,0.1513473243648974
100,0.21891909094230572,0.197162955068473,0.14750660903340215
159,0.21692079881432536,0.17165127204139313,0.14595877281893513
154,0.2133580540870755,0.18294712127232943,0.14412680601476996
164,0.2074958016892727,0.1838524294790378,0.14015380944366893
47,0.2032158560363721,0.18732901102268268,0.13646362231600925
8,0.19834098130228786,0.18918355599771994,0.13371530637047954
165,0.1937327669039909,0.16902905360023893,0.13046690764220598
99,0.18582315287055814,0.16739371229673547,0.12448659710990294
153,0.18418164697137773,0.16237933212645222,0.12453934711058626
60,0.18319427166600175,0.16951507264643584,0.12353584459201225
113,0.1792025675560458,0.1702091657471348,0.12085864165638802
9,0.17662681738128022,0.16529960167864347,0.1188370362657166
166,0.1749037498263897,0.14155730475198786,0.11752574747489421
46,0.17193513588048312,0.15670417042968773,0.11526841881735843
61,0.17184053887918707,0.16186538304564074,0.11587308174331062
152,0.16543089926425467,0.147397992088805,0.11168472268758554
167,0.16000980870902612,0.12759525678715758,0.10757124260516568
