ID1_CITY,C_NAME,year,total_pop
0302,臺中市東勢區,2018,3034
0303,臺中市大甲區,2018,5795
0304,臺中市清水區,2018,6160
0305,臺中市沙鹿區,2018,5905
0306,臺中市梧棲區,2018,5015
0307,臺中市后里區,2018,4100
0308,臺中市神岡區,2018,6119
0309,臺中市潭子區,2018,8662
0310,臺中市大雅區,2018,7703
0311,臺中市新社區,2018,1678
0312,臺中市石岡區,2018,822
0313,臺中市外埔區,2018,1760
0314,臺中市大安區,2018,1055
0315,臺中市烏日區,2018,5584
0316,臺中市大肚區,2018,3236
0317,臺中市龍井區,2018,3871
0318,臺中市霧峰區,2018,4613
0319,臺中市太平區,2018,10533
0320,臺中市大里區,2018,11756
0321,臺中市和平區,2018,807
0322,臺中市中區,2018,5896
0323,臺中市東區,2018,5722
0324,臺中市西區,2018,14572
0325,臺中市南區,2018,6913
0326,臺中市北區,2018,16169
0327,臺中市西屯區,2018,25140
0328,臺中市南屯區,2018,15297
0329,臺中市北屯區,2018,15155
0501,臺南市新營區,2018,10748
0502,臺南市鹽水區,2018,1703
0503,臺南市白河區,2018,1890
0504,臺南市麻豆區,2018,2695
0505,臺南市佳里區,2018,8566
0506,臺南市新化區,2018,2560
0507,臺南市善化區,2018,6752
0508,臺南市學甲區,2018,1253
0509,臺南市柳營區,2018,1474
0510,臺南市後壁區,2018,1566
0511,臺南市東山區,2018,1469
0512,臺南市下營區,2018,1341
0513,臺南市六甲區,2018,1043
0514,臺南市官田區,2018,1959
0515,臺南市大內區,2018,655
0516,臺南市西港區,2018,1438
0517,臺南市七股區,2018,867
0518,臺南市將軍區,2018,761
0519,臺南市北門區,2018,316
0520,臺南市新市區,2018,3767
0521,臺南市安定區,2018,2081
0522,臺南市山上區,2018,863
0523,臺南市玉井區,2018,1043
0524,臺南市楠西區,2018,696
0525,臺南市南化區,2018,617
0526,臺南市左鎮區,2018,405
0527,臺南市仁德區,2018,7484
0528,臺南市歸仁區,2018,4311
0529,臺南市關廟區,2018,2346
0530,臺南市龍崎區,2018,336
0531,臺南市永康區,2018,17764
0532,臺南市東區,2018,11020
0533,臺南市南區,2018,8668
0534,臺南市中西區,2018,14534
0535,臺南市北區,2018,7505
0537,臺南市安南區,2018,10747
0538,臺南市安平區,2018,5420
0701,高雄市鳳山區,2018,26062
0702,高雄市岡山區,2018,7998
0703,高雄市旗山區,2018,2548
0704,高雄市美濃區,2018,2639
0705,高雄市林園區,2018,3577
0706,高雄市大寮區,2018,8688
0707,高雄市大樹區,2018,2749
0708,高雄市仁武區,2018,7081
0709,高雄市大社區,2018,2563
0710,高雄市鳥松區,2018,4341
0711,高雄市橋頭區,2018,2353
0712,高雄市燕巢區,2018,3633
0713,高雄市田寮區,2018,575
0714,高雄市阿蓮區,2018,1740
0715,高雄市路竹區,2018,4076
0716,高雄市湖內區,2018,1882
0717,高雄市茄萣區,2018,1728
0718,高雄市永安區,2018,1396
0719,高雄市彌陀區,2018,1085
0720,高雄市梓官區,2018,2150
0721,高雄市六龜區,2018,1022
0722,高雄市甲仙區,2018,701
0723,高雄市杉林區,2018,831
0724,高雄市內門區,2018,1087
0725,高雄市茂林區,2018,87
0726,高雄市桃源區,2018,160
0727,高雄市那瑪夏區,2018,133
0728,高雄市鹽埕區,2018,2029
0729,高雄市鼓山區,2018,8195
0730,高雄市左營區,2018,12304
0731,高雄市楠梓區,2018,11700
0732,高雄市三民區,2018,24559
0733,高雄市新興區,2018,9261
0734,高雄市前金區,2018,5552
0735,高雄市苓雅區,2018,14414
0736,高雄市前鎮區,2018,23373
0737,高雄市旗津區,2018,713
0738,高雄市小港區,2018,12039
1101,基隆市中正區,2018,4588
1102,基隆市七堵區,2018,2818
1103,基隆市暖暖區,2018,1251
1104,基隆市仁愛區,2018,8376
1105,基隆市中山區,2018,1682
1106,基隆市安樂區,2018,2955
1107,基隆市信義區,2018,3066
1200,新竹市,2018,52432
2200,嘉義市,2018,22011
3101,新北市板橋區,2018,40455
3102,新北市三重區,2018,30573
3103,新北市永和區,2018,10923
3104,新北市中和區,2018,33823
3105,新北市新店區,2018,21887
3106,新北市新莊區,2018,23458
3107,新北市樹林區,2018,13797
3108,新北市鶯歌區,2018,4593
3109,新北市三峽區,2018,5454
3110,新北市淡水區,2018,9543
3111,新北市汐止區,2018,16244
3112,新北市瑞芳區,2018,2817
3113,新北市土城區,2018,14311
3114,新北市蘆洲區,2018,8183
3115,新北市五股區,2018,10035
3116,新北市泰山區,2018,4879
3117,新北市林口區,2018,6194
3118,新北市深坑區,2018,1940
3119,新北市石碇區,2018,381
3120,新北市坪林區,2018,366
3121,新北市三芝區,2018,1170
3122,新北市石門區,2018,461
3123,新北市八里區,2018,2314
3124,新北市平溪區,2018,263
3125,新北市雙溪區,2018,226
3126,新北市貢寮區,2018,861
3127,新北市金山區,2018,1952
3128,新北市萬里區,2018,1440
3129,新北市烏來區,2018,225
3201,桃園縣桃園市,2018,38931
3202,桃園縣中壢市,2018,29156
3203,桃園縣大溪鎮,2018,4920
3204,桃園縣楊梅鎮,2018,9525
3205,桃園縣蘆竹鄉,2018,13821
3206,桃園縣大園鄉,2018,9298
3207,桃園縣龜山鄉,2018,17404
3208,桃園縣八德市,2018,9722
3209,桃園縣龍潭鄉,2018,8143
3210,桃園縣平鎮市,2018,13646
3211,桃園縣新屋鄉,2018,3875
3212,桃園縣觀音鄉,2018,5709
3213,桃園縣復興鄉,2018,677
3301,新竹縣關西鎮,2018,1522
3302,新竹縣新埔鎮,2018,2074
3303,新竹縣竹東鎮,2018,5423
3305,新竹縣竹北市,2018,15374
3306,新竹縣湖口鄉,2018,8381
3307,新竹縣橫山鄉,2018,774
3308,新竹縣新豐鄉,2018,2343
3309,新竹縣芎林鄉,2018,1189
3310,新竹縣寶山鄉,2018,1993
3311,新竹縣北埔鄉,2018,462
3312,新竹縣峨眉鄉,2018,348
3313,新竹縣尖石鄉,2018,401
3314,新竹縣五峰鄉,2018,177
3401,宜蘭縣宜蘭市,2018,10441
3402,宜蘭縣羅東鎮,2018,4581
3403,宜蘭縣蘇澳鎮,2018,4023
3404,宜蘭縣頭城鎮,2018,2209
3405,宜蘭縣礁溪鄉,2018,2186
3406,宜蘭縣壯圍鄉,2018,937
3407,宜蘭縣員山鄉,2018,1742
3408,宜蘭縣冬山鄉,2018,2688
3409,宜蘭縣五結鄉,2018,2563
3410,宜蘭縣三星鄉,2018,1266
3411,宜蘭縣大同鄉,2018,219
3412,宜蘭縣南澳鄉,2018,239
3501,苗栗縣苗栗市,2018,8343
3502,苗栗縣苑裡鎮,2018,3077
3503,苗栗縣通霄鎮,2018,2536
3504,苗栗縣竹南鎮,2018,6010
3505,苗栗縣頭份鎮,2018,4661
3506,苗栗縣後龍鎮,2018,2659
3507,苗栗縣卓蘭鎮,2018,1191
3508,苗栗縣大湖鄉,2018,1215
3509,苗栗縣公館鄉,2018,1592
3510,苗栗縣銅鑼鄉,2018,1467
3511,苗栗縣南庄鄉,2018,659
3512,苗栗縣頭屋鄉,2018,516
3513,苗栗縣三義鄉,2018,1152
3514,苗栗縣西湖鄉,2018,546
3515,苗栗縣造橋鄉,2018,832
3516,苗栗縣三灣鄉,2018,408
3517,苗栗縣獅潭鄉,2018,299
3518,苗栗縣泰安鄉,2018,225
3701,彰化縣彰化市,2018,22730
3702,彰化縣鹿港鎮,2018,9124
3703,彰化縣和美鎮,2018,5219
3704,彰化縣北斗鎮,2018,1992
3705,彰化縣員林鎮,2018,7239
3706,彰化縣溪湖鎮,2018,3155
3707,彰化縣田中鎮,2018,2618
3708,彰化縣二林鎮,2018,3268
3709,彰化縣線西鄉,2018,1186
3710,彰化縣伸港鄉,2018,2234
3711,彰化縣福興鄉,2018,3070
3712,彰化縣秀水鄉,2018,3084
3713,彰化縣花壇鄉,2018,2902
3714,彰化縣芬園鄉,2018,1298
3715,彰化縣大村鄉,2018,3320
3716,彰化縣埔鹽鄉,2018,2255
3717,彰化縣埔心鄉,2018,2381
3718,彰化縣永靖鄉,2018,2289
3719,彰化縣社頭鄉,2018,2345
3720,彰化縣二水鄉,2018,963
3721,彰化縣田尾鄉,2018,1535
3722,彰化縣埤頭鄉,2018,1953
3723,彰化縣芳苑鄉,2018,2035
3724,彰化縣大城鄉,2018,1142
3725,彰化縣竹塘鄉,2018,1192
3726,彰化縣溪州鄉,2018,2007
3801,南投縣南投市,2018,12117
3802,南投縣埔里鎮,2018,4744
3803,南投縣草屯鎮,2018,6293
3804,南投縣竹山鎮,2018,3290
3805,南投縣集集鎮,2018,728
3806,南投縣名間鄉,2018,2469
3807,南投縣鹿谷鄉,2018,1246
3808,南投縣中寮鄉,2018,1029
3809,南投縣魚池鄉,2018,1789
3810,南投縣國姓鄉,2018,1327
3811,南投縣水里鄉,2018,1128
3812,南投縣信義鄉,2018,1048
3813,南投縣仁愛鄉,2018,1151
3901,雲林縣斗六市,2018,16742
3902,雲林縣斗南鎮,2018,2621
3903,雲林縣虎尾鎮,2018,4151
3904,雲林縣西螺鎮,2018,2723
3905,雲林縣土庫鎮,2018,1734
3906,雲林縣北港鎮,2018,2152
3907,雲林縣古坑鄉,2018,1944
3908,雲林縣大埤鄉,2018,1100
3909,雲林縣荊桐鄉,2018,1464
3910,雲林縣林內鄉,2018,1076
3911,雲林縣二崙鄉,2018,1956
3912,雲林縣崙背鄉,2018,1613
3913,雲林縣麥寮鄉,2018,3473
3914,雲林縣東勢鄉,2018,937
3915,雲林縣褒忠鄉,2018,791
3916,雲林縣臺西鄉,2018,886
3917,雲林縣元長鄉,2018,1889
3918,雲林縣四湖鄉,2018,4960
3919,雲林縣口湖鄉,2018,1220
3920,雲林縣水林鄉,2018,1768
4001,嘉義縣朴子市,2018,3145
4002,嘉義縣布袋鎮,2018,3544
4003,嘉義縣大林鎮,2018,2431
4004,嘉義縣民雄鄉,2018,5237
4005,嘉義縣溪口鄉,2018,1000
4006,嘉義縣新港鄉,2018,2839
4007,嘉義縣六腳鄉,2018,1636
4008,嘉義縣東石鄉,2018,1085
4009,嘉義縣義竹鄉,2018,1055
4010,嘉義縣鹿草鄉,2018,1124
4011,嘉義縣太保市,2018,2453
4012,嘉義縣水上鄉,2018,2996
4013,嘉義縣中埔鄉,2018,3532
4014,嘉義縣竹崎鄉,2018,2808
4015,嘉義縣梅山鄉,2018,1356
4016,嘉義縣番路鄉,2018,830
4017,嘉義縣大埔鄉,2018,116
4018,嘉義縣阿里山,2018,439
4301,屏東縣屏東市,2018,21378
4302,屏東縣潮州鎮,2018,3067
4303,屏東縣東港鎮,2018,3309
4304,屏東縣恆春鎮,2018,2345
4305,屏東縣萬丹鄉,2018,2563
4306,屏東縣長治鄉,2018,1781
4307,屏東縣麟洛鄉,2018,575
4308,屏東縣九如鄉,2018,1140
4309,屏東縣里港鄉,2018,1601
4310,屏東縣鹽埔鄉,2018,1634
4311,屏東縣高樹鄉,2018,1859
4312,屏東縣萬巒鄉,2018,1617
4313,屏東縣內埔鄉,2018,4210
4314,屏東縣竹田鄉,2018,1091
4315,屏東縣新埤鄉,2018,702
4316,屏東縣枋寮鄉,2018,2121
4317,屏東縣新園鄉,2018,1678
4318,屏東縣崁頂鄉,2018,701
4319,屏東縣林邊鄉,2018,1442
4320,屏東縣南州鄉,2018,686
4321,屏東縣佳冬鄉,2018,1023
4322,屏東縣琉球鄉,2018,777
4323,屏東縣車城鄉,2018,672
4324,屏東縣滿州鄉,2018,490
4325,屏東縣枋山鄉,2018,429
4326,屏東縣三地鄉,2018,315
4327,屏東縣霧臺鄉,2018,108
4328,屏東縣瑪家鄉,2018,255
4329,屏東縣泰武鄉,2018,172
4330,屏東縣來義鄉,2018,273
4331,屏東縣春日鄉,2018,175
4332,屏東縣獅子鄉,2018,196
4333,屏東縣牡丹鄉,2018,195
4401,澎湖縣馬公市,2018,5964
4402,澎湖縣湖西鎮,2018,283
4403,澎湖縣白沙鄉,2018,131
4404,澎湖縣西嶼鄉,2018,146
4405,澎湖縣望安鄉,2018,71
4406,澎湖縣七美鄉,2018,61
4501,花蓮縣花蓮市,2018,11572
4502,花蓮縣鳳林鎮,2018,827
4503,花蓮縣玉里鎮,2018,2070
4504,花蓮縣新城鄉,2018,1511
4505,花蓮縣吉安鄉,2018,4637
4506,花蓮縣壽豐鄉,2018,1314
4507,花蓮縣光復鄉,2018,975
4508,花蓮縣豐濱鄉,2018,233
4509,花蓮縣瑞穗鄉,2018,768
4510,花蓮縣富里鄉,2018,797
4511,花蓮縣秀林鄉,2018,689
4512,花蓮縣萬榮鄉,2018,253
4513,花蓮縣卓溪鄉,2018,248
4601,台東縣台東市,2018,9223
4602,台東縣成功鎮,2018,1108
4603,台東縣關山鎮,2018,675
4604,台東縣卑南鄉,2018,818
4605,台東縣大武鄉,2018,260
4606,台東縣太麻里,2018,1010
4607,台東縣東河鄉,2018,685
4608,台東縣長濱鄉,2018,563
4609,台東縣鹿野鄉,2018,732
4610,台東縣池上鄉,2018,644
4611,台東縣綠島鄉,2018,146
4612,台東縣延平鄉,2018,124
4613,台東縣海端鄉,2018,168
4614,台東縣達仁鄉,2018,158
4615,台東縣金峰鄉,2018,168
4616,台東縣蘭嶼鄉,2018,280
0101,臺北市松山區,2019,41018
0102,臺北市大安區,2019,48695
0109,臺北市大同區,2019,19092
0110,臺北市中山區,2019,64134
0111,臺北市內湖區,2019,43524
0112,臺北市南港區,2019,18818
0115,臺北市士林區,2019,19529
0116,臺北市北投區,2019,16143
0117,臺北市信義區,2019,36299
0118,臺北市中正區,2019,48388
0119,臺北市萬華區,2019,19596
0120,臺北市文山區,2019,12636
0301,臺中市豐原區,2019,14474
0302,臺中市東勢區,2019,3031
0303,臺中市大甲區,2019,5787
0304,臺中市清水區,2019,6133
0305,臺中市沙鹿區,2019,5795
0306,臺中市梧棲區,2019,5041
0307,臺中市后里區,2019,4194
0308,臺中市神岡區,2019,6109
0309,臺中市潭子區,2019,8757
0310,臺中市大雅區,2019,7939
0311,臺中市新社區,2019,1691
0312,臺中市石岡區,2019,815
0313,臺中市外埔區,2019,1776
0314,臺中市大安區,2019,1030
0315,臺中市烏日區,2019,5595
0316,臺中市大肚區,2019,3237
0317,臺中市龍井區,2019,3917
0318,臺中市霧峰區,2019,4731
0319,臺中市太平區,2019,10413
0320,臺中市大里區,2019,11770
0321,臺中市和平區,2019,823
0322,臺中市中區,2019,5907
0323,臺中市東區,2019,5602
0324,臺中市西區,2019,14573
0325,臺中市南區,2019,6885
0326,臺中市北區,2019,16318
0327,臺中市西屯區,2019,25079
0328,臺中市南屯區,2019,15496
0329,臺中市北屯區,2019,15644
0501,臺南市新營區,2019,10610
0502,臺南市鹽水區,2019,1683
0503,臺南市白河區,2019,1872
0504,臺南市麻豆區,2019,2678
0505,臺南市佳里區,2019,8485
0506,臺南市新化區,2019,2559
0507,臺南市善化區,2019,6664
0508,臺南市學甲區,2019,1245
0509,臺南市柳營區,2019,1460
0510,臺南市後壁區,2019,1573
0511,臺南市東山區,2019,1459
0512,臺南市下營區,2019,1365
0513,臺南市六甲區,2019,1039
0514,臺南市官田區,2019,1952
0515,臺南市大內區,2019,648
0516,臺南市西港區,2019,1425
0517,臺南市七股區,2019,853
0518,臺南市將軍區,2019,761
0519,臺南市北門區,2019,308
0520,臺南市新市區,2019,3696
0521,臺南市安定區,2019,2063
0522,臺南市山上區,2019,863
0523,臺南市玉井區,2019,1033
0524,臺南市楠西區,2019,691
0525,臺南市南化區,2019,615
0526,臺南市左鎮區,2019,407
0527,臺南市仁德區,2019,7447
0528,臺南市歸仁區,2019,4258
0529,臺南市關廟區,2019,2370
0530,臺南市龍崎區,2019,332
0531,臺南市永康區,2019,17752
0532,臺南市東區,2019,10915
0533,臺南市南區,2019,8467
0534,臺南市中西區,2019,14595
0535,臺南市北區,2019,7392
0537,臺南市安南區,2019,10943
0538,臺南市安平區,2019,5716
0701,高雄市鳳山區,2019,25582
0702,高雄市岡山區,2019,8089
0703,高雄市旗山區,2019,2553
0704,高雄市美濃區,2019,2638
0705,高雄市林園區,2019,3647
0706,高雄市大寮區,2019,8637
0707,高雄市大樹區,2019,2748
0708,高雄市仁武區,2019,7107
0709,高雄市大社區,2019,2492
0710,高雄市鳥松區,2019,4407
0711,高雄市橋頭區,2019,2422
0712,高雄市燕巢區,2019,3571
0713,高雄市田寮區,2019,567
0714,高雄市阿蓮區,2019,1694
0715,高雄市路竹區,2019,4060
0716,高雄市湖內區,2019,1905
0717,高雄市茄萣區,2019,1662
0718,高雄市永安區,2019,1357
0719,高雄市彌陀區,2019,1099
0720,高雄市梓官區,2019,2145
0721,高雄市六龜區,2019,1018
0722,高雄市甲仙區,2019,685
0723,高雄市杉林區,2019,830
0724,高雄市內門區,2019,1073
0725,高雄市茂林區,2019,93
0726,高雄市桃源區,2019,155
0727,高雄市那瑪夏區,2019,125
0728,高雄市鹽埕區,2019,2004
0729,高雄市鼓山區,2019,8153
0730,高雄市左營區,2019,12546
0731,高雄市楠梓區,2019,11817
0732,高雄市三民區,2019,23496
0733,高雄市新興區,2019,8980
0734,高雄市前金區,2019,6542
0735,高雄市苓雅區,2019,14373
0736,高雄市前鎮區,2019,23500
0737,高雄市旗津區,2019,733
0738,高雄市小港區,2019,12347
1101,基隆市中正區,2019,4554
1102,基隆市七堵區,2019,2795
1103,基隆市暖暖區,2019,1278
1104,基隆市仁愛區,2019,8184
1105,基隆市中山區,2019,1645
1106,基隆市安樂區,2019,3023
1107,基隆市信義區,2019,3053
1200,新竹市,2019,53108
2200,嘉義市,2019,22001
3101,新北市板橋區,2019,40469
3102,新北市三重區,2019,30285
3103,新北市永和區,2019,10903
3104,新北市中和區,2019,33756
3105,新北市新店區,2019,21787
3106,新北市新莊區,2019,23619
3107,新北市樹林區,2019,13602
3108,新北市鶯歌區,2019,4505
3109,新北市三峽區,2019,5464
3110,新北市淡水區,2019,9596
3111,新北市汐止區,2019,16517
3112,新北市瑞芳區,2019,2817
3113,新北市土城區,2019,14244
3114,新北市蘆洲區,2019,8163
3115,新北市五股區,2019,9938
3116,新北市泰山區,2019,4915
3117,新北市林口區,2019,6330
3118,新北市深坑區,2019,1954
3119,新北市石碇區,2019,390
3120,新北市坪林區,2019,372
3121,新北市三芝區,2019,1148
3122,新北市石門區,2019,481
3123,新北市八里區,2019,2378
3124,新北市平溪區,2019,262
3125,新北市雙溪區,2019,226
3126,新北市貢寮區,2019,839
3127,新北市金山區,2019,1908
3128,新北市萬里區,2019,1449
3129,新北市烏來區,2019,242
3201,桃園縣桃園市,2019,39136
3202,桃園縣中壢市,2019,29108
3203,桃園縣大溪鎮,2019,4931
3204,桃園縣楊梅鎮,2019,9608
3205,桃園縣蘆竹鄉,2019,14368
3206,桃園縣大園鄉,2019,9359
3207,桃園縣龜山鄉,2019,17484
3208,桃園縣八德市,2019,9889
3209,桃園縣龍潭鄉,2019,7991
3210,桃園縣平鎮市,2019,13809
3211,桃園縣新屋鄉,2019,3861
3212,桃園縣觀音鄉,2019,5651
3213,桃園縣復興鄉,2019,687
3301,新竹縣關西鎮,2019,1475
3302,新竹縣新埔鎮,2019,2076
3303,新竹縣竹東鎮,2019,5468
3305,新竹縣竹北市,2019,15355
3306,新竹縣湖口鄉,2019,8268
3307,新竹縣橫山鄉,2019,792
3308,新竹縣新豐鄉,2019,2364
3309,新竹縣芎林鄉,2019,1187
3310,新竹縣寶山鄉,2019,2113
3311,新竹縣北埔鄉,2019,473
3312,新竹縣峨眉鄉,2019,333
3313,新竹縣尖石鄉,2019,392
3314,新竹縣五峰鄉,2019,180
3401,宜蘭縣宜蘭市,2019,10345
3402,宜蘭縣羅東鎮,2019,4567
3403,宜蘭縣蘇澳鎮,2019,3987
3404,宜蘭縣頭城鎮,2019,2172
3405,宜蘭縣礁溪鄉,2019,2117
3406,宜蘭縣壯圍鄉,2019,948
3407,宜蘭縣員山鄉,2019,1739
3408,宜蘭縣冬山鄉,2019,2712
3409,宜蘭縣五結鄉,2019,2605
3410,宜蘭縣三星鄉,2019,1358
3411,宜蘭縣大同鄉,2019,219
3412,宜蘭縣南澳鄉,2019,246
3501,苗栗縣苗栗市,2019,8333
3502,苗栗縣苑裡鎮,2019,3030
3503,苗栗縣通霄鎮,2019,2538
3504,苗栗縣竹南鎮,2019,6091
3505,苗栗縣頭份鎮,2019,4608
3506,苗栗縣後龍鎮,2019,2635
3507,苗栗縣卓蘭鎮,2019,1185
3508,苗栗縣大湖鄉,2019,1211
3509,苗栗縣公館鄉,2019,1602
3510,苗栗縣銅鑼鄉,2019,1452
3511,苗栗縣南庄鄉,2019,666
3512,苗栗縣頭屋鄉,2019,518
3513,苗栗縣三義鄉,2019,1139
3514,苗栗縣西湖鄉,2019,557
3515,苗栗縣造橋鄉,2019,835
3516,苗栗縣三灣鄉,2019,392
3517,苗栗縣獅潭鄉,2019,300
3518,苗栗縣泰安鄉,2019,232
3701,彰化縣彰化市,2019,22522
3702,彰化縣鹿港鎮,2019,8994
3703,彰化縣和美鎮,2019,5205
3704,彰化縣北斗鎮,2019,1998
3705,彰化縣員林鎮,2019,7168
3706,彰化縣溪湖鎮,2019,3109
3707,彰化縣田中鎮,2019,2579
3708,彰化縣二林鎮,2019,3229
3709,彰化縣線西鄉,2019,1171
3710,彰化縣伸港鄉,2019,2238
3711,彰化縣福興鄉,2019,3097
3712,彰化縣秀水鄉,2019,3058
3713,彰化縣花壇鄉,2019,2893
3714,彰化縣芬園鄉,2019,1326
3715,彰化縣大村鄉,2019,3286
3716,彰化縣埔鹽鄉,2019,2242
3717,彰化縣埔心鄉,2019,2404
3718,彰化縣永靖鄉,2019,2269
3719,彰化縣社頭鄉,2019,2330
3720,彰化縣二水鄉,2019,946
3721,彰化縣田尾鄉,2019,1508
3722,彰化縣埤頭鄉,2019,1925
3723,彰化縣芳苑鄉,2019,2039
3724,彰化縣大城鄉,2019,1112
3725,彰化縣竹塘鄉,2019,1175
3726,彰化縣溪州鄉,2019,1990
3801,南投縣南投市,2019,12050
3802,南投縣埔里鎮,2019,4721
3803,南投縣草屯鎮,2019,6348
3804,南投縣竹山鎮,2019,3267
3805,南投縣集集鎮,2019,743
3806,南投縣名間鄉,2019,2457
3807,南投縣鹿谷鄉,2019,1219
3808,南投縣中寮鄉,2019,1020
3809,南投縣魚池鄉,2019,1783
3810,南投縣國姓鄉,2019,1309
3811,南投縣水里鄉,2019,1117
3812,南投縣信義鄉,2019,1058
3813,南投縣仁愛鄉,2019,1118
3901,雲林縣斗六市,2019,16729
3902,雲林縣斗南鎮,2019,2580
3903,雲林縣虎尾鎮,2019,4111
3904,雲林縣西螺鎮,2019,2736
3905,雲林縣土庫鎮,2019,1687
3906,雲林縣北港鎮,2019,2139
3907,雲林縣古坑鄉,2019,1925
3908,雲林縣大埤鄉,2019,1096
3909,雲林縣荊桐鄉,2019,1501
3910,雲林縣林內鄉,2019,1061
3911,雲林縣二崙鄉,2019,1930
3912,雲林縣崙背鄉,2019,1594
3913,雲林縣麥寮鄉,2019,3581
3914,雲林縣東勢鄉,2019,931
3915,雲林縣褒忠鄉,2019,793
3916,雲林縣臺西鄉,2019,902
3917,雲林縣元長鄉,2019,1882
3918,雲林縣四湖鄉,2019,4847
3919,雲林縣口湖鄉,2019,1219
3920,雲林縣水林鄉,2019,1750
4001,嘉義縣朴子市,2019,3078
4002,嘉義縣布袋鎮,2019,3509
4003,嘉義縣大林鎮,2019,2436
4004,嘉義縣民雄鄉,2019,5178
4005,嘉義縣溪口鄉,2019,997
4006,嘉義縣新港鄉,2019,2819
4007,嘉義縣六腳鄉,2019,1620
4008,嘉義縣東石鄉,2019,1084
4009,嘉義縣義竹鄉,2019,1065
4010,嘉義縣鹿草鄉,2019,1107
4011,嘉義縣太保市,2019,2505
4012,嘉義縣水上鄉,2019,2965
4013,嘉義縣中埔鄉,2019,3315
4014,嘉義縣竹崎鄉,2019,2754
4015,嘉義縣梅山鄉,2019,1341
4016,嘉義縣番路鄉,2019,837
4017,嘉義縣大埔鄉,2019,118
4018,嘉義縣阿里山,2019,427
4301,屏東縣屏東市,2019,21208
4302,屏東縣潮州鎮,2019,3074
4303,屏東縣東港鎮,2019,3247
4304,屏東縣恆春鎮,2019,2354
4305,屏東縣萬丹鄉,2019,2602
4306,屏東縣長治鄉,2019,1794
4307,屏東縣麟洛鄉,2019,570
4308,屏東縣九如鄉,2019,1155
4309,屏東縣里港鄉,2019,1572
4310,屏東縣鹽埔鄉,2019,1607
4311,屏東縣高樹鄉,2019,1841
4312,屏東縣萬巒鄉,2019,1617
4313,屏東縣內埔鄉,2019,4217
4314,屏東縣竹田鄉,2019,1090
4315,屏東縣新埤鄉,2019,709
4316,屏東縣枋寮鄉,2019,2109
4317,屏東縣新園鄉,2019,1692
4318,屏東縣崁頂鄉,2019,704
4319,屏東縣林邊鄉,2019,1427
4320,屏東縣南州鄉,2019,684
4321,屏東縣佳冬鄉,2019,1011
4322,屏東縣琉球鄉,2019,773
4323,屏東縣車城鄉,2019,657
4324,屏東縣滿州鄉,2019,493
4325,屏東縣枋山鄉,2019,426
4326,屏東縣三地鄉,2019,315
4327,屏東縣霧臺鄉,2019,108
4328,屏東縣瑪家鄉,2019,262
4329,屏東縣泰武鄉,2019,182
4330,屏東縣來義鄉,2019,284
4331,屏東縣春日鄉,2019,173
4332,屏東縣獅子鄉,2019,203
4333,屏東縣牡丹鄉,2019,199
4401,澎湖縣馬公市,2019,5961
4402,澎湖縣湖西鎮,2019,272
4403,澎湖縣白沙鄉,2019,140
4404,澎湖縣西嶼鄉,2019,152
4405,澎湖縣望安鄉,2019,82
4406,澎湖縣七美鄉,2019,66
4501,花蓮縣花蓮市,2019,11564
4502,花蓮縣鳳林鎮,2019,822
4503,花蓮縣玉里鎮,2019,2093
4504,花蓮縣新城鄉,2019,1505
4505,花蓮縣吉安鄉,2019,4544
4506,花蓮縣壽豐鄉,2019,1313
4507,花蓮縣光復鄉,2019,979
4508,花蓮縣豐濱鄉,2019,240
4509,花蓮縣瑞穗鄉,2019,779
4510,花蓮縣富里鄉,2019,797
4511,花蓮縣秀林鄉,2019,686
4512,花蓮縣萬榮鄉,2019,246
4513,花蓮縣卓溪鄉,2019,243
4601,台東縣台東市,2019,9147
4602,台東縣成功鎮,2019,1111
4603,台東縣關山鎮,2019,674
4604,台東縣卑南鄉,2019,845
4605,台東縣大武鄉,2019,252
4606,台東縣太麻里,2019,999
4607,台東縣東河鄉,2019,679
4608,台東縣長濱鄉,2019,569
4609,台東縣鹿野鄉,2019,719
4610,台東縣池上鄉,2019,643
4611,台東縣綠島鄉,2019,145
4612,台東縣延平鄉,2019,124
4613,台東縣海端鄉,2019,162
4614,台東縣達仁鄉,2019,155
4615,台東縣金峰鄉,2019,173
4616,台東縣蘭嶼鄉,2019,273
